action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,10.611054891135314,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,10.824260387872455,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing],3,13.672083525909791,2,0,1,3,false,false,false,0,false,0,false,0,false
[con_ready1],4,19.767522900127048,2,0,1,3,true,false,false,0,true,0,false,0,false
[consuming1],5,20.46764544387719,2,0,1,2,false,false,false,1,false,0,false,0,false
[producing],6,22.488007923396836,3,0,1,3,false,false,false,1,false,0,false,0,false
[producing3],7,27.214759096404165,3,0,2,4,false,false,false,1,false,0,false,0,false
[con_ready3],8,36.70399284801517,3,0,2,4,false,false,true,1,false,0,false,0,true
[consuming3],9,37.039039687296174,3,0,2,3,false,false,false,1,false,0,false,1,false
[producing2],10,37.27003263463521,3,1,2,4,false,false,false,1,false,0,false,1,false
[con_ready2],11,41.914279261080615,3,1,2,4,false,true,false,1,false,0,true,1,false
[consuming2],12,42.11369582831522,3,1,2,3,false,false,false,1,false,1,false,1,false
[producing3],13,42.98731355109991,3,1,3,4,false,false,false,1,false,1,false,1,false
[producing3],14,43.320099977115234,3,1,4,5,false,false,false,1,false,1,false,1,false
[producing2],15,48.41963572754934,3,2,4,6,false,false,false,1,false,1,false,1,false
[producing],16,57.70232116252129,4,2,4,7,false,false,false,1,false,1,false,1,false
[producing3],17,72.9334967942213,4,2,5,8,false,false,false,1,false,1,false,1,false
[producing3],18,79.19910432601608,4,2,6,9,false,false,false,1,false,1,false,1,false
[producing2],19,80.99937244097801,4,3,6,10,false,false,false,1,false,1,false,1,false
[con_ready3],20,91.0086149187912,4,3,6,10,false,false,true,1,false,1,false,1,true
[consuming3],21,91.4073474548985,4,3,6,9,false,false,false,1,false,1,false,2,false
[con_ready2],22,97.88712241515596,4,3,6,9,false,true,false,1,false,1,true,2,false
[consuming2],23,98.00642672615767,4,3,6,8,false,false,false,1,false,2,false,2,false
[producing2],24,111.57463754193141,4,4,6,9,false,false,false,1,false,2,false,2,false
[producing3],25,113.02616216253395,4,4,7,10,false,false,false,1,false,2,false,2,false
[con_ready1],26,166.8124954437972,4,4,7,10,true,false,false,1,true,2,false,2,false
[consuming1],27,169.54798595003902,4,4,7,9,false,false,false,2,false,2,false,2,false
[producing3],28,171.20249818016177,4,4,8,10,false,false,false,2,false,2,false,2,false
[con_ready2],29,181.6025957637938,4,4,8,10,false,true,false,2,false,2,true,2,false
[consuming2],30,182.28297062954726,4,4,8,9,false,false,false,2,false,3,false,2,false
[producing2],31,182.48540651554492,4,5,8,10,false,false,false,2,false,3,false,2,false
[con_ready3],32,195.58733889454413,4,5,8,10,false,false,true,2,false,3,false,2,true
[consuming3],33,195.65780234758492,4,5,8,9,false,false,false,2,false,3,false,3,false
[con_ready3],34,197.62684077955421,4,5,8,9,false,false,true,2,false,3,false,3,true
[consuming3],35,199.98781981011527,4,5,8,8,false,false,false,2,false,3,false,4,false
[producing2],36,218.97866432002584,4,6,8,9,false,false,false,2,false,3,false,4,false
[producing2],37,221.04704550806193,4,7,8,10,false,false,false,2,false,3,false,4,false
[con_ready1],38,224.19686271610206,4,7,8,10,true,false,false,2,true,3,false,4,false
[consuming1],39,224.87492508967802,4,7,8,9,false,false,false,3,false,3,false,4,false
[producing3],40,226.45624761476392,4,7,9,10,false,false,false,3,false,3,false,4,false
[con_ready2],41,232.19466721216492,4,7,9,10,false,true,false,3,false,3,true,4,false
[consuming2],42,232.24508351482143,4,7,9,9,false,false,false,3,false,4,false,4,false
[producing3],43,233.51907479400208,4,7,10,10,false,false,false,3,false,4,false,4,false
[con_ready3],44,249.94071948264866,4,7,10,10,false,false,true,3,false,4,false,4,true
[consuming3],45,250.7958966056591,4,7,10,9,false,false,false,3,false,4,false,5,false
[con_ready3],46,253.2663365125114,4,7,10,9,false,false,true,3,false,4,false,5,true
[consuming3],47,254.4399367240541,4,7,10,8,false,false,false,3,false,4,false,6,false
[producing2],48,257.0521823986071,4,8,10,9,false,false,false,3,false,4,false,6,false
[producing2],49,257.49538237570147,4,9,10,10,false,false,false,3,false,4,false,6,false
[con_ready3],50,269.9720743073484,4,9,10,10,false,false,true,3,false,4,false,6,true
[consuming3],51,270.0509895714751,4,9,10,9,false,false,false,3,false,4,false,7,false
[producing3],52,271.5869713096501,4,9,11,10,false,false,false,3,false,4,false,7,false
[con_ready2],53,276.39871941054986,4,9,11,10,false,true,false,3,false,4,true,7,false
[consuming2],54,277.12662903928435,4,9,11,9,false,false,false,3,false,5,false,7,false
[con_ready1],55,280.8084841670463,4,9,11,9,true,false,false,3,true,5,false,7,false
[consuming1],56,281.57027811660384,4,9,11,8,false,false,false,4,false,5,false,7,false
[producing2],57,292.56483662976217,4,10,11,9,false,false,false,4,false,5,false,7,false
[producing3],58,296.13151963639257,4,10,12,10,false,false,false,4,false,5,false,7,false
[con_ready2],59,336.71230230160893,4,10,12,10,false,true,false,4,false,5,true,7,false
[consuming2],60,338.31782754274604,4,10,12,9,false,false,false,4,false,6,false,7,false
[producing2],61,345.98338566880676,4,11,12,10,false,false,false,4,false,6,false,7,false
[con_ready1],62,361.0443818131927,4,11,12,10,true,false,false,4,true,6,false,7,false
[consuming1],63,361.2601091726839,4,11,12,9,false,false,false,5,false,6,false,7,false
[con_ready3],64,362.5998310977875,4,11,12,9,false,false,true,5,false,6,false,7,true
[consuming3],65,363.12811269663166,4,11,12,8,false,false,false,5,false,6,false,8,false
[con_ready1],66,366.0408122696128,4,11,12,8,true,false,false,5,true,6,false,8,false
[consuming1],67,367.36818551702726,4,11,12,7,false,false,false,6,false,6,false,8,false
[producing],68,370.01308979724377,5,11,12,8,false,false,false,6,false,6,false,8,false
[producing],69,381.44809241188716,6,11,12,9,false,false,false,6,false,6,false,8,false
[producing],70,386.26436091271967,7,11,12,10,false,false,false,6,false,6,false,8,false
[con_ready2],71,391.15410231272716,7,11,12,10,false,true,false,6,false,6,true,8,false
[consuming2],72,392.5346928683575,7,11,12,9,false,false,false,6,false,7,false,8,false
[producing2],73,393.10355622457575,7,12,12,10,false,false,false,6,false,7,false,8,false
[con_ready1],74,416.6155932965313,7,12,12,10,true,false,false,6,true,7,false,8,false
[consuming1],75,419.6647867020226,7,12,12,9,false,false,false,7,false,7,false,8,false
[con_ready1],76,421.0549898178711,7,12,12,9,true,false,false,7,true,7,false,8,false
[consuming1],77,422.007206092645,7,12,12,8,false,false,false,8,false,7,false,8,false
[producing3],78,423.1215213834744,7,12,13,9,false,false,false,8,false,7,false,8,false
[producing],79,427.4685944260891,8,12,13,10,false,false,false,8,false,7,false,8,false
[con_ready1],80,438.6832936305654,8,12,13,10,true,false,false,8,true,7,false,8,false
[consuming1],81,438.77924759381636,8,12,13,9,false,false,false,9,false,7,false,8,false
[producing3],82,439.73849117713144,8,12,14,10,false,false,false,9,false,7,false,8,false
