action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,51.96413360401698,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],2,57.0183852232351,1,1,0,2,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],3,60.59948501904316,2,1,0,3,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],4,64.92818130056526,2,2,0,4,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],5,69.30936110774384,2,2,0,4,false,true,false,0,false,0,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],6,72.6354861656958,2,2,0,3,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],7,76.29868129083671,2,2,1,4,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],8,77.4688760763972,2,2,2,5,false,false,false,0,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],9,94.8147231113523,2,2,2,5,true,false,false,0,true,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],10,95.7506525206192,2,2,2,4,false,false,false,1,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],11,98.55489644927108,2,2,2,4,true,false,false,1,true,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],12,100.38049124701489,2,2,2,3,false,false,false,2,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],13,101.96378930877013,2,2,2,3,false,true,false,2,false,1,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],14,103.94638245631938,2,2,2,2,false,false,false,2,false,2,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],15,105.49617942501793,2,2,2,2,false,false,true,2,false,2,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],16,105.56386291047126,2,2,2,1,false,false,false,2,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],17,109.11062993137976,2,3,2,2,false,false,false,2,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],18,109.20806613911594,2,3,2,2,false,false,false,2,false,2,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[producing3],19,109.328366604595,2,3,3,3,false,false,false,2,false,2,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready13],20,109.54567174923248,2,3,3,3,false,false,false,2,false,2,false,1,false,1,1,false,false,true,0,false,0,false,0,true
[con_ready1],21,110.45901340235531,2,3,3,3,true,false,false,2,true,2,false,1,false,1,1,false,false,true,0,false,0,false,0,true
[consuming13],22,111.23055101390246,2,3,3,3,true,false,false,2,true,2,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],23,111.49370091089914,2,3,3,2,false,false,false,3,false,2,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing2],24,115.45921025749101,2,4,3,3,false,false,false,3,false,2,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],25,117.50407417524981,2,4,3,3,false,true,false,3,false,2,true,1,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],26,117.85259159460394,2,4,3,2,false,false,false,3,false,3,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing2],27,117.97403081000675,2,5,3,3,false,false,false,3,false,3,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing],28,120.92318499213967,3,5,3,4,false,false,false,3,false,3,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready1],29,123.80935310459232,3,5,3,4,true,false,false,3,true,3,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[consuming1],30,123.82457423499216,3,5,3,3,false,false,false,4,false,3,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],31,130.94506851903878,3,5,3,3,false,true,false,4,false,3,true,1,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],32,133.69061112117387,3,5,3,2,false,false,false,4,false,4,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],33,136.26519136906413,3,5,4,3,false,false,false,4,false,4,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],34,141.69667903929,3,5,5,4,false,false,false,4,false,4,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[producing],35,141.78217398959083,4,5,5,5,false,false,false,4,false,4,false,1,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready3],36,151.46627162887236,4,5,5,5,false,false,true,4,false,4,false,1,true,1,0,false,false,false,0,false,0,false,1,false
[consuming3],37,152.1235029450435,4,5,5,4,false,false,false,4,false,4,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],38,152.59404089043025,4,5,6,5,false,false,false,4,false,4,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[con_ready2],39,180.20598110359452,4,5,6,5,false,true,false,4,false,4,true,2,false,1,0,false,false,false,0,false,0,false,1,false
[consuming2],40,181.24408340772789,4,5,6,4,false,false,false,4,false,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[producing3],41,183.06521231018073,4,5,7,5,false,false,false,4,false,5,false,2,false,1,0,false,false,false,0,false,0,false,1,false
[forwarding],42,191.34128651350125,4,5,7,5,false,false,false,4,false,5,false,2,false,2,1,false,false,false,0,false,0,false,1,false
[con_ready2],43,191.39515733205704,4,5,7,5,false,true,false,4,false,5,true,2,false,2,1,false,false,false,0,false,0,false,1,false
[con_ready12],44,192.07737177272801,4,5,7,5,false,true,false,4,false,5,true,2,false,2,1,false,true,false,0,false,0,true,1,false
[consuming2],45,193.59246942536248,4,5,7,4,false,false,false,4,false,6,false,2,false,2,1,false,true,false,0,false,0,true,1,false
[consuming12],46,194.0900664446999,4,5,7,4,false,false,false,4,false,6,false,2,false,2,0,false,false,false,0,false,1,false,1,false
[producing],47,197.13691512607676,5,5,7,5,false,false,false,4,false,6,false,2,false,2,0,false,false,false,0,false,1,false,1,false
