action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,0.8821060631198947,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],2,1.9646179577841503,1,0,1,2,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],3,2.1273065749269096,1,0,1,2,true,false,false,0,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],4,5.1642562394980756,1,0,1,1,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],5,9.739994885628969,1,1,1,2,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],6,12.2092883435906,1,2,1,3,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],7,21.706669110289372,2,2,1,4,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],8,26.702344238289907,2,3,1,5,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],9,32.30685206326854,2,3,1,5,true,false,false,1,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],10,32.646985429208684,2,3,1,4,false,false,false,2,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],11,33.57288234456528,2,4,1,5,false,false,false,2,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],12,62.990628464739984,2,4,1,5,false,false,true,2,false,0,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],13,63.8190938403131,2,4,1,4,false,false,false,2,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],14,66.53516761885909,2,5,1,5,false,false,false,2,false,0,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],15,78.25713947403995,2,5,1,5,false,true,false,2,false,0,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],16,78.92330102588743,2,5,1,4,false,false,false,2,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],17,84.12248948500137,2,6,1,5,false,false,false,2,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],18,129.58955484327254,2,6,1,5,false,true,false,2,false,1,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],19,130.87378644871552,2,6,1,4,false,false,false,2,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],20,133.7524088867686,2,6,2,5,false,false,false,2,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],21,135.9460106479248,2,6,2,5,false,false,true,2,false,2,false,1,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],22,136.16445635573317,2,6,2,4,false,false,false,2,false,2,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],23,140.1585095351302,2,6,2,4,false,false,false,2,false,2,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],24,141.63410211756872,2,6,2,4,false,true,false,2,false,2,true,2,false,1,1,false,false,false,0,false,0,false,0,false
[consuming2],25,141.99094911478238,2,6,2,3,false,false,false,2,false,3,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[producing],26,144.97766516177586,3,6,2,4,false,false,false,2,false,3,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[producing3],27,146.4431744332124,3,6,3,5,false,false,false,2,false,3,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready11],28,149.5294541698182,3,6,3,5,false,false,false,2,false,3,false,2,false,1,1,true,false,false,0,true,0,false,0,false
[consuming11],29,150.58536095633755,3,6,3,5,false,false,false,2,false,3,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready2],30,154.2879333750315,3,6,3,5,false,true,false,2,false,3,true,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming2],31,154.7809373091232,3,6,3,4,false,false,false,2,false,4,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing],32,155.96968029924565,4,6,3,5,false,false,false,2,false,4,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready2],33,157.3116470702843,4,6,3,5,false,true,false,2,false,4,true,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming2],34,158.53635064899893,4,6,3,4,false,false,false,2,false,5,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready2],35,163.52183078730286,4,6,3,4,false,true,false,2,false,5,true,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming2],36,164.0775013535671,4,6,3,3,false,false,false,2,false,6,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing3],37,170.71325943532588,4,6,4,4,false,false,false,2,false,6,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing],38,174.6656066978251,5,6,4,5,false,false,false,2,false,6,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[con_ready2],39,175.58117996437912,5,6,4,5,false,true,false,2,false,6,true,2,false,1,0,false,false,false,1,false,0,false,0,false
[consuming2],40,176.17578942705777,5,6,4,4,false,false,false,2,false,7,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[producing2],41,176.84395779107447,5,7,4,5,false,false,false,2,false,7,false,2,false,1,0,false,false,false,1,false,0,false,0,false
[forwarding],42,180.8524834770733,5,7,4,5,false,false,false,2,false,7,false,2,false,2,1,false,false,false,1,false,0,false,0,false
[con_ready1],43,184.6598573611365,5,7,4,5,true,false,false,2,true,7,false,2,false,2,1,false,false,false,1,false,0,false,0,false
