action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,46.338536156997506,1,1,false,false,0,false,0,false
[con_ready1],2,74.65715061351487,1,2,false,false,0,true,0,false
[con_ready2],3,98.76964165900826,1,2,false,true,0,true,0,true
[consuming2],4,98.86769392748921,1,1,false,false,0,true,1,false
[con_ready2],5,106.7147609612346,1,1,false,true,0,true,1,true
[consuming2],6,108.1112624965357,1,0,false,false,0,true,2,false
[producing],7,129.66420681128724,2,1,false,false,0,true,2,false
[con_ready2],8,150.88149109271845,2,1,false,true,0,true,2,true
[consuming2],9,152.29330314304895,2,0,false,false,0,true,3,false
[producing],10,155.84590522728072,3,1,false,false,0,true,3,false
[producing],11,163.53592538351148,4,1,true,false,0,true,3,false
[consuming1],12,164.3131275176833,4,0,false,false,1,false,3,false
[producing],13,165.9491875145818,5,1,false,false,1,false,3,false
[con_ready2],14,195.07365996417684,5,1,false,true,1,false,3,true
[consuming2],15,195.2951376271306,5,0,false,false,1,false,4,false
[producing],16,207.75756962679716,6,1,false,false,1,false,4,false
[con_ready2],17,211.8250683832005,6,1,false,true,1,false,4,true
[consuming2],18,212.4333410612714,6,0,false,false,1,false,5,false
[producing],19,226.45471036356676,7,1,false,false,1,false,5,false
[producing],20,229.2356282700048,8,1,true,false,1,false,5,false
