action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,8.358482695449206,1,0,1,false,false,0,false,0,false
[producing2],2,14.367706797789946,1,1,2,false,false,0,false,0,false
[producing2],3,16.66743081738151,1,2,3,false,false,0,false,0,false
[con_ready2],4,28.241122368248668,1,2,3,false,true,0,false,0,true
[consuming2],5,28.278270351304613,1,2,2,false,false,0,false,1,false
[producing2],6,35.5139076063582,1,3,3,false,false,0,false,1,false
[producing],7,65.84417317305149,2,3,4,false,false,0,false,1,false
[con_ready2],8,73.57803398129454,2,3,4,false,true,0,false,1,true
[consuming2],9,74.11203301742466,2,3,3,false,false,0,false,2,false
[con_ready1],10,80.47793329079187,2,3,3,true,false,0,true,2,false
[consuming1],11,80.59231364493567,2,3,2,false,false,1,false,2,false
[producing],12,82.34939852383839,3,3,3,false,false,1,false,2,false
[con_ready2],13,87.19717977355498,3,3,3,false,true,1,false,2,true
[consuming2],14,87.24227422604689,3,3,2,false,false,1,false,3,false
[con_ready1],15,90.0757512835639,3,3,2,true,false,1,true,3,false
[consuming1],16,90.38015033767142,3,3,1,false,false,2,false,3,false
[producing],17,96.6854978388794,4,3,2,false,false,2,false,3,false
[producing2],18,100.76869001053778,4,4,3,false,false,2,false,3,false
[producing2],19,110.07890132068951,4,5,4,false,false,2,false,3,false
[producing],20,113.18530599331898,5,5,5,false,false,2,false,3,false
[con_ready1],21,120.49748728569995,5,5,5,true,false,2,true,3,false
[consuming1],22,122.20126048359371,5,5,4,false,false,3,false,3,false
[producing],23,124.04128293866482,6,5,5,false,false,3,false,3,false
[con_ready1],24,139.22823404497757,6,5,5,true,false,3,true,3,false
[consuming1],25,139.77000796827846,6,5,4,false,false,4,false,3,false
[producing2],26,145.4945671730568,6,6,5,false,false,4,false,3,false
[con_ready2],27,150.4383468881402,6,6,5,false,true,4,false,3,true
[consuming2],28,150.79028239990845,6,6,4,false,false,4,false,4,false
[producing],29,151.81771569613264,7,6,5,false,false,4,false,4,false
[con_ready1],30,152.01548667947188,7,6,5,true,false,4,true,4,false
[consuming1],31,153.2033169923779,7,6,4,false,false,5,false,4,false
[con_ready1],32,159.07902778903454,7,6,4,true,false,5,true,4,false
[consuming1],33,159.1058711425577,7,6,3,false,false,6,false,4,false
[producing],34,162.21728809041582,8,6,4,false,false,6,false,4,false
[con_ready2],35,163.80987245402954,8,6,4,false,true,6,false,4,true
[consuming2],36,164.841880868446,8,6,3,false,false,6,false,5,false
[producing2],37,191.80726818552378,8,7,4,false,false,6,false,5,false
[con_ready2],38,199.65672103544938,8,7,4,false,true,6,false,5,true
[consuming2],39,199.711810379574,8,7,3,false,false,6,false,6,false
[con_ready1],40,201.98553819253203,8,7,3,true,false,6,true,6,false
[consuming1],41,202.60187637021286,8,7,2,false,false,7,false,6,false
[producing],42,235.61005671106966,9,7,3,false,false,7,false,6,false
[producing],43,244.6111043163489,10,7,4,false,false,7,false,6,false
[con_ready1],44,269.0421068748718,10,7,4,true,false,7,true,6,false
[consuming1],45,269.44644077123314,10,7,3,false,false,8,false,6,false
[con_ready1],46,270.9280726547827,10,7,3,true,false,8,true,6,false
[consuming1],47,270.95653877827,10,7,2,false,false,9,false,6,false
[producing2],48,271.5418636023571,10,8,3,false,false,9,false,6,false
[producing2],49,272.6507837228043,10,9,4,false,false,9,false,6,false
[con_ready1],50,282.1318855303075,10,9,4,true,false,9,true,6,false
[consuming1],51,282.9990462221055,10,9,3,false,false,10,false,6,false
[producing2],52,287.50198327705544,10,10,4,false,false,10,false,6,false
[con_ready1],53,296.4068663215426,10,10,4,true,false,10,true,6,false
[consuming1],54,296.5166704667997,10,10,3,false,false,11,false,6,false
[con_ready2],55,299.25401808671614,10,10,3,false,true,11,false,6,true
[consuming2],56,300.4843893750119,10,10,2,false,false,11,false,7,false
[con_ready1],57,302.44409838589695,10,10,2,true,false,11,true,7,false
[consuming1],58,302.7757873400917,10,10,1,false,false,12,false,7,false
[producing2],59,303.8782768467944,10,11,2,false,false,12,false,7,false
[con_ready1],60,306.5759688494192,10,11,2,true,false,12,true,7,false
[consuming1],61,306.9767873316923,10,11,1,false,false,13,false,7,false
[con_ready1],62,319.1460185744656,10,11,1,true,false,13,true,7,false
[consuming1],63,319.3526111875346,10,11,0,false,false,14,false,7,false
[producing2],64,321.64878867773564,10,12,1,false,false,14,false,7,false
[con_ready1],65,329.2337843168139,10,12,1,true,false,14,true,7,false
[consuming1],66,330.15666057706426,10,12,0,false,false,15,false,7,false
[producing2],67,338.8633657804953,10,13,1,false,false,15,false,7,false
[con_ready2],68,340.3491790201533,10,13,1,false,true,15,false,7,true
[consuming2],69,340.9527240326634,10,13,0,false,false,15,false,8,false
[producing2],70,375.445660121677,10,14,1,false,false,15,false,8,false
[con_ready2],71,386.61687626725933,10,14,1,false,true,15,false,8,true
[consuming2],72,389.32292711114405,10,14,0,false,false,15,false,9,false
[producing2],73,400.9256634672708,10,15,1,false,false,15,false,9,false
[producing],74,404.3235365948154,11,15,2,false,false,15,false,9,false
[con_ready1],75,446.23724256544006,11,15,2,true,false,15,true,9,false
[consuming1],76,446.67079263284654,11,15,1,false,false,16,false,9,false
[producing2],77,446.89478010716806,11,16,2,false,false,16,false,9,false
[producing2],78,454.64128744168545,11,17,3,false,false,16,false,9,false
[con_ready1],79,458.0292510271569,11,17,3,true,false,16,true,9,false
[consuming1],80,462.3183828832435,11,17,2,false,false,17,false,9,false
[producing],81,479.7788796493891,12,17,3,false,false,17,false,9,false
[con_ready1],82,483.4835802602247,12,17,3,true,false,17,true,9,false
[consuming1],83,486.1825081916834,12,17,2,false,false,18,false,9,false
