action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing],1,0.0039530317239966995,1,0,1,false,false,0,false,0,false
[producing],2,7.668822133138054,2,0,2,false,false,0,false,0,false
[con_ready1],3,19.492174450458357,2,0,2,true,false,0,true,0,false
[consuming1],4,20.04810043404527,2,0,1,false,false,1,false,0,false
[con_ready1],5,23.2179982867921,2,0,1,true,false,1,true,0,false
[consuming1],6,30.914650443054363,2,0,0,false,false,2,false,0,false
[producing2],7,45.53733544858953,2,1,1,false,false,2,false,0,false
[con_ready1],8,53.51444828183769,2,1,1,true,false,2,true,0,false
[consuming1],9,56.35585216680255,2,1,0,false,false,3,false,0,false
[producing2],10,57.668629283651626,2,2,1,false,false,3,false,0,false
[producing2],11,59.81715209220983,2,3,2,false,false,3,false,0,false
[con_ready2],12,68.71715378066962,2,3,2,false,true,3,false,0,true
[consuming2],13,69.31604193405134,2,3,1,false,false,3,false,1,false
[con_ready2],14,69.92803802672762,2,3,1,false,true,3,false,1,true
[consuming2],15,71.20627122196483,2,3,0,false,false,3,false,2,false
[producing],16,79.68214869239509,3,3,1,false,false,3,false,2,false
[producing],17,89.32534537058291,4,3,2,false,false,3,false,2,false
[producing],18,93.71303958214429,5,3,3,false,false,3,false,2,false
[con_ready1],19,101.95095097250274,5,3,3,true,false,3,true,2,false
[consuming1],20,102.71686835040605,5,3,2,false,false,4,false,2,false
[producing],21,109.90810932786496,6,3,3,false,false,4,false,2,false
[producing2],22,115.24909183657128,6,4,4,false,false,4,false,2,false
[con_ready1],23,117.03593343933376,6,4,4,true,false,4,true,2,false
[consuming1],24,117.35896857281337,6,4,3,false,false,5,false,2,false
[con_ready1],25,127.10317594564448,6,4,3,true,false,5,true,2,false
[consuming1],26,128.11160610348222,6,4,2,false,false,6,false,2,false
[con_ready2],27,140.63615697005096,6,4,2,false,true,6,false,2,true
[consuming2],28,141.70025605869964,6,4,1,false,false,6,false,3,false
[con_ready2],29,147.16362223429854,6,4,1,false,true,6,false,3,true
[consuming2],30,147.2922937476145,6,4,0,false,false,6,false,4,false
[producing],31,166.7629015579158,7,4,1,false,false,6,false,4,false
[con_ready2],32,176.94696193399042,7,4,1,false,true,6,false,4,true
[consuming2],33,177.53507892566822,7,4,0,false,false,6,false,5,false
[producing],34,179.13335085404228,8,4,1,false,false,6,false,5,false
[producing2],35,183.98930672758198,8,5,2,false,false,6,false,5,false
[con_ready2],36,188.79896692093388,8,5,2,false,true,6,false,5,true
[consuming2],37,189.44799022003855,8,5,1,false,false,6,false,6,false
[con_ready1],38,191.7250923843429,8,5,1,true,false,6,true,6,false
[consuming1],39,192.18798144209185,8,5,0,false,false,7,false,6,false
[producing2],40,201.68633251295128,8,6,1,false,false,7,false,6,false
[producing2],41,202.02919933403726,8,7,2,false,false,7,false,6,false
[con_ready1],42,214.83904697087954,8,7,2,true,false,7,true,6,false
[consuming1],43,215.5801965434745,8,7,1,false,false,8,false,6,false
[producing],44,225.13874500597223,9,7,2,false,false,8,false,6,false
[producing2],45,225.20406477228738,9,8,3,false,false,8,false,6,false
[con_ready1],46,234.0484049602061,9,8,3,true,false,8,true,6,false
[consuming1],47,234.3862397760164,9,8,2,false,false,9,false,6,false
[con_ready2],48,263.3340066692717,9,8,2,false,true,9,false,6,true
[consuming2],49,263.96240937839895,9,8,1,false,false,9,false,7,false
[producing2],50,281.333458681281,9,9,2,false,false,9,false,7,false
[producing2],51,284.05118389299014,9,10,3,false,false,9,false,7,false
[con_ready2],52,284.6119171161541,9,10,3,false,true,9,false,7,true
[consuming2],53,285.35321583993436,9,10,2,false,false,9,false,8,false
[con_ready2],54,287.8015455699658,9,10,2,false,true,9,false,8,true
[consuming2],55,287.88938709900367,9,10,1,false,false,9,false,9,false
[con_ready2],56,289.8746884867403,9,10,1,false,true,9,false,9,true
[consuming2],57,292.7268993518421,9,10,0,false,false,9,false,10,false
[producing],58,312.09421316071064,10,10,1,false,false,9,false,10,false
[con_ready1],59,316.6402535958159,10,10,1,true,false,9,true,10,false
[consuming1],60,317.55329621262985,10,10,0,false,false,10,false,10,false
