action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,11.11354113506754,0,1,1,false,false,0,false,0,false
[con_ready1],2,12.738308500838187,0,1,1,true,false,0,true,0,false
[consuming1],3,13.176603778210598,0,1,0,false,false,1,false,0,false
[producing],4,21.187821015734357,1,1,1,false,false,1,false,0,false
[producing],5,26.665257172812126,2,1,2,false,false,1,false,0,false
[producing],6,34.47993262653924,3,1,3,false,false,1,false,0,false
[producing],7,47.090746897710105,4,1,4,false,false,1,false,0,false
[producing],8,49.70356200425661,5,1,5,false,false,1,false,0,false
[con_ready1],9,50.79471600858738,5,1,5,true,false,1,true,0,false
[consuming1],10,51.9056969408941,5,1,4,false,false,2,false,0,false
[con_ready1],11,61.14637411050878,5,1,4,true,false,2,true,0,false
[consuming1],12,61.51002123025414,5,1,3,false,false,3,false,0,false
[con_ready1],13,61.982789014111816,5,1,3,true,false,3,true,0,false
[consuming1],14,62.05105668814643,5,1,2,false,false,4,false,0,false
[producing2],15,62.61009066426898,5,2,3,false,false,4,false,0,false
[producing],16,64.01782987828362,6,2,4,false,false,4,false,0,false
[con_ready2],17,67.53079937279367,6,2,4,false,true,4,false,0,true
[consuming2],18,67.60773243855512,6,2,3,false,false,4,false,1,false
[con_ready1],19,69.75648362863733,6,2,3,true,false,4,true,1,false
[consuming1],20,70.69837975893854,6,2,2,false,false,5,false,1,false
[con_ready1],21,71.98518658048283,6,2,2,true,false,5,true,1,false
[consuming1],22,72.84173060890613,6,2,1,false,false,6,false,1,false
[con_ready1],23,72.87342216256975,6,2,1,true,false,6,true,1,false
[consuming1],24,76.86161436256273,6,2,0,false,false,7,false,1,false
[producing],25,78.41848945750031,7,2,1,false,false,7,false,1,false
[con_ready2],26,81.33797664642799,7,2,1,false,true,7,false,1,true
[consuming2],27,81.91566540582163,7,2,0,false,false,7,false,2,false
[producing],28,83.70186962386485,8,2,1,false,false,7,false,2,false
[producing2],29,97.01486181089037,8,3,2,false,false,7,false,2,false
[con_ready2],30,108.876065656257,8,3,2,false,true,7,false,2,true
[consuming2],31,111.38305212081949,8,3,1,false,false,7,false,3,false
[producing],32,118.69808088197559,9,3,2,false,false,7,false,3,false
[con_ready1],33,124.66876435735853,9,3,2,true,false,7,true,3,false
[consuming1],34,124.84853294097908,9,3,1,false,false,8,false,3,false
[producing],35,128.66672053965277,10,3,2,false,false,8,false,3,false
[con_ready2],36,132.37190940298962,10,3,2,false,true,8,false,3,true
[consuming2],37,133.106778965936,10,3,1,false,false,8,false,4,false
[con_ready1],38,134.5904122218427,10,3,1,true,false,8,true,4,false
[consuming1],39,134.8927386288524,10,3,0,false,false,9,false,4,false
[producing],40,135.24184910752777,11,3,1,false,false,9,false,4,false
[producing],41,142.036965379916,12,3,2,false,false,9,false,4,false
[con_ready2],42,143.9661910332713,12,3,2,false,true,9,false,4,true
[consuming2],43,145.71367692635516,12,3,1,false,false,9,false,5,false
[producing],44,146.01920528682734,13,3,2,false,false,9,false,5,false
[con_ready1],45,152.37449917770715,13,3,2,true,false,9,true,5,false
[consuming1],46,153.96638175129272,13,3,1,false,false,10,false,5,false
[con_ready2],47,156.4317417689212,13,3,1,false,true,10,false,5,true
[consuming2],48,156.92728521339131,13,3,0,false,false,10,false,6,false
[producing],49,162.30282920439055,14,3,1,false,false,10,false,6,false
[producing2],50,164.81275661584831,14,4,2,false,false,10,false,6,false
[producing2],51,171.09575633783135,14,5,3,false,false,10,false,6,false
[con_ready2],52,173.2658237092286,14,5,3,false,true,10,false,6,true
[consuming2],53,173.5793301858891,14,5,2,false,false,10,false,7,false
[con_ready1],54,178.07137823923455,14,5,2,true,false,10,true,7,false
[consuming1],55,179.5064380095312,14,5,1,false,false,11,false,7,false
[con_ready2],56,182.1235198690829,14,5,1,false,true,11,false,7,true
[consuming2],57,182.78321847270868,14,5,0,false,false,11,false,8,false
[producing],58,202.76877357222523,15,5,1,false,false,11,false,8,false
[producing],59,202.82218250124515,16,5,2,false,false,11,false,8,false
[con_ready1],60,208.0522376503119,16,5,2,true,false,11,true,8,false
[consuming1],61,208.67144123596015,16,5,1,false,false,12,false,8,false
[producing],62,213.94283963049872,17,5,2,false,false,12,false,8,false
[producing2],63,217.13874615176582,17,6,3,false,false,12,false,8,false
[con_ready1],64,218.58484697085999,17,6,3,true,false,12,true,8,false
[consuming1],65,218.9739271497504,17,6,2,false,false,13,false,8,false
[con_ready1],66,219.3052831595845,17,6,2,true,false,13,true,8,false
[consuming1],67,220.8921268527456,17,6,1,false,false,14,false,8,false
[con_ready2],68,231.0190424087124,17,6,1,false,true,14,false,8,true
[consuming2],69,231.2332906337459,17,6,0,false,false,14,false,9,false
[producing],70,240.81064125197327,18,6,1,false,false,14,false,9,false
[producing2],71,241.4401994004052,18,7,2,false,false,14,false,9,false
[con_ready2],72,244.5776482844195,18,7,2,false,true,14,false,9,true
[consuming2],73,244.9830752474467,18,7,1,false,false,14,false,10,false
[producing2],74,257.0498166387145,18,8,2,false,false,14,false,10,false
[con_ready2],75,263.48781380002225,18,8,2,false,true,14,false,10,true
[consuming2],76,263.5168553162954,18,8,1,false,false,14,false,11,false
[con_ready2],77,263.81760598206273,18,8,1,false,true,14,false,11,true
[consuming2],78,265.3995665102508,18,8,0,false,false,14,false,12,false
[producing2],79,279.3288827606205,18,9,1,false,false,14,false,12,false
[con_ready1],80,288.7625507471246,18,9,1,true,false,14,true,12,false
[consuming1],81,288.99028776261656,18,9,0,false,false,15,false,12,false
[producing],82,302.7133481018067,19,9,1,false,false,15,false,12,false
[con_ready2],83,313.32019537090196,19,9,1,false,true,15,false,12,true
[consuming2],84,316.7477864808676,19,9,0,false,false,15,false,13,false
[producing],85,316.9482166373209,20,9,1,false,false,15,false,13,false
[producing],86,322.3720479436372,21,9,2,false,false,15,false,13,false
[con_ready1],87,328.5596888132082,21,9,2,true,false,15,true,13,false
[consuming1],88,329.66730169881134,21,9,1,false,false,16,false,13,false
[con_ready2],89,344.0439211717396,21,9,1,false,true,16,false,13,true
