action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,14.589668696657158,0,1,1,false,false,0,false,0,false
[producing],2,14.621968257155839,1,1,2,false,false,0,false,0,false
[con_ready1],3,18.487545773287092,1,1,2,true,false,0,true,0,false
[consuming1],4,20.26300533336255,1,1,1,false,false,1,false,0,false
[producing],5,29.863956858850912,2,1,2,false,false,1,false,0,false
[con_ready1],6,30.4931528910624,2,1,2,true,false,1,true,0,false
[consuming1],7,30.49765352079945,2,1,1,false,false,2,false,0,false
[con_ready1],8,39.43298785138976,2,1,1,true,false,2,true,0,false
[consuming1],9,39.82836311702504,2,1,0,false,false,3,false,0,false
[producing],10,49.09913672855507,3,1,1,false,false,3,false,0,false
[producing],11,58.20618113617071,4,1,2,false,false,3,false,0,false
[producing2],12,68.7304527446564,4,2,3,false,false,3,false,0,false
[con_ready1],13,71.2402741165428,4,2,3,true,false,3,true,0,false
[consuming1],14,71.4053807968989,4,2,2,false,false,4,false,0,false
[producing2],15,73.93823638364853,4,3,3,false,false,4,false,0,false
[producing2],16,97.24763225635138,4,4,4,false,false,4,false,0,false
[con_ready1],17,97.58739271146655,4,4,4,true,false,4,true,0,false
[consuming1],18,98.01898459571346,4,4,3,false,false,5,false,0,false
[producing],19,99.97868025902446,5,4,4,false,false,5,false,0,false
[con_ready1],20,100.62123466311925,5,4,4,true,false,5,true,0,false
[consuming1],21,101.85447309525343,5,4,3,false,false,6,false,0,false
[producing2],22,102.11551754338333,5,5,4,false,false,6,false,0,false
[con_ready2],23,109.62903380384867,5,5,4,false,true,6,false,0,true
[consuming2],24,110.35934238668702,5,5,3,false,false,6,false,1,false
[con_ready1],25,126.36191469528787,5,5,3,true,false,6,true,1,false
[consuming1],26,127.75409278094378,5,5,2,false,false,7,false,1,false
[con_ready1],27,131.78440967630257,5,5,2,true,false,7,true,1,false
[consuming1],28,131.81738205842797,5,5,1,false,false,8,false,1,false
[producing2],29,138.0849497901662,5,6,2,false,false,8,false,1,false
[producing],30,153.16179958245087,6,6,3,false,false,8,false,1,false
[con_ready1],31,158.63246704933462,6,6,3,true,false,8,true,1,false
[consuming1],32,159.2399177759373,6,6,2,false,false,9,false,1,false
[con_ready1],33,169.15104024175318,6,6,2,true,false,9,true,1,false
[consuming1],34,172.42654087479215,6,6,1,false,false,10,false,1,false
[con_ready2],35,172.54492752012612,6,6,1,false,true,10,false,1,true
[consuming2],36,172.60849651634334,6,6,0,false,false,10,false,2,false
[producing2],37,215.40738715647595,6,7,1,false,false,10,false,2,false
[producing],38,217.44884437760126,7,7,2,false,false,10,false,2,false
[con_ready2],39,225.75503765581752,7,7,2,false,true,10,false,2,true
[consuming2],40,226.19286501947565,7,7,1,false,false,10,false,3,false
[con_ready1],41,230.78721498306828,7,7,1,true,false,10,true,3,false
[consuming1],42,231.16912574666432,7,7,0,false,false,11,false,3,false
[producing],43,237.53617927163907,8,7,1,false,false,11,false,3,false
[producing2],44,250.07924933658367,8,8,2,false,false,11,false,3,false
[con_ready1],45,252.88598600513913,8,8,2,true,false,11,true,3,false
[consuming1],46,254.37565720433645,8,8,1,false,false,12,false,3,false
[con_ready1],47,262.03062656965994,8,8,1,true,false,12,true,3,false
[consuming1],48,262.1199865868505,8,8,0,false,false,13,false,3,false
[producing],49,275.92947269247344,9,8,1,false,false,13,false,3,false
[producing],50,279.1372492227289,10,8,2,false,false,13,false,3,false
[con_ready1],51,279.67766757364876,10,8,2,true,false,13,true,3,false
[consuming1],52,279.90310808162064,10,8,1,false,false,14,false,3,false
[con_ready1],53,282.03535374349804,10,8,1,true,false,14,true,3,false
[consuming1],54,282.3305012561066,10,8,0,false,false,15,false,3,false
[producing2],55,285.4500216599894,10,9,1,false,false,15,false,3,false
[con_ready1],56,307.63038289940584,10,9,1,true,false,15,true,3,false
[consuming1],57,308.16276655211396,10,9,0,false,false,16,false,3,false
[producing],58,340.37706538091754,11,9,1,false,false,16,false,3,false
[producing2],59,345.5885886172466,11,10,2,false,false,16,false,3,false
[con_ready2],60,346.87357755106194,11,10,2,false,true,16,false,3,true
[consuming2],61,347.94960261233393,11,10,1,false,false,16,false,4,false
[con_ready2],62,355.04958702062555,11,10,1,false,true,16,false,4,true
[consuming2],63,356.1000110062243,11,10,0,false,false,16,false,5,false
[producing],64,373.6167229071623,12,10,1,false,false,16,false,5,false
[con_ready2],65,382.24205215334325,12,10,1,false,true,16,false,5,true
[consuming2],66,385.23120955338266,12,10,0,false,false,16,false,6,false
[producing],67,422.45805211042085,13,10,1,false,false,16,false,6,false
[con_ready1],68,431.51966237371374,13,10,1,true,false,16,true,6,false
[consuming1],69,431.7413587561251,13,10,0,false,false,17,false,6,false
[producing2],70,451.9542725764042,13,11,1,false,false,17,false,6,false
[con_ready1],71,452.3980557878442,13,11,1,true,false,17,true,6,false
[consuming1],72,453.4932137285383,13,11,0,false,false,18,false,6,false
[producing],73,467.2184547443477,14,11,1,false,false,18,false,6,false
[con_ready1],74,473.39724110846845,14,11,1,true,false,18,true,6,false
[consuming1],75,474.3368654369329,14,11,0,false,false,19,false,6,false
[producing],76,482.0166143241592,15,11,1,false,false,19,false,6,false
[producing],77,503.6947890159541,16,11,2,false,false,19,false,6,false
[producing2],78,505.4383587060679,16,12,3,false,false,19,false,6,false
[producing2],79,516.884223134768,16,13,4,false,false,19,false,6,false
[producing2],80,517.3492914292739,16,14,5,false,false,19,false,6,false
[producing2],81,529.3262769890408,16,15,6,false,false,19,false,6,false
[con_ready2],82,532.090673230224,16,15,6,false,true,19,false,6,true
[consuming2],83,532.3044669003519,16,15,5,false,false,19,false,7,false
[producing],84,534.906440448078,17,15,6,false,false,19,false,7,false
[con_ready2],85,540.1795058190295,17,15,6,false,true,19,false,7,true
[consuming2],86,540.1903994245365,17,15,5,false,false,19,false,8,false
[con_ready1],87,541.3105998471236,17,15,5,true,false,19,true,8,false
[consuming1],88,542.5113057210363,17,15,4,false,false,20,false,8,false
[con_ready1],89,549.8188289263896,17,15,4,true,false,20,true,8,false
[consuming1],90,551.7033163530775,17,15,3,false,false,21,false,8,false
[producing],91,566.1643144722472,18,15,4,false,false,21,false,8,false
[con_ready2],92,577.7637094794994,18,15,4,false,true,21,false,8,true
[consuming2],93,578.1315860991349,18,15,3,false,false,21,false,9,false
[con_ready1],94,587.4114480079904,18,15,3,true,false,21,true,9,false
[consuming1],95,592.716391073985,18,15,2,false,false,22,false,9,false
[producing2],96,593.0079008070206,18,16,3,false,false,22,false,9,false
[con_ready2],97,595.7721656761885,18,16,3,false,true,22,false,9,true
[consuming2],98,597.3707063895248,18,16,2,false,false,22,false,10,false
[producing],99,600.3483697073535,19,16,3,false,false,22,false,10,false
[producing2],100,658.9780532890107,19,17,4,false,false,22,false,10,false
[producing],101,661.7424479229223,20,17,5,false,false,22,false,10,false
[con_ready2],102,666.2243275975891,20,17,5,false,true,22,false,10,true
[consuming2],103,666.4098198154644,20,17,4,false,false,22,false,11,false
[con_ready2],104,669.6769387118907,20,17,4,false,true,22,false,11,true
