,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X16_GET_req],2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,REST_X16,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4,REST_X16,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5,[X16_X11_GET_req],5,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
6,REST_X11,6,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0
7,REST_X11,7,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0
8,[X11_X19_GET_req],8,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,1
9,REST_X19,9,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,2
10,REST_X19,10,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,9
11,[X19_X10_GET_req],11,11,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,6,0,0,10
12,REST_X10,12,11,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,6,0,0,10
13,REST_X10,13,11,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,6,0,0,10
14,[X19_X10_GET_resp_2xx],14,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,3
15,[X11_X19_GET_resp_2xx],15,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0
16,[X16_X11_GET_resp_2xx],16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
17,[X0_X16_GET_resp_2xx],17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,REST_X0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,[X0_X16_GET_req],19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,REST_X16,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
21,REST_X16,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
22,[X16_X11_GET_req],22,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
23,REST_X11,23,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0
24,REST_X11,24,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0
25,[X11_X6_GET_req],25,11,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0
26,REST_X6,26,11,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,6,0,0,0
27,REST_X6,27,11,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0
28,[X11_X6_GET_resp_2xx],28,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0
29,[X16_X11_GET_resp_2xx],29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
30,[X0_X16_GET_resp_2xx],30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,REST_X0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,[X0_X12_GET_req],32,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,REST_X12,33,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
34,REST_X12,34,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
35,[X0_X12_GET_resp_2xx],35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,REST_X0,36,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,[X0_X16_GET_req],37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,REST_X16,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
39,REST_X16,39,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
40,[X16_X11_GET_req],40,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
41,REST_X11,41,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0
42,REST_X11,42,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0
43,[X11_X19_GET_req],43,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,1
44,REST_X19,44,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,2
45,REST_X19,45,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,9
46,[X19_X10_GET_req],46,11,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,6,0,0,10
47,REST_X10,47,11,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,6,0,0,10
48,REST_X10,48,11,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,6,0,0,10
49,[X19_X10_GET_resp_2xx],49,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,3
50,[X11_X19_GET_resp_2xx],50,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0
51,[X16_X11_GET_resp_2xx],51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
