action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,16.553285533003116,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],2,19.92269241852394,1,0,0,1,true,false,false,0,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],3,20.28390277971376,1,0,0,0,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],4,39.71994177953212,2,0,0,1,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],5,47.70354517334816,2,0,1,2,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],6,49.63757326887608,2,1,1,3,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],7,53.133355941247004,2,1,1,3,false,true,false,1,false,0,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],8,53.22067420283562,2,1,1,2,false,false,false,1,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],9,59.54120000351862,2,1,1,2,false,true,false,1,false,1,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],10,59.634505080580524,2,1,1,1,false,false,false,1,false,2,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],11,64.03643310345674,3,1,1,2,false,false,false,1,false,2,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],12,68.02678989249154,3,1,2,3,false,false,false,1,false,2,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],13,69.79888876562578,3,1,2,3,false,true,false,1,false,2,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],14,70.41607170118776,3,1,2,2,false,false,false,1,false,3,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],15,71.60440087901078,4,1,2,3,false,false,false,1,false,3,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],16,76.00411319023003,4,1,2,3,false,false,true,1,false,3,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],17,77.41978995822353,4,1,2,2,false,false,false,1,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],18,84.53177778914355,4,1,3,3,false,false,false,1,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],19,90.90774222314892,4,1,4,4,false,false,false,1,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],20,96.59672141063483,4,2,4,5,false,false,false,1,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],21,97.85821377650933,4,2,4,5,false,false,false,1,false,3,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],22,119.530805513412,4,2,4,5,true,false,false,1,true,3,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[consuming1],23,120.17405768433262,4,2,4,4,false,false,false,2,false,3,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],24,143.55065334443117,4,2,4,4,false,true,false,2,false,3,true,1,false,1,1,false,false,false,0,false,0,false,0,false
[consuming2],25,143.74432000186872,4,2,4,3,false,false,false,2,false,4,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],26,149.47013817815753,4,2,4,3,true,false,false,2,true,4,false,1,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready12],27,150.0264212949689,4,2,4,3,true,false,false,2,true,4,false,1,false,1,1,false,true,false,0,false,0,true,0,false
[consuming1],28,150.3876277583701,4,2,4,2,false,false,false,3,false,4,false,1,false,1,1,false,true,false,0,false,0,true,0,false
[consuming12],29,151.55035465424444,4,2,4,2,false,false,false,3,false,4,false,1,false,1,0,false,false,false,0,false,1,false,0,false
[con_ready3],30,152.57121674705988,4,2,4,2,false,false,true,3,false,4,false,1,true,1,0,false,false,false,0,false,1,false,0,false
[consuming3],31,152.66197154235502,4,2,4,1,false,false,false,3,false,4,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[producing],32,154.20006573153177,5,2,4,2,false,false,false,3,false,4,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[producing],33,154.295514999077,6,2,4,3,false,false,false,3,false,4,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[producing2],34,154.43008895368018,6,3,4,4,false,false,false,3,false,4,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[producing3],35,154.91709977080612,6,3,5,5,false,false,false,3,false,4,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[forwarding],36,187.06994692553354,6,3,5,5,false,false,false,3,false,4,false,2,false,2,1,false,false,false,0,false,1,false,0,false
[con_ready3],37,193.68881873940188,6,3,5,5,false,false,true,3,false,4,false,2,true,2,1,false,false,false,0,false,1,false,0,false
[con_ready11],38,194.60993549794412,6,3,5,5,false,false,true,3,false,4,false,2,true,2,1,true,false,false,0,true,1,false,0,false
[consuming11],39,194.9152007646827,6,3,5,5,false,false,true,3,false,4,false,2,true,2,0,false,false,false,1,false,1,false,0,false
[consuming3],40,195.83351042599713,6,3,5,4,false,false,false,3,false,4,false,3,false,2,0,false,false,false,1,false,1,false,0,false
[forwarding],41,197.11653844128128,6,3,5,4,false,false,false,3,false,4,false,3,false,3,1,false,false,false,1,false,1,false,0,false
[con_ready3],42,200.89903099295248,6,3,5,4,false,false,true,3,false,4,false,3,true,3,1,false,false,false,1,false,1,false,0,false
[consuming3],43,203.80270832159928,6,3,5,3,false,false,false,3,false,4,false,4,false,3,1,false,false,false,1,false,1,false,0,false
[producing3],44,204.29962197741943,6,3,6,4,false,false,false,3,false,4,false,4,false,3,1,false,false,false,1,false,1,false,0,false
[forwarding],45,214.49555262401012,6,3,6,4,false,false,false,3,false,4,false,4,false,4,2,false,false,false,1,false,1,false,0,false
[con_ready2],46,220.90488682948597,6,3,6,4,false,true,false,3,false,4,true,4,false,4,2,false,false,false,1,false,1,false,0,false
[consuming2],47,220.91560613528594,6,3,6,3,false,false,false,3,false,5,false,4,false,4,2,false,false,false,1,false,1,false,0,false
