,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0
2,[X0_X6_GET_req],2,11,0,0,0,0,0,1
3,REST_X6,3,11,0,0,0,0,0,2
4,REST_X6,4,11,0,0,0,0,0,3
5,[X0_X6_GET_resp_2xx],5,0,0,0,0,0,0,0
6,REST_X0,6,10,0,0,0,0,0,0
7,[X0_X6_GET_req],7,11,0,0,0,0,0,1
8,REST_X6,8,11,0,0,0,0,0,2
9,REST_X6,9,11,0,0,0,0,0,3
10,[X0_X6_GET_resp_2xx],10,0,0,0,0,0,0,0
11,REST_X0,11,10,0,0,0,0,0,0
12,[X0_X6_GET_req],12,11,0,0,0,0,0,1
13,REST_X6,13,11,0,0,0,0,0,2
14,REST_X6,14,11,0,0,0,0,0,4
15,[X0_X6_GET_resp_5xx],15,12,0,0,0,0,0,0
16,[X0_X6_GET_req],16,13,0,0,0,0,0,1
17,REST_X6,17,13,0,0,0,0,0,2
18,REST_X6,18,13,0,0,0,0,0,4
19,[X0_X6_GET_resp_5xx],19,14,0,0,0,0,0,0
20,[X0_X6_GET_req],20,15,0,0,0,0,0,1
21,REST_X6,21,15,0,0,0,0,0,2
22,REST_X6,22,15,0,0,0,0,0,3
23,[X0_X6_GET_resp_2xx],23,0,0,0,0,0,0,0
24,REST_X0,24,10,0,0,0,0,0,0
25,[X0_X6_GET_req],25,11,0,0,0,0,0,1
26,REST_X6,26,11,0,0,0,0,0,2
27,REST_X6,27,11,0,0,0,0,0,3
28,[X0_X6_GET_resp_2xx],28,0,0,0,0,0,0,0
29,REST_X0,29,10,0,0,0,0,0,0
30,[X0_X6_GET_req],30,11,0,0,0,0,0,1
31,REST_X6,31,11,0,0,0,0,0,2
32,REST_X6,32,11,0,0,0,0,0,3
33,[X0_X6_GET_resp_2xx],33,0,0,0,0,0,0,0
34,REST_X0,34,10,0,0,0,0,0,0
35,[X0_X6_GET_req],35,11,0,0,0,0,0,1
36,REST_X6,36,11,0,0,0,0,0,2
37,REST_X6,37,11,0,0,0,0,0,3
38,[X0_X6_GET_resp_2xx],38,0,0,0,0,0,0,0
39,REST_X0,39,2,0,0,0,0,0,0
40,[X0_X5_GET_req],40,3,0,0,0,0,1,0
41,REST_X5,41,3,0,0,0,0,2,0
42,REST_X5,42,3,0,0,0,0,5,0
43,[X5_X3_GET_req],43,3,0,0,1,0,6,0
44,REST_X3,44,3,0,0,2,0,6,0
45,REST_X3,45,3,0,0,5,0,6,0
46,[X3_X1_GET_req],46,3,1,0,6,0,6,0
47,REST_X1,47,3,2,0,6,0,6,0
48,REST_X1,48,3,5,0,6,0,6,0
49,[X1_X2_GET_req],49,3,6,1,6,0,6,0
50,REST_X2,50,3,6,2,6,0,6,0
51,REST_X2,51,3,6,5,6,0,6,0
52,[X2_X4_GET_req],52,3,6,6,6,1,6,0
53,REST_X4,53,3,6,6,6,2,6,0
54,REST_X4,54,3,6,6,6,3,6,0
55,[X2_X4_GET_resp_2xx],55,3,6,3,6,0,6,0
56,[X1_X2_GET_resp_2xx],56,3,3,0,6,0,6,0
57,[X3_X1_GET_resp_2xx],57,3,0,0,3,0,6,0
58,[X5_X3_GET_resp_2xx],58,3,0,0,0,0,3,0
