action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,25.45923969178418,1,1,false,false,false,0,false,0,false,0,false
[producing],2,33.014204607697785,2,2,false,false,false,0,false,0,false,0,false
[producing],3,40.97790580894271,3,3,false,false,false,0,false,0,false,0,false
[con_ready1],4,48.64181550908407,3,3,true,false,false,0,true,0,false,0,false
[consuming1],5,50.79127316123505,3,2,false,false,false,1,false,0,false,0,false
[con_ready2],6,66.79798248827976,3,2,false,true,false,1,false,0,true,0,false
[consuming2],7,66.82598498528544,3,1,false,false,false,1,false,1,false,0,false
[con_ready2],8,70.18950315947208,3,1,false,true,false,1,false,1,true,0,false
[consuming2],9,71.42160859500497,3,0,false,false,false,1,false,2,false,0,false
[producing],10,117.96606033646918,4,1,false,false,false,1,false,2,false,0,false
[con_ready1],11,124.96997510581386,4,1,true,false,false,1,true,2,false,0,false
[consuming1],12,125.35529836618872,4,0,false,false,false,2,false,2,false,0,false
[producing],13,141.97192163740203,5,1,false,false,false,2,false,2,false,0,false
[con_ready1],14,150.33437161875528,5,1,true,false,false,2,true,2,false,0,false
[consuming1],15,153.59566819542155,5,0,false,false,false,3,false,2,false,0,false
[producing],16,222.4035284137213,6,1,false,false,false,3,false,2,false,0,false
[producing],17,223.52417831358713,7,2,false,false,false,3,false,2,false,0,false
[producing],18,225.91072938169435,8,3,false,false,false,3,false,2,false,0,false
[con_ready2],19,229.68548428555602,8,3,false,true,false,3,false,2,true,0,false
[consuming2],20,230.56161752828376,8,2,false,false,false,3,false,3,false,0,false
[producing],21,231.94616253918585,9,3,false,false,false,3,false,3,false,0,false
[con_ready1],22,235.24358217247195,9,3,true,false,false,3,true,3,false,0,false
[consuming1],23,235.84685489550571,9,2,false,false,false,4,false,3,false,0,false
[con_ready1],24,250.7166170842549,9,2,true,false,false,4,true,3,false,0,false
[consuming1],25,251.48020773552054,9,1,false,false,false,5,false,3,false,0,false
[con_ready2],26,252.8684273742558,9,1,false,true,false,5,false,3,true,0,false
[consuming2],27,254.09933100982008,9,0,false,false,false,5,false,4,false,0,false
[producing],28,337.2270713872234,10,1,false,false,false,5,false,4,false,0,false
[con_ready2],29,338.6455833243331,10,1,false,true,false,5,false,4,true,0,false
[consuming2],30,338.7457183955457,10,0,false,false,false,5,false,5,false,0,false
