action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,31.51339835941563,1,1,false,false,false,0,false,0,false,0,false
[producing],2,36.174835505434736,2,2,false,false,false,0,false,0,false,0,false
[con_ready1],3,39.28189186461476,2,2,true,false,false,0,true,0,false,0,false
[consuming1],4,39.408666517210484,2,1,false,false,false,1,false,0,false,0,false
[con_ready3],5,43.85858381813608,2,1,false,false,true,1,false,0,false,0,true
[consuming3],6,43.92627393533533,2,0,false,false,false,1,false,0,false,1,false
[producing],7,63.91618779907242,3,1,false,false,false,1,false,0,false,1,false
[producing],8,68.18116320495056,4,2,false,false,false,1,false,0,false,1,false
[con_ready2],9,68.29071913547675,4,2,false,true,false,1,false,0,true,1,false
[consuming2],10,68.48335545997422,4,1,false,false,false,1,false,1,false,1,false
[con_ready3],11,84.61685583138294,4,1,false,false,true,1,false,1,false,1,true
[consuming3],12,85.70971188737526,4,0,false,false,false,1,false,1,false,2,false
[producing],13,130.30945674492537,5,1,false,false,false,1,false,1,false,2,false
[con_ready2],14,154.24797162795358,5,1,false,true,false,1,false,1,true,2,false
[consuming2],15,154.30817705709356,5,0,false,false,false,1,false,2,false,2,false
[producing],16,220.0602559769484,6,1,false,false,false,1,false,2,false,2,false
[con_ready3],17,235.1749682428368,6,1,false,false,true,1,false,2,false,2,true
[consuming3],18,235.23003133679887,6,0,false,false,false,1,false,2,false,3,false
[producing],19,263.48465670771685,7,1,false,false,false,1,false,2,false,3,false
[con_ready2],20,289.1334807539883,7,1,false,true,false,1,false,2,true,3,false
[consuming2],21,293.8689852647028,7,0,false,false,false,1,false,3,false,3,false
[producing],22,296.46562713257293,8,1,false,false,false,1,false,3,false,3,false
[producing],23,316.0939180288687,9,2,false,false,false,1,false,3,false,3,false
[con_ready1],24,338.32831828355273,9,2,true,false,false,1,true,3,false,3,false
[consuming1],25,338.3694029373237,9,1,false,false,false,2,false,3,false,3,false
[producing],26,338.7060428672226,10,2,false,false,false,2,false,3,false,3,false
[con_ready3],27,374.0960639092836,10,2,false,false,true,2,false,3,false,3,true
[consuming3],28,374.2858452762233,10,1,false,false,false,2,false,3,false,4,false
[con_ready1],29,378.43810666596937,10,1,true,false,false,2,true,3,false,4,false
[consuming1],30,378.66859371447805,10,0,false,false,false,3,false,3,false,4,false
