action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,11.262348838331546,1,0,0,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,11.947812551706226,1,0,0,1,false,false,true,0,false,0,false,0,true
[consuming3],3,13.047678718812948,1,0,0,0,false,false,false,0,false,0,false,1,false
[producing],4,40.04458656025187,2,0,0,1,false,false,false,0,false,0,false,1,false
[con_ready2],5,40.22112635484896,2,0,0,1,false,true,false,0,false,0,true,1,false
[consuming2],6,41.28407839911646,2,0,0,0,false,false,false,0,false,1,false,1,false
[producing],7,96.04194154616843,3,0,0,1,false,false,false,0,false,1,false,1,false
[producing3],8,97.16124464074436,3,0,1,2,false,false,false,0,false,1,false,1,false
[con_ready3],9,114.60856664484527,3,0,1,2,false,false,true,0,false,1,false,1,true
[consuming3],10,114.61539239293188,3,0,1,1,false,false,false,0,false,1,false,2,false
[producing],11,119.47624544169982,4,0,1,2,false,false,false,0,false,1,false,2,false
[con_ready1],12,122.2848481340275,4,0,1,3,false,false,false,0,true,1,false,2,false
[producing2],13,123.33342220235086,4,1,1,4,false,false,false,0,true,1,false,2,false
[producing3],14,125.32511615828813,4,1,2,5,false,false,false,0,true,1,false,2,false
[con_ready2],15,144.7976392463164,4,1,2,5,false,true,false,0,true,1,true,2,false
[consuming2],16,146.39658056370834,4,1,2,4,false,false,false,0,true,2,false,2,false
[producing],17,155.94460808181725,5,1,2,5,false,false,false,0,true,2,false,2,false
[con_ready2],18,192.68833028721053,5,1,2,5,false,true,false,0,true,2,true,2,false
[consuming2],19,193.33590379956482,5,1,2,4,false,false,false,0,true,3,false,2,false
[producing2],20,199.16173759029581,5,2,2,5,false,false,false,0,true,3,false,2,false
[con_ready2],21,202.98338775152905,5,2,2,5,false,true,false,0,true,3,true,2,false
[consuming2],22,203.16990853553014,5,2,2,4,false,false,false,0,true,4,false,2,false
[producing2],23,204.49019099477584,5,3,2,5,false,false,false,0,true,4,false,2,false
[con_ready2],24,212.36617472892897,5,3,2,5,false,true,false,0,true,4,true,2,false
[consuming2],25,213.2003670168492,5,3,2,4,false,false,false,0,true,5,false,2,false
[producing3],26,224.11759061741006,5,3,3,5,false,false,false,0,true,5,false,2,false
[con_ready3],27,224.19377863862408,5,3,3,5,false,false,true,0,true,5,false,2,true
[consuming3],28,224.24475562506694,5,3,3,4,false,false,false,0,true,5,false,3,false
[con_ready2],29,224.57341100219867,5,3,3,4,false,true,false,0,true,5,true,3,false
[consuming2],30,225.04072356761455,5,3,3,3,false,false,false,0,true,6,false,3,false
[producing3],31,228.37623917747797,5,3,4,4,false,false,false,0,true,6,false,3,false
[producing2],32,229.2513031204971,5,4,4,5,false,false,false,0,true,6,false,3,false
[con_ready3],33,275.02448465988084,5,4,4,5,false,false,true,0,true,6,false,3,true
[consuming3],34,275.6108519203085,5,4,4,4,false,false,false,0,true,6,false,4,false
[producing],35,281.6416765280111,6,4,4,5,false,false,false,0,true,6,false,4,false
[con_ready3],36,283.4603619376778,6,4,4,5,false,false,true,0,true,6,false,4,true
[consuming3],37,283.5014074668758,6,4,4,4,false,false,false,0,true,6,false,5,false
[producing],38,292.96782021745497,7,4,4,5,false,false,false,0,true,6,false,5,false
[con_ready2],39,330.69638499100233,7,4,4,5,false,true,false,0,true,6,true,5,false
[consuming2],40,332.62701012593567,7,4,4,4,false,false,false,0,true,7,false,5,false
[producing2],41,334.58344475785236,7,5,4,5,false,false,false,0,true,7,false,5,false
[con_ready2],42,338.76983145006295,7,5,4,5,false,true,false,0,true,7,true,5,false
[consuming2],43,341.0285479905217,7,5,4,4,false,false,false,0,true,8,false,5,false
[producing],44,342.7061722339437,8,5,4,5,false,false,false,0,true,8,false,5,false
[con_ready3],45,358.43827487609525,8,5,4,5,false,false,true,0,true,8,false,5,true
[consuming3],46,358.72176110896095,8,5,4,4,false,false,false,0,true,8,false,6,false
[producing3],47,364.3768858712453,8,5,5,5,false,false,false,0,true,8,false,6,false
[con_ready3],48,418.5417592548773,8,5,5,5,false,false,true,0,true,8,false,6,true
[consuming3],49,418.61324289702185,8,5,5,4,false,false,false,0,true,8,false,7,false
[producing3],50,419.22248251445154,8,5,6,5,false,false,false,0,true,8,false,7,false
[con_ready2],51,429.985983855115,8,5,6,5,false,true,false,0,true,8,true,7,false
[consuming2],52,431.4817378596074,8,5,6,4,false,false,false,0,true,9,false,7,false
[producing2],53,437.38492092262726,8,6,6,5,false,false,false,0,true,9,false,7,false
[con_ready2],54,487.8262569500041,8,6,6,5,false,true,false,0,true,9,true,7,false
[consuming2],55,489.86047573711744,8,6,6,4,false,false,false,0,true,10,false,7,false
[producing2],56,501.255226637957,8,7,6,5,false,false,false,0,true,10,false,7,false
[con_ready3],57,501.82250088467686,8,7,6,5,false,false,true,0,true,10,false,7,true
[consuming3],58,502.1862968488114,8,7,6,4,false,false,false,0,true,10,false,8,false
[producing3],59,503.757901345323,8,7,7,5,false,false,false,0,true,10,false,8,false
[con_ready3],60,537.7200914064321,8,7,7,5,false,false,true,0,true,10,false,8,true
[consuming3],61,538.3420775503172,8,7,7,4,false,false,false,0,true,10,false,9,false
[producing2],62,539.827163407552,8,8,7,5,false,false,false,0,true,10,false,9,false
[con_ready3],63,559.5151728147465,8,8,7,5,false,false,true,0,true,10,false,9,true
[consuming3],64,560.0748450754282,8,8,7,4,false,false,false,0,true,10,false,10,false
[producing3],65,564.2496348485707,8,8,8,5,false,false,false,0,true,10,false,10,false
