action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,14.929739931587479,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,17.54591590839139,1,0,1,2,false,false,false,0,false,0,false,0,false
[con_ready2],3,18.67673050972078,1,0,1,2,false,true,false,0,false,0,true,0,false
[consuming2],4,18.79750602976816,1,0,1,1,false,false,false,0,false,1,false,0,false
[producing3],5,25.68458422583518,1,0,2,2,false,false,false,0,false,1,false,0,false
[producing],6,40.895905753626025,2,0,2,3,false,false,false,0,false,1,false,0,false
[con_ready2],7,47.38322774133844,2,0,2,3,false,true,false,0,false,1,true,0,false
[consuming2],8,48.34339936202507,2,0,2,2,false,false,false,0,false,2,false,0,false
[producing2],9,51.27429805048034,2,1,2,3,false,false,false,0,false,2,false,0,false
[producing],10,64.28728336966725,3,1,2,4,false,false,false,0,false,2,false,0,false
[producing3],11,71.05718658591417,3,1,3,4,true,false,false,0,false,2,false,0,false
