action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,4.748690916575213,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,5.481283562891398,1,1,0,2,false,false,false,0,false,0,false,0,false
[producing3],3,7.165265479579632,1,1,1,3,false,false,false,0,false,0,false,0,false
[producing3],4,11.495790270914448,1,1,2,4,false,false,false,0,false,0,false,0,false
[con_ready1],5,12.466614370696574,1,1,2,5,false,false,false,0,true,0,false,0,false
[producing3],6,15.763304341834791,1,1,3,5,true,false,false,0,true,0,false,0,false
[consuming1],7,19.065236197864852,1,1,3,4,false,false,false,1,false,0,false,0,false
[producing2],8,21.320852981999643,1,2,3,5,false,false,false,1,false,0,false,0,false
[producing],9,22.453300218886568,2,2,3,6,false,false,false,1,false,0,false,0,false
[producing],10,27.91103681720135,3,2,3,7,false,false,false,1,false,0,false,0,false
[producing3],11,28.455960087468775,3,2,4,8,false,false,false,1,false,0,false,0,false
[producing3],12,28.719055098621688,3,2,5,9,false,false,false,1,false,0,false,0,false
[producing2],13,35.59091237399586,3,3,5,10,false,false,false,1,false,0,false,0,false
[con_ready3],14,37.45201294927082,3,3,5,10,false,false,true,1,false,0,false,0,true
[consuming3],15,40.75199206572485,3,3,5,9,false,false,false,1,false,0,false,1,false
[producing3],16,41.1720359116144,3,3,6,10,false,false,false,1,false,0,false,1,false
[con_ready2],17,44.62219915433458,3,3,6,10,false,true,false,1,false,0,true,1,false
[consuming2],18,44.92692471643923,3,3,6,9,false,false,false,1,false,1,false,1,false
[producing3],19,46.80697230668617,3,3,7,9,true,false,false,1,false,1,false,1,false
