action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,70.8720073752161,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,71.65151880315658,1,1,0,2,false,false,false,0,false,0,false,0,false
[producing2],3,72.90252586793036,1,2,0,3,false,false,false,0,false,0,false,0,false
[con_ready3],4,79.7767520674786,1,2,0,3,false,false,true,0,false,0,false,0,true
[consuming3],5,79.90347149552107,1,2,0,2,false,false,false,0,false,0,false,1,false
[producing3],6,83.29650588090398,1,2,1,3,false,false,false,0,false,0,false,1,false
[producing],7,84.16105760460829,2,2,1,4,false,false,false,0,false,0,false,1,false
[con_ready1],8,85.23217787565179,2,2,1,5,false,false,false,0,true,0,false,1,false
[producing3],9,90.75556405148714,2,2,2,6,false,false,false,0,true,0,false,1,false
[con_ready2],10,91.13819211343252,2,2,2,6,false,true,false,0,true,0,true,1,false
[consuming2],11,92.03850652149826,2,2,2,5,false,false,false,0,true,1,false,1,false
[producing3],12,93.60734072520496,2,2,3,5,true,false,false,0,true,1,false,1,false
[consuming1],13,94.33826467034764,2,2,3,4,false,false,false,1,false,1,false,1,false
[producing3],14,95.25791062647833,2,2,4,5,false,false,false,1,false,1,false,1,false
[producing],15,101.69844320424949,3,2,4,6,false,false,false,1,false,1,false,1,false
[producing],16,104.08101931040476,4,2,4,7,false,false,false,1,false,1,false,1,false
[producing3],17,104.1801027233781,4,2,5,7,true,false,false,1,false,1,false,1,false
