action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,9.138097210234813,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,18.580515279086733,1,1,false,false,true,0,false,0,false,0,true
[consuming3],3,19.42366646866313,1,0,false,false,false,0,false,0,false,1,false
[producing],4,87.8233434441822,2,1,false,false,false,0,false,0,false,1,false
[producing],5,88.67417401045813,3,2,false,false,false,0,false,0,false,1,false
[con_ready1],6,100.4247764096738,3,2,true,false,false,0,true,0,false,1,false
[consuming1],7,103.34331306679405,3,1,false,false,false,1,false,0,false,1,false
[producing],8,114.87780263905167,4,2,false,false,false,1,false,0,false,1,false
[producing],9,119.89685603127583,5,3,false,false,false,1,false,0,false,1,false
[con_ready2],10,135.60669914168975,5,3,false,true,false,1,false,0,true,1,false
[consuming2],11,136.14437567144708,5,2,false,false,false,1,false,1,false,1,false
[con_ready1],12,138.2155824748245,5,2,true,false,false,1,true,1,false,1,false
[consuming1],13,140.37500692760585,5,1,false,false,false,2,false,1,false,1,false
[con_ready3],14,148.84633705044666,5,1,false,false,true,2,false,1,false,1,true
[consuming3],15,149.29392268956659,5,0,false,false,false,2,false,1,false,2,false
[producing],16,155.9837573611948,6,1,false,false,false,2,false,1,false,2,false
[con_ready1],17,159.9403581752636,6,1,true,false,false,2,true,1,false,2,false
[consuming1],18,162.17260189047363,6,0,false,false,false,3,false,1,false,2,false
[producing],19,202.02218787233278,7,1,false,false,false,3,false,1,false,2,false
[con_ready3],20,206.36091227252845,7,1,false,false,true,3,false,1,false,2,true
[consuming3],21,206.75867392176752,7,0,false,false,false,3,false,1,false,3,false
[producing],22,245.50613466384937,8,1,false,false,false,3,false,1,false,3,false
[con_ready1],23,251.7204571061043,8,1,true,false,false,3,true,1,false,3,false
[consuming1],24,251.7523508871204,8,0,false,false,false,4,false,1,false,3,false
[producing],25,264.70322487697035,9,1,false,false,false,4,false,1,false,3,false
[producing],26,269.15679665443304,10,2,false,false,false,4,false,1,false,3,false
[con_ready2],27,296.0122665837742,10,2,false,true,false,4,false,1,true,3,false
[consuming2],28,296.0474408625725,10,1,false,false,false,4,false,2,false,3,false
[con_ready1],29,299.31099965913046,10,1,true,false,false,4,true,2,false,3,false
[consuming1],30,300.6087126052352,10,0,false,false,false,5,false,2,false,3,false
[producing],31,333.43990905586605,11,1,false,false,false,5,false,2,false,3,false
[con_ready2],32,351.77190204641965,11,1,false,true,false,5,false,2,true,3,false
[consuming2],33,352.9519795329471,11,0,false,false,false,5,false,3,false,3,false
[producing],34,388.58514930478265,12,1,false,false,false,5,false,3,false,3,false
[con_ready3],35,396.43199269936696,12,1,false,false,true,5,false,3,false,3,true
[consuming3],36,397.57684711886344,12,0,false,false,false,5,false,3,false,4,false
[producing],37,402.73753333877204,13,1,false,false,false,5,false,3,false,4,false
[con_ready2],38,408.60810028299346,13,1,false,true,false,5,false,3,true,4,false
[consuming2],39,412.516703237522,13,0,false,false,false,5,false,4,false,4,false
[producing],40,431.8162975595261,14,1,false,false,false,5,false,4,false,4,false
[con_ready3],41,482.78435353642953,14,1,false,false,true,5,false,4,false,4,true
[consuming3],42,482.81511988680455,14,0,false,false,false,5,false,4,false,5,false
[producing],43,493.84391632478474,15,1,false,false,false,5,false,4,false,5,false
[producing],44,513.6195415664737,16,2,false,false,false,5,false,4,false,5,false
[con_ready3],45,521.0277890551339,16,2,false,false,true,5,false,4,false,5,true
[consuming3],46,521.453951556207,16,1,false,false,false,5,false,4,false,6,false
[con_ready3],47,525.43323926112,16,1,false,false,true,5,false,4,false,6,true
[consuming3],48,525.8327014398168,16,0,false,false,false,5,false,4,false,7,false
[producing],49,563.3187820850458,17,1,false,false,false,5,false,4,false,7,false
[con_ready2],50,563.6011887885212,17,1,false,true,false,5,false,4,true,7,false
[consuming2],51,564.0008441068744,17,0,false,false,false,5,false,5,false,7,false
[producing],52,567.4861384583955,18,1,false,false,false,5,false,5,false,7,false
[producing],53,568.472075950613,19,2,false,false,false,5,false,5,false,7,false
[con_ready2],54,570.4139831460247,19,2,false,true,false,5,false,5,true,7,false
[consuming2],55,571.1413612168692,19,1,false,false,false,5,false,6,false,7,false
[producing],56,575.6987478185199,20,2,false,false,false,5,false,6,false,7,false
[producing],57,591.1342711257274,21,3,false,false,false,5,false,6,false,7,false
[con_ready3],58,599.570172090393,21,3,false,false,true,5,false,6,false,7,true
[consuming3],59,599.6836043521436,21,2,false,false,false,5,false,6,false,8,false
[con_ready1],60,607.782306919184,21,2,true,false,false,5,true,6,false,8,false
[consuming1],61,608.5530981203971,21,1,false,false,false,6,false,6,false,8,false
[con_ready3],62,612.9160819627889,21,1,false,false,true,6,false,6,false,8,true
[consuming3],63,614.0506278364423,21,0,false,false,false,6,false,6,false,9,false
[producing],64,618.6755548680785,22,1,false,false,false,6,false,6,false,9,false
[con_ready3],65,634.5777374324947,22,1,false,false,true,6,false,6,false,9,true
[consuming3],66,634.7240782290364,22,0,false,false,false,6,false,6,false,10,false
[producing],67,661.3265930340556,23,1,false,false,false,6,false,6,false,10,false
[con_ready2],68,692.0152472233433,23,1,false,true,false,6,false,6,true,10,false
[consuming2],69,692.3846862935779,23,0,false,false,false,6,false,7,false,10,false
[producing],70,693.5914869122264,24,1,false,false,false,6,false,7,false,10,false
[con_ready3],71,700.6802511434502,24,1,false,false,true,6,false,7,false,10,true
[consuming3],72,701.048392827922,24,0,false,false,false,6,false,7,false,11,false
[producing],73,704.9773378000854,25,1,false,false,false,6,false,7,false,11,false
[producing],74,714.6382010455904,26,2,false,false,false,6,false,7,false,11,false
[con_ready2],75,718.5095073921564,26,2,false,true,false,6,false,7,true,11,false
[consuming2],76,719.6983720527145,26,1,false,false,false,6,false,8,false,11,false
[con_ready2],77,741.699512698844,26,1,false,true,false,6,false,8,true,11,false
[consuming2],78,742.3687075388634,26,0,false,false,false,6,false,9,false,11,false
[producing],79,770.9817057990418,27,1,false,false,false,6,false,9,false,11,false
[producing],80,773.3572251103857,28,2,false,false,false,6,false,9,false,11,false
[con_ready3],81,777.8867389350229,28,2,false,false,true,6,false,9,false,11,true
[consuming3],82,779.3023779183411,28,1,false,false,false,6,false,9,false,12,false
[con_ready2],83,797.0455447760895,28,1,false,true,false,6,false,9,true,12,false
[consuming2],84,797.9809515308026,28,0,false,false,false,6,false,10,false,12,false
[producing],85,809.7912656179989,29,1,false,false,false,6,false,10,false,12,false
[producing],86,815.1040987074853,30,2,false,false,false,6,false,10,false,12,false
[con_ready1],87,820.2485478706491,30,2,true,false,false,6,true,10,false,12,false
[consuming1],88,821.4963553866081,30,1,false,false,false,7,false,10,false,12,false
[con_ready2],89,826.219284814517,30,1,false,true,false,7,false,10,true,12,false
[consuming2],90,826.582936607724,30,0,false,false,false,7,false,11,false,12,false
