action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,97.4738530503181,1,1,false,false,false,0,false,0,false,0,false
[producing],2,101.79498143267139,2,2,false,false,false,0,false,0,false,0,false
[con_ready1],3,127.30548031245337,2,2,true,false,false,0,true,0,false,0,false
[consuming1],4,127.55419420783664,2,1,false,false,false,1,false,0,false,0,false
[con_ready3],5,127.55603651463252,2,1,false,false,true,1,false,0,false,0,true
[consuming3],6,129.2180575097381,2,0,false,false,false,1,false,0,false,1,false
[producing],7,131.7523439688051,3,1,false,false,false,1,false,0,false,1,false
[con_ready2],8,140.4728013450762,3,1,false,true,false,1,false,0,true,1,false
[consuming2],9,142.0688895063573,3,0,false,false,false,1,false,1,false,1,false
[producing],10,183.33901028049607,4,1,false,false,false,1,false,1,false,1,false
[producing],11,189.51493709835006,5,2,false,false,false,1,false,1,false,1,false
[con_ready2],12,194.4730808654735,5,2,false,true,false,1,false,1,true,1,false
[consuming2],13,195.6018141502543,5,1,false,false,false,1,false,2,false,1,false
[producing],14,199.59363008895818,6,2,false,false,false,1,false,2,false,1,false
[con_ready1],15,200.59011827891206,6,2,true,false,false,1,true,2,false,1,false
[consuming1],16,200.8711451211528,6,1,false,false,false,2,false,2,false,1,false
[con_ready2],17,200.9804996838488,6,1,false,true,false,2,false,2,true,1,false
[consuming2],18,202.05413554975664,6,0,false,false,false,2,false,3,false,1,false
[producing],19,215.29131866014143,7,1,false,false,false,2,false,3,false,1,false
[con_ready2],20,250.78056228877983,7,1,false,true,false,2,false,3,true,1,false
[consuming2],21,253.77242551872942,7,0,false,false,false,2,false,4,false,1,false
[producing],22,264.97867453456746,8,1,false,false,false,2,false,4,false,1,false
[con_ready2],23,274.95983720408475,8,1,false,true,false,2,false,4,true,1,false
[consuming2],24,275.89321987715226,8,0,false,false,false,2,false,5,false,1,false
[producing],25,321.40037133765446,9,1,false,false,false,2,false,5,false,1,false
[con_ready3],26,325.29177372198063,9,1,false,false,true,2,false,5,false,1,true
[consuming3],27,325.59500537989015,9,0,false,false,false,2,false,5,false,2,false
[producing],28,346.8743761005443,10,1,false,false,false,2,false,5,false,2,false
[con_ready1],29,347.1079575771168,10,1,true,false,false,2,true,5,false,2,false
[consuming1],30,347.54824982418216,10,0,false,false,false,3,false,5,false,2,false
[producing],31,354.0853988879665,11,1,false,false,false,3,false,5,false,2,false
[con_ready2],32,374.4236375017583,11,1,false,true,false,3,false,5,true,2,false
[consuming2],33,375.4007300628506,11,0,false,false,false,3,false,6,false,2,false
[producing],34,405.9126952509976,12,1,false,false,false,3,false,6,false,2,false
[con_ready1],35,406.55178568044613,12,1,true,false,false,3,true,6,false,2,false
[consuming1],36,407.50344771785103,12,0,false,false,false,4,false,6,false,2,false
[producing],37,413.33327562703187,13,1,false,false,false,4,false,6,false,2,false
[con_ready3],38,421.4484652290284,13,1,false,false,true,4,false,6,false,2,true
[consuming3],39,421.96377221100977,13,0,false,false,false,4,false,6,false,3,false
[producing],40,428.2126084836193,14,1,false,false,false,4,false,6,false,3,false
[con_ready1],41,434.05576647509946,14,1,true,false,false,4,true,6,false,3,false
[consuming1],42,434.99015288484253,14,0,false,false,false,5,false,6,false,3,false
[producing],43,497.9002816780033,15,1,false,false,false,5,false,6,false,3,false
[producing],44,498.7619064959722,16,2,false,false,false,5,false,6,false,3,false
[con_ready3],45,502.1265022265257,16,2,false,false,true,5,false,6,false,3,true
[consuming3],46,502.69933943244405,16,1,false,false,false,5,false,6,false,4,false
[con_ready1],47,513.2917625112375,16,1,true,false,false,5,true,6,false,4,false
[consuming1],48,513.8240673108298,16,0,false,false,false,6,false,6,false,4,false
[producing],49,562.0198389280664,17,1,false,false,false,6,false,6,false,4,false
[producing],50,584.6357844956252,18,2,false,false,false,6,false,6,false,4,false
[con_ready1],51,602.9820288214015,18,2,true,false,false,6,true,6,false,4,false
[consuming1],52,605.3342367462589,18,1,false,false,false,7,false,6,false,4,false
[con_ready2],53,607.0284462848813,18,1,false,true,false,7,false,6,true,4,false
[consuming2],54,607.961261645108,18,0,false,false,false,7,false,7,false,4,false
[producing],55,734.6141592418755,19,1,false,false,false,7,false,7,false,4,false
[con_ready1],56,740.7930542531899,19,1,true,false,false,7,true,7,false,4,false
[consuming1],57,740.8675020037823,19,0,false,false,false,8,false,7,false,4,false
[producing],58,798.6201207717729,20,1,false,false,false,8,false,7,false,4,false
[producing],59,814.1744222633777,21,2,false,false,false,8,false,7,false,4,false
[con_ready2],60,821.4040343857293,21,2,false,true,false,8,false,7,true,4,false
[consuming2],61,821.7353785221433,21,1,false,false,false,8,false,8,false,4,false
[producing],62,831.5149861735568,22,2,false,false,false,8,false,8,false,4,false
[con_ready3],63,836.10176179103,22,2,false,false,true,8,false,8,false,4,true
[consuming3],64,836.301147992152,22,1,false,false,false,8,false,8,false,5,false
[con_ready2],65,838.3087235494719,22,1,false,true,false,8,false,8,true,5,false
[consuming2],66,838.9355169134958,22,0,false,false,false,8,false,9,false,5,false
[producing],67,855.3757087158707,23,1,false,false,false,8,false,9,false,5,false
[con_ready2],68,857.4375582150473,23,1,false,true,false,8,false,9,true,5,false
[consuming2],69,859.7551162992193,23,0,false,false,false,8,false,10,false,5,false
[producing],70,916.9835684590688,24,1,false,false,false,8,false,10,false,5,false
[con_ready2],71,922.7358956066666,24,1,false,true,false,8,false,10,true,5,false
[consuming2],72,923.6615811113586,24,0,false,false,false,8,false,11,false,5,false
[producing],73,937.2016093390455,25,1,false,false,false,8,false,11,false,5,false
[con_ready1],74,961.5400036508343,25,1,true,false,false,8,true,11,false,5,false
[consuming1],75,963.3062902751165,25,0,false,false,false,9,false,11,false,5,false
[producing],76,963.9039819342951,26,1,false,false,false,9,false,11,false,5,false
[con_ready3],77,972.4321316590964,26,1,false,false,true,9,false,11,false,5,true
[consuming3],78,972.7840461376368,26,0,false,false,false,9,false,11,false,6,false
[producing],79,994.2245714732726,27,1,false,false,false,9,false,11,false,6,false
[con_ready1],80,997.997697095695,27,1,true,false,false,9,true,11,false,6,false
[consuming1],81,1000.923383178627,27,0,false,false,false,10,false,11,false,6,false
[producing],82,1015.3101038846212,28,1,false,false,false,10,false,11,false,6,false
[con_ready3],83,1021.584578109899,28,1,false,false,true,10,false,11,false,6,true
[consuming3],84,1023.5951635570216,28,0,false,false,false,10,false,11,false,7,false
[producing],85,1038.6013287293151,29,1,false,false,false,10,false,11,false,7,false
[con_ready2],86,1039.6364370275205,29,1,false,true,false,10,false,11,true,7,false
