action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,45.96696847111162,1,1,false,false,false,0,false,0,false,0,false
[producing],2,62.42404038980063,2,2,false,false,false,0,false,0,false,0,false
[producing],3,65.04947163732461,3,3,false,false,false,0,false,0,false,0,false
[con_ready1],4,65.70433780175163,3,3,true,false,false,0,true,0,false,0,false
[consuming1],5,66.70849798093957,3,2,false,false,false,1,false,0,false,0,false
[producing],6,67.71376020290859,4,3,false,false,false,1,false,0,false,0,false
[con_ready2],7,71.53268608416592,4,3,false,true,false,1,false,0,true,0,false
[consuming2],8,73.53488188364267,4,2,false,false,false,1,false,1,false,0,false
[con_ready2],9,80.30797194727762,4,2,false,true,false,1,false,1,true,0,false
[consuming2],10,83.17950602960791,4,1,false,false,false,1,false,2,false,0,false
[con_ready2],11,88.07927615081431,4,1,false,true,false,1,false,2,true,0,false
[consuming2],12,89.61005316010157,4,0,false,false,false,1,false,3,false,0,false
[producing],13,97.31761609482659,5,1,false,false,false,1,false,3,false,0,false
[producing],14,106.69194371479817,6,2,false,false,false,1,false,3,false,0,false
[con_ready2],15,115.38637172645963,6,2,false,true,false,1,false,3,true,0,false
[consuming2],16,115.83751882878393,6,1,false,false,false,1,false,4,false,0,false
[producing],17,133.57641829180878,7,2,false,false,false,1,false,4,false,0,false
[producing],18,156.81682932991924,8,3,false,false,false,1,false,4,false,0,false
[con_ready2],19,159.74074229212508,8,3,false,true,false,1,false,4,true,0,false
[consuming2],20,161.02230150329603,8,2,false,false,false,1,false,5,false,0,false
[con_ready3],21,181.2291569440884,8,2,false,false,true,1,false,5,false,0,true
[consuming3],22,182.0925972042465,8,1,false,false,false,1,false,5,false,1,false
[con_ready2],23,187.467675473309,8,1,false,true,false,1,false,5,true,1,false
[consuming2],24,187.77097378498928,8,0,false,false,false,1,false,6,false,1,false
[producing],25,194.68906094913834,9,1,false,false,false,1,false,6,false,1,false
[producing],26,211.01182430784982,10,2,false,false,false,1,false,6,false,1,false
[producing],27,216.77809039697476,11,3,false,false,false,1,false,6,false,1,false
[con_ready3],28,223.21986401610732,11,3,false,false,true,1,false,6,false,1,true
[consuming3],29,223.95945732789,11,2,false,false,false,1,false,6,false,2,false
[con_ready1],30,224.92263336619024,11,2,true,false,false,1,true,6,false,2,false
[consuming1],31,225.90032954220607,11,1,false,false,false,2,false,6,false,2,false
[con_ready2],32,235.82373877439724,11,1,false,true,false,2,false,6,true,2,false
[consuming2],33,236.58333296773029,11,0,false,false,false,2,false,7,false,2,false
[producing],34,248.79817364177376,12,1,false,false,false,2,false,7,false,2,false
[con_ready2],35,252.7440314268826,12,1,false,true,false,2,false,7,true,2,false
[consuming2],36,253.29431587635167,12,0,false,false,false,2,false,8,false,2,false
[producing],37,317.8960926131384,13,1,false,false,false,2,false,8,false,2,false
[con_ready3],38,332.88916995429514,13,1,false,false,true,2,false,8,false,2,true
[consuming3],39,332.9601644094295,13,0,false,false,false,2,false,8,false,3,false
[producing],40,341.4278837835332,14,1,false,false,false,2,false,8,false,3,false
[producing],41,372.57144485299875,15,2,false,false,false,2,false,8,false,3,false
[con_ready3],42,382.6022077637535,15,2,false,false,true,2,false,8,false,3,true
[consuming3],43,383.56935237001153,15,1,false,false,false,2,false,8,false,4,false
[con_ready3],44,385.46203162980254,15,1,false,false,true,2,false,8,false,4,true
[consuming3],45,385.7630650403887,15,0,false,false,false,2,false,8,false,5,false
[producing],46,407.04432160307385,16,1,false,false,false,2,false,8,false,5,false
[con_ready2],47,407.79295100840625,16,1,false,true,false,2,false,8,true,5,false
[consuming2],48,409.0593549191658,16,0,false,false,false,2,false,9,false,5,false
[producing],49,466.13144985969564,17,1,false,false,false,2,false,9,false,5,false
[con_ready2],50,467.790892339365,17,1,false,true,false,2,false,9,true,5,false
[consuming2],51,467.9156691353453,17,0,false,false,false,2,false,10,false,5,false
[producing],52,485.04407038489757,18,1,false,false,false,2,false,10,false,5,false
[con_ready1],53,507.3932820250633,18,1,true,false,false,2,true,10,false,5,false
[consuming1],54,507.48323496830193,18,0,false,false,false,3,false,10,false,5,false
[producing],55,614.6031973924174,19,1,false,false,false,3,false,10,false,5,false
[con_ready1],56,614.7843333193731,19,1,true,false,false,3,true,10,false,5,false
[consuming1],57,615.354621949043,19,0,false,false,false,4,false,10,false,5,false
[producing],58,669.3154721961446,20,1,false,false,false,4,false,10,false,5,false
[producing],59,677.9601741579868,21,2,false,false,false,4,false,10,false,5,false
[con_ready2],60,678.4424568170978,21,2,false,true,false,4,false,10,true,5,false
[consuming2],61,680.646578268052,21,1,false,false,false,4,false,11,false,5,false
[producing],62,705.1206183779233,22,2,false,false,false,4,false,11,false,5,false
[producing],63,706.031082405849,23,3,false,false,false,4,false,11,false,5,false
[con_ready1],64,732.4977911030742,23,3,true,false,false,4,true,11,false,5,false
[consuming1],65,733.9552241121057,23,2,false,false,false,5,false,11,false,5,false
[producing],66,736.499370097678,24,3,false,false,false,5,false,11,false,5,false
[con_ready1],67,742.3514742558912,24,3,true,false,false,5,true,11,false,5,false
[consuming1],68,742.7295424025145,24,2,false,false,false,6,false,11,false,5,false
[con_ready1],69,756.7327677343922,24,2,true,false,false,6,true,11,false,5,false
[consuming1],70,756.9848360930913,24,1,false,false,false,7,false,11,false,5,false
[con_ready2],71,764.9977276028529,24,1,false,true,false,7,false,11,true,5,false
[consuming2],72,766.2325146453069,24,0,false,false,false,7,false,12,false,5,false
[producing],73,789.4127265590039,25,1,false,false,false,7,false,12,false,5,false
[producing],74,809.7666742108878,26,2,false,false,false,7,false,12,false,5,false
[con_ready1],75,811.6056557487483,26,2,true,false,false,7,true,12,false,5,false
[consuming1],76,812.2421841892461,26,1,false,false,false,8,false,12,false,5,false
[con_ready2],77,815.9219607617893,26,1,false,true,false,8,false,12,true,5,false
[consuming2],78,815.9994055192583,26,0,false,false,false,8,false,13,false,5,false
[producing],79,817.4638590872057,27,1,false,false,false,8,false,13,false,5,false
[con_ready2],80,822.1796921204088,27,1,false,true,false,8,false,13,true,5,false
[consuming2],81,823.3673274289541,27,0,false,false,false,8,false,14,false,5,false
[producing],82,832.7289963408276,28,1,false,false,false,8,false,14,false,5,false
[con_ready2],83,840.4530151849768,28,1,false,true,false,8,false,14,true,5,false
[consuming2],84,840.4812190632117,28,0,false,false,false,8,false,15,false,5,false
[producing],85,845.2228570672322,29,1,false,false,false,8,false,15,false,5,false
[producing],86,845.7321718432712,30,2,false,false,false,8,false,15,false,5,false
[con_ready2],87,855.910547281963,30,2,false,true,false,8,false,15,true,5,false
[consuming2],88,856.8209433268496,30,1,false,false,false,8,false,16,false,5,false
[con_ready1],89,858.8023262101817,30,1,true,false,false,8,true,16,false,5,false
[consuming1],90,859.3448562106217,30,0,false,false,false,9,false,16,false,5,false
