,case_no,case_count,node_count,p_node_fail,retires,path_len,path_count,sla
0,1,100,15,0.1,1,10000,10,8.686842879867374e-72
1,2,100,15,0.1,1,10000,10,0.04546085572368169
2,3,100,15,0.1,1,10000,10,1.2037535304916195e-08
3,4,100,15,0.1,1,10000,10,2.5114347267673206e-07
4,5,100,15,0.1,1,10000,10,1.6524283864836914e-07
5,6,100,15,0.1,1,10000,10,2.290655733856979e-06
6,7,100,15,0.1,1,10000,10,0.025653505223755944
7,8,100,15,0.1,1,10000,10,3.322209689219683e-06
8,9,100,15,0.1,1,10000,10,3.914262157769382e-06
9,10,100,15,0.1,1,10000,10,0.030333678863683072
10,11,100,15,0.1,1,10000,10,9.407203759615656e-08
11,12,100,15,0.1,1,10000,10,2.3572090440708064e-07
12,13,100,15,0.1,1,10000,10,4.5337391420095677e-07
13,14,100,15,0.1,1,10000,10,4.550872746512741e-07
14,15,100,15,0.1,1,10000,10,0.041323952750293894
15,16,100,15,0.1,1,10000,10,2.545110027853131e-07
16,17,100,15,0.1,1,10000,10,1.3449735728617644e-17
17,18,100,15,0.1,1,10000,10,4.6177988928319537e-07
18,19,100,15,0.1,1,10000,10,0.03047642839998925
19,20,100,15,0.1,1,10000,10,4.7001501050260476e-07
20,21,100,15,0.1,1,10000,10,7.116959442912147e-136
21,22,100,15,0.1,1,10000,10,3.064802835885717e-06
22,23,100,15,0.1,1,10000,10,3.0103785518543226e-14
23,24,100,15,0.1,1,10000,10,3.767525511258263e-07
24,25,100,15,0.1,1,10000,10,0.02401851825523987
25,26,100,15,0.1,1,10000,10,8.989585384174154e-17
26,27,100,15,0.1,1,10000,10,2.266661242312054e-65
27,28,100,15,0.1,1,10000,10,4.584802842468185e-40
28,29,100,15,0.1,1,10000,10,1.2393718141110018e-17
29,30,100,15,0.1,1,10000,10,2.9093977990876745e-06
30,31,100,15,0.1,1,10000,10,0.02861512634229691
31,32,100,15,0.1,1,10000,10,3.2996834165733245e-07
32,33,100,15,0.1,1,10000,10,2.4367234119820494e-134
33,34,100,15,0.1,1,10000,10,0.03128300382639544
34,35,100,15,0.1,1,10000,10,0.03283375002545195
35,36,100,15,0.1,1,10000,10,0.022162429177334644
36,37,100,15,0.1,1,10000,10,1.0863471454598744e-06
37,38,100,15,0.1,1,10000,10,3.5603505711530912e-06
38,39,100,15,0.1,1,10000,10,0.023275634394234045
39,40,100,15,0.1,1,10000,10,3.0697561927353555e-14
40,41,100,15,0.1,1,10000,10,3.691148455015469e-07
41,42,100,15,0.1,1,10000,10,0.04519153964739085
42,43,100,15,0.1,1,10000,10,0.03512782942225756
43,44,100,15,0.1,1,10000,10,3.313136388469759e-14
44,45,100,15,0.1,1,10000,10,3.964453918019657e-06
45,46,100,15,0.1,1,10000,10,4.127580873811533e-08
46,47,100,15,0.1,1,10000,10,0.046588342245870135
47,48,100,15,0.1,1,10000,10,4.2881638897688196e-07
48,49,100,15,0.1,1,10000,10,2.65803239839566e-06
49,50,100,15,0.1,1,10000,10,3.095376192809213e-63
50,51,100,15,0.1,1,10000,10,9.929690316817062e-08
51,52,100,15,0.1,1,10000,10,0.025020163698690878
52,53,100,15,0.1,1,10000,10,8.023502877734771e-18
53,54,100,15,0.1,1,10000,10,3.452424878762008e-07
54,55,100,15,0.1,1,10000,10,7.675204594014761e-08
55,56,100,15,0.1,1,10000,10,0.02621202275083096
56,57,100,15,0.1,1,10000,10,0.023263153001821656
57,58,100,15,0.1,1,10000,10,0.04256873537586965
58,59,100,15,0.1,1,10000,10,2.182189853036312e-06
59,60,100,15,0.1,1,10000,10,0.03732200353790493
60,61,100,15,0.1,1,10000,10,1.9059681028629843e-07
61,62,100,15,0.1,1,10000,10,1.6423845542712634e-15
62,63,100,15,0.1,1,10000,10,8.620483768733881e-08
63,64,100,15,0.1,1,10000,10,1.5796354956418435e-07
64,65,100,15,0.1,1,10000,10,2.2979111963978076e-156
65,66,100,15,0.1,1,10000,10,2.9325644013527355e-31
66,67,100,15,0.1,1,10000,10,4.2130549647823086e-07
67,68,100,15,0.1,1,10000,10,1.2941009114563424e-06
68,69,100,15,0.1,1,10000,10,0.042165024151103965
69,70,100,15,0.1,1,10000,10,1.8386237791896759e-16
70,71,100,15,0.1,1,10000,10,3.4358949932086017e-06
71,72,100,15,0.1,1,10000,10,8.357915735734224e-72
72,73,100,15,0.1,1,10000,10,4.649319919435388e-07
73,74,100,15,0.1,1,10000,10,1.3550620050388658e-06
74,75,100,15,0.1,1,10000,10,0.03469882841218925
75,76,100,15,0.1,1,10000,10,0.04202255089589785
76,77,100,15,0.1,1,10000,10,7.379799204662152e-72
77,78,100,15,0.1,1,10000,10,4.699466036102691e-07
78,79,100,15,0.1,1,10000,10,1.8928477475478156e-15
79,80,100,15,0.1,1,10000,10,4.946083404718891e-08
80,81,100,15,0.1,1,10000,10,0.047569361739341974
81,82,100,15,0.1,1,10000,10,4.7284837861046797e-07
82,83,100,15,0.1,1,10000,10,0.02860697384358697
83,84,100,15,0.1,1,10000,10,0.01963509629340361
84,85,100,15,0.1,1,10000,10,8.075139302521924e-08
85,86,100,15,0.1,1,10000,10,0.07929963189608064
86,87,100,15,0.1,1,10000,10,4.1049370611156486e-131
87,88,100,15,0.1,1,10000,10,0.019626954825488714
88,89,100,15,0.1,1,10000,10,3.438942752819135e-15
89,90,100,15,0.1,1,10000,10,1.2944966154531698e-130
90,91,100,15,0.1,1,10000,10,1.8230026373583867e-77
91,92,100,15,0.1,1,10000,10,5.291510790451156e-31
92,93,100,15,0.1,1,10000,10,1.474062690262389e-06
93,94,100,15,0.1,1,10000,10,1.5871898036367767e-15
94,95,100,15,0.1,1,10000,10,3.83334484562326e-14
95,96,100,15,0.1,1,10000,10,1.2459816300045745e-15
96,97,100,15,0.1,1,10000,10,0.02565664884234212
97,98,100,15,0.1,1,10000,10,2.054706317930043e-06
98,99,100,15,0.1,1,10000,10,1.1220963920981479e-06
99,100,100,15,0.1,1,10000,10,4.181165596263511e-07
