action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,34.313174437556285,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,43.82514188657797,1,2,false,false,false,0,true,0,false,0,false
[con_ready3],3,53.53068682301642,1,2,false,false,true,0,true,0,false,0,true
[consuming3],4,53.97459069079029,1,1,false,false,false,0,true,0,false,1,false
[producing],5,55.870799984393926,2,1,true,false,false,0,true,0,false,1,false
[consuming1],6,56.64921248423541,2,0,false,false,false,1,false,0,false,1,false
[producing],7,61.52769323507741,3,1,false,false,false,1,false,0,false,1,false
[con_ready2],8,65.82610146215104,3,1,false,true,false,1,false,0,true,1,false
[consuming2],9,65.88548312756994,3,0,false,false,false,1,false,1,false,1,false
[producing],10,84.15185431617479,4,1,false,false,false,1,false,1,false,1,false
[con_ready1],11,88.90779922605986,4,2,false,false,false,1,true,1,false,1,false
[con_ready2],12,119.37502494850912,4,2,false,true,false,1,true,1,true,1,false
[consuming2],13,120.75866265934678,4,1,false,false,false,1,true,2,false,1,false
[con_ready3],14,142.98940867160385,4,1,false,false,true,1,true,2,false,1,true
[consuming3],15,143.55939932683896,4,0,false,false,false,1,true,2,false,2,false
[producing],16,146.22328010888424,5,1,false,false,false,1,true,2,false,2,false
[producing],17,168.21898139650298,6,1,true,false,false,1,true,2,false,2,false
[consuming1],18,168.63034961468344,6,0,false,false,false,2,false,2,false,2,false
[producing],19,186.69759830465472,7,1,false,false,false,2,false,2,false,2,false
[con_ready2],20,189.61076158995718,7,1,false,true,false,2,false,2,true,2,false
[consuming2],21,190.76057788992705,7,0,false,false,false,2,false,3,false,2,false
[producing],22,246.82585740874444,8,1,false,false,false,2,false,3,false,2,false
[con_ready3],23,251.9137177789675,8,1,false,false,true,2,false,3,false,2,true
[consuming3],24,253.7561069580314,8,0,false,false,false,2,false,3,false,3,false
[producing],25,301.676452120557,9,1,false,false,false,2,false,3,false,3,false
[con_ready1],26,326.22132392173916,9,2,false,false,false,2,true,3,false,3,false
[con_ready3],27,327.0351470871673,9,2,false,false,true,2,true,3,false,3,true
[consuming3],28,327.25371848272437,9,1,false,false,false,2,true,3,false,4,false
[producing],29,329.0487563234105,10,1,true,false,false,2,true,3,false,4,false
[consuming1],30,330.1667741105877,10,0,false,false,false,3,false,3,false,4,false
[producing],31,344.40031675960387,11,1,false,false,false,3,false,3,false,4,false
[con_ready2],32,360.0547421289593,11,1,false,true,false,3,false,3,true,4,false
[consuming2],33,360.10512059182906,11,0,false,false,false,3,false,4,false,4,false
[producing],34,406.6241650984675,12,1,false,false,false,3,false,4,false,4,false
[producing],35,416.8468514876609,13,1,true,false,false,3,false,4,false,4,false
