,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0
2,[X0_X3_GET_req],2,11,0,0,1,0
3,REST_X3,3,11,0,0,2,0
4,REST_X3,4,11,0,0,5,0
5,[X3_X4_GET_req],5,11,0,0,6,1
6,REST_X4,6,11,0,0,6,2
7,REST_X4,7,11,0,0,6,5
8,[X4_X1_GET_req],8,11,1,0,6,6
9,REST_X1,9,11,2,0,6,6
10,REST_X1,10,11,4,0,6,6
11,[X4_X1_GET_resp_5xx],11,11,0,0,6,7
12,[X4_X1_GET_req],12,11,1,0,6,8
13,REST_X1,13,11,2,0,6,8
14,REST_X1,14,11,3,0,6,8
15,[X4_X1_GET_resp_2xx],15,11,0,0,6,3
16,[X3_X4_GET_resp_2xx],16,11,0,0,3,0
17,[X0_X3_GET_resp_2xx],17,0,0,0,0,0
18,REST_X0,18,2,0,0,0,0
19,[X0_X2_GET_req],19,3,0,1,0,0
20,REST_X2,20,3,0,2,0,0
21,REST_X2,21,3,0,3,0,0
22,[X0_X2_GET_resp_2xx],22,0,0,0,0,0
23,REST_X0,23,10,0,0,0,0
24,[X0_X3_GET_req],24,11,0,0,1,0
25,REST_X3,25,11,0,0,2,0
26,REST_X3,26,11,0,0,5,0
27,[X3_X4_GET_req],27,11,0,0,6,1
28,REST_X4,28,11,0,0,6,2
29,REST_X4,29,11,0,0,6,5
30,[X4_X1_GET_req],30,11,1,0,6,6
31,REST_X1,31,11,2,0,6,6
32,REST_X1,32,11,3,0,6,6
33,[X4_X1_GET_resp_2xx],33,11,0,0,6,3
34,[X3_X4_GET_resp_2xx],34,11,0,0,3,0
35,[X0_X3_GET_resp_2xx],35,0,0,0,0,0
36,REST_X0,36,10,0,0,0,0
37,[X0_X3_GET_req],37,11,0,0,1,0
38,REST_X3,38,11,0,0,2,0
39,REST_X3,39,11,0,0,5,0
40,[X3_X4_GET_req],40,11,0,0,6,1
41,REST_X4,41,11,0,0,6,2
42,REST_X4,42,11,0,0,6,5
43,[X4_X1_GET_req],43,11,1,0,6,6
44,REST_X1,44,11,2,0,6,6
45,REST_X1,45,11,3,0,6,6
46,[X4_X1_GET_resp_2xx],46,11,0,0,6,3
47,[X3_X4_GET_resp_2xx],47,11,0,0,3,0
48,[X0_X3_GET_resp_2xx],48,0,0,0,0,0
49,REST_X0,49,2,0,0,0,0
50,[X0_X2_GET_req],50,3,0,1,0,0
51,REST_X2,51,3,0,2,0,0
52,REST_X2,52,3,0,3,0,0
53,[X0_X2_GET_resp_2xx],53,0,0,0,0,0
54,REST_X0,54,2,0,0,0,0
55,[X0_X2_GET_req],55,3,0,1,0,0
56,REST_X2,56,3,0,2,0,0
57,REST_X2,57,3,0,3,0,0
58,[X0_X2_GET_resp_2xx],58,0,0,0,0,0
59,REST_X0,59,2,0,0,0,0
60,[X0_X2_GET_req],60,3,0,1,0,0
61,REST_X2,61,3,0,2,0,0
62,REST_X2,62,3,0,3,0,0
63,[X0_X2_GET_resp_2xx],63,0,0,0,0,0
64,REST_X0,64,2,0,0,0,0
65,[X0_X2_GET_req],65,3,0,1,0,0
66,REST_X2,66,3,0,2,0,0
67,REST_X2,67,3,0,3,0,0
68,[X0_X2_GET_resp_2xx],68,0,0,0,0,0
69,REST_X0,69,10,0,0,0,0
70,[X0_X3_GET_req],70,11,0,0,1,0
71,REST_X3,71,11,0,0,2,0
72,REST_X3,72,11,0,0,5,0
73,[X3_X4_GET_req],73,11,0,0,6,1
74,REST_X4,74,11,0,0,6,2
75,REST_X4,75,11,0,0,6,5
76,[X4_X1_GET_req],76,11,1,0,6,6
77,REST_X1,77,11,2,0,6,6
78,REST_X1,78,11,3,0,6,6
79,[X4_X1_GET_resp_2xx],79,11,0,0,6,3
80,[X3_X4_GET_resp_2xx],80,11,0,0,3,0
81,[X0_X3_GET_resp_2xx],81,0,0,0,0,0
82,REST_X0,82,10,0,0,0,0
83,[X0_X3_GET_req],83,11,0,0,1,0
84,REST_X3,84,11,0,0,2,0
85,REST_X3,85,11,0,0,5,0
86,[X3_X4_GET_req],86,11,0,0,6,1
87,REST_X4,87,11,0,0,6,2
88,REST_X4,88,11,0,0,6,5
89,[X4_X1_GET_req],89,11,1,0,6,6
90,REST_X1,90,11,2,0,6,6
91,REST_X1,91,11,4,0,6,6
92,[X4_X1_GET_resp_5xx],92,11,0,0,6,7
93,[X4_X1_GET_req],93,11,1,0,6,8
94,REST_X1,94,11,2,0,6,8
95,REST_X1,95,11,3,0,6,8
96,[X4_X1_GET_resp_2xx],96,11,0,0,6,3
97,[X3_X4_GET_resp_2xx],97,11,0,0,3,0
98,[X0_X3_GET_resp_2xx],98,0,0,0,0,0
99,REST_X0,99,10,0,0,0,0
100,[X0_X3_GET_req],100,11,0,0,1,0
101,REST_X3,101,11,0,0,2,0
102,REST_X3,102,11,0,0,5,0
103,[X3_X4_GET_req],103,11,0,0,6,1
104,REST_X4,104,11,0,0,6,2
105,REST_X4,105,11,0,0,6,5
106,[X4_X1_GET_req],106,11,1,0,6,6
107,REST_X1,107,11,2,0,6,6
108,REST_X1,108,11,3,0,6,6
109,[X4_X1_GET_resp_2xx],109,11,0,0,6,3
110,[X3_X4_GET_resp_2xx],110,11,0,0,3,0
111,[X0_X3_GET_resp_2xx],111,0,0,0,0,0
112,REST_X0,112,10,0,0,0,0
113,[X0_X3_GET_req],113,11,0,0,1,0
114,REST_X3,114,11,0,0,2,0
115,REST_X3,115,11,0,0,5,0
116,[X3_X4_GET_req],116,11,0,0,6,1
117,REST_X4,117,11,0,0,6,2
118,REST_X4,118,11,0,0,6,5
119,[X4_X1_GET_req],119,11,1,0,6,6
120,REST_X1,120,11,2,0,6,6
121,REST_X1,121,11,3,0,6,6
122,[X4_X1_GET_resp_2xx],122,11,0,0,6,3
123,[X3_X4_GET_resp_2xx],123,11,0,0,3,0
124,[X0_X3_GET_resp_2xx],124,0,0,0,0,0
125,REST_X0,125,10,0,0,0,0
126,[X0_X3_GET_req],126,11,0,0,1,0
127,REST_X3,127,11,0,0,2,0
128,REST_X3,128,11,0,0,5,0
129,[X3_X4_GET_req],129,11,0,0,6,1
130,REST_X4,130,11,0,0,6,2
131,REST_X4,131,11,0,0,6,5
132,[X4_X1_GET_req],132,11,1,0,6,6
133,REST_X1,133,11,2,0,6,6
134,REST_X1,134,11,3,0,6,6
135,[X4_X1_GET_resp_2xx],135,11,0,0,6,3
136,[X3_X4_GET_resp_2xx],136,11,0,0,3,0
137,[X0_X3_GET_resp_2xx],137,0,0,0,0,0
138,REST_X0,138,2,0,0,0,0
139,[X0_X2_GET_req],139,3,0,1,0,0
140,REST_X2,140,3,0,2,0,0
141,REST_X2,141,3,0,3,0,0
142,[X0_X2_GET_resp_2xx],142,0,0,0,0,0
143,REST_X0,143,10,0,0,0,0
144,[X0_X3_GET_req],144,11,0,0,1,0
145,REST_X3,145,11,0,0,2,0
146,REST_X3,146,11,0,0,5,0
147,[X3_X4_GET_req],147,11,0,0,6,1
148,REST_X4,148,11,0,0,6,2
149,REST_X4,149,11,0,0,6,5
150,[X4_X1_GET_req],150,11,1,0,6,6
151,REST_X1,151,11,2,0,6,6
152,REST_X1,152,11,3,0,6,6
153,[X4_X1_GET_resp_2xx],153,11,0,0,6,3
154,[X3_X4_GET_resp_2xx],154,11,0,0,3,0
155,[X0_X3_GET_resp_2xx],155,0,0,0,0,0
156,REST_X0,156,10,0,0,0,0
157,[X0_X3_GET_req],157,11,0,0,1,0
158,REST_X3,158,11,0,0,2,0
159,REST_X3,159,11,0,0,5,0
160,[X3_X4_GET_req],160,11,0,0,6,1
161,REST_X4,161,11,0,0,6,2
162,REST_X4,162,11,0,0,6,5
163,[X4_X1_GET_req],163,11,1,0,6,6
164,REST_X1,164,11,2,0,6,6
165,REST_X1,165,11,3,0,6,6
166,[X4_X1_GET_resp_2xx],166,11,0,0,6,3
167,[X3_X4_GET_resp_2xx],167,11,0,0,3,0
168,[X0_X3_GET_resp_2xx],168,0,0,0,0,0
169,REST_X0,169,2,0,0,0,0
170,[X0_X2_GET_req],170,3,0,1,0,0
171,REST_X2,171,3,0,2,0,0
172,REST_X2,172,3,0,4,0,0
173,[X0_X2_GET_resp_5xx],173,4,0,0,0,0
174,[X0_X2_GET_req],174,5,0,1,0,0
175,REST_X2,175,5,0,2,0,0
176,REST_X2,176,5,0,3,0,0
177,[X0_X2_GET_resp_2xx],177,0,0,0,0,0
178,REST_X0,178,2,0,0,0,0
179,[X0_X2_GET_req],179,3,0,1,0,0
180,REST_X2,180,3,0,2,0,0
181,REST_X2,181,3,0,3,0,0
182,[X0_X2_GET_resp_2xx],182,0,0,0,0,0
183,REST_X0,183,10,0,0,0,0
184,[X0_X3_GET_req],184,11,0,0,1,0
185,REST_X3,185,11,0,0,2,0
186,REST_X3,186,11,0,0,5,0
187,[X3_X4_GET_req],187,11,0,0,6,1
188,REST_X4,188,11,0,0,6,2
189,REST_X4,189,11,0,0,6,5
190,[X4_X1_GET_req],190,11,1,0,6,6
191,REST_X1,191,11,2,0,6,6
192,REST_X1,192,11,3,0,6,6
193,[X4_X1_GET_resp_2xx],193,11,0,0,6,3
194,[X3_X4_GET_resp_2xx],194,11,0,0,3,0
195,[X0_X3_GET_resp_2xx],195,0,0,0,0,0
196,REST_X0,196,2,0,0,0,0
197,[X0_X2_GET_req],197,3,0,1,0,0
198,REST_X2,198,3,0,2,0,0
199,REST_X2,199,3,0,3,0,0
200,[X0_X2_GET_resp_2xx],200,0,0,0,0,0
201,REST_X0,201,10,0,0,0,0
202,[X0_X3_GET_req],202,11,0,0,1,0
203,REST_X3,203,11,0,0,2,0
204,REST_X3,204,11,0,0,5,0
205,[X3_X4_GET_req],205,11,0,0,6,1
206,REST_X4,206,11,0,0,6,2
207,REST_X4,207,11,0,0,6,5
208,[X4_X1_GET_req],208,11,1,0,6,6
209,REST_X1,209,11,2,0,6,6
210,REST_X1,210,11,3,0,6,6
211,[X4_X1_GET_resp_2xx],211,11,0,0,6,3
212,[X3_X4_GET_resp_2xx],212,11,0,0,3,0
213,[X0_X3_GET_resp_2xx],213,0,0,0,0,0
214,REST_X0,214,10,0,0,0,0
215,[X0_X3_GET_req],215,11,0,0,1,0
216,REST_X3,216,11,0,0,2,0
217,REST_X3,217,11,0,0,5,0
218,[X3_X4_GET_req],218,11,0,0,6,1
219,REST_X4,219,11,0,0,6,2
220,REST_X4,220,11,0,0,6,5
221,[X4_X1_GET_req],221,11,1,0,6,6
222,REST_X1,222,11,2,0,6,6
223,REST_X1,223,11,3,0,6,6
224,[X4_X1_GET_resp_2xx],224,11,0,0,6,3
225,[X3_X4_GET_resp_2xx],225,11,0,0,3,0
226,[X0_X3_GET_resp_2xx],226,0,0,0,0,0
227,REST_X0,227,2,0,0,0,0
228,[X0_X2_GET_req],228,3,0,1,0,0
229,REST_X2,229,3,0,2,0,0
230,REST_X2,230,3,0,3,0,0
231,[X0_X2_GET_resp_2xx],231,0,0,0,0,0
232,REST_X0,232,2,0,0,0,0
233,[X0_X2_GET_req],233,3,0,1,0,0
234,REST_X2,234,3,0,2,0,0
235,REST_X2,235,3,0,3,0,0
236,[X0_X2_GET_resp_2xx],236,0,0,0,0,0
237,REST_X0,237,10,0,0,0,0
238,[X0_X3_GET_req],238,11,0,0,1,0
239,REST_X3,239,11,0,0,2,0
240,REST_X3,240,11,0,0,5,0
241,[X3_X4_GET_req],241,11,0,0,6,1
242,REST_X4,242,11,0,0,6,2
243,REST_X4,243,11,0,0,6,5
244,[X4_X1_GET_req],244,11,1,0,6,6
245,REST_X1,245,11,2,0,6,6
246,REST_X1,246,11,4,0,6,6
247,[X4_X1_GET_resp_5xx],247,11,0,0,6,7
248,[X4_X1_GET_req],248,11,1,0,6,8
249,REST_X1,249,11,2,0,6,8
250,REST_X1,250,11,3,0,6,8
