,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0
2,[X0_X3_GET_req],2,11,0,0,1,0
3,REST_X3,3,11,0,0,2,0
4,REST_X3,4,11,0,0,5,0
5,[X3_X4_GET_req],5,11,0,0,6,1
6,REST_X4,6,11,0,0,6,2
7,REST_X4,7,11,0,0,6,5
8,[X4_X1_GET_req],8,11,1,0,6,6
9,REST_X1,9,11,2,0,6,6
10,REST_X1,10,11,3,0,6,6
11,[X4_X1_GET_resp_2xx],11,11,0,0,6,3
12,[X3_X4_GET_resp_2xx],12,11,0,0,3,0
13,[X0_X3_GET_resp_2xx],13,0,0,0,0,0
14,REST_X0,14,10,0,0,0,0
15,[X0_X3_GET_req],15,11,0,0,1,0
16,REST_X3,16,11,0,0,2,0
17,REST_X3,17,11,0,0,5,0
18,[X3_X4_GET_req],18,11,0,0,6,1
19,REST_X4,19,11,0,0,6,2
20,REST_X4,20,11,0,0,6,5
21,[X4_X1_GET_req],21,11,1,0,6,6
22,REST_X1,22,11,2,0,6,6
23,REST_X1,23,11,3,0,6,6
24,[X4_X1_GET_resp_2xx],24,11,0,0,6,3
25,[X3_X4_GET_resp_2xx],25,11,0,0,3,0
26,[X0_X3_GET_resp_2xx],26,0,0,0,0,0
27,REST_X0,27,2,0,0,0,0
28,[X0_X2_GET_req],28,3,0,1,0,0
29,REST_X2,29,3,0,2,0,0
30,REST_X2,30,3,0,3,0,0
31,[X0_X2_GET_resp_2xx],31,0,0,0,0,0
32,REST_X0,32,2,0,0,0,0
33,[X0_X2_GET_req],33,3,0,1,0,0
34,REST_X2,34,3,0,2,0,0
35,REST_X2,35,3,0,3,0,0
36,[X0_X2_GET_resp_2xx],36,0,0,0,0,0
37,REST_X0,37,10,0,0,0,0
38,[X0_X3_GET_req],38,11,0,0,1,0
39,REST_X3,39,11,0,0,2,0
40,REST_X3,40,11,0,0,5,0
41,[X3_X4_GET_req],41,11,0,0,6,1
42,REST_X4,42,11,0,0,6,2
43,REST_X4,43,11,0,0,6,5
44,[X4_X1_GET_req],44,11,1,0,6,6
45,REST_X1,45,11,2,0,6,6
46,REST_X1,46,11,3,0,6,6
47,[X4_X1_GET_resp_2xx],47,11,0,0,6,3
48,[X3_X4_GET_resp_2xx],48,11,0,0,3,0
49,[X0_X3_GET_resp_2xx],49,0,0,0,0,0
50,REST_X0,50,10,0,0,0,0
51,[X0_X3_GET_req],51,11,0,0,1,0
52,REST_X3,52,11,0,0,2,0
53,REST_X3,53,11,0,0,5,0
54,[X3_X4_GET_req],54,11,0,0,6,1
55,REST_X4,55,11,0,0,6,2
56,REST_X4,56,11,0,0,6,5
57,[X4_X1_GET_req],57,11,1,0,6,6
58,REST_X1,58,11,2,0,6,6
59,REST_X1,59,11,3,0,6,6
60,[X4_X1_GET_resp_2xx],60,11,0,0,6,3
61,[X3_X4_GET_resp_2xx],61,11,0,0,3,0
62,[X0_X3_GET_resp_2xx],62,0,0,0,0,0
63,REST_X0,63,10,0,0,0,0
64,[X0_X3_GET_req],64,11,0,0,1,0
65,REST_X3,65,11,0,0,2,0
66,REST_X3,66,11,0,0,5,0
67,[X3_X4_GET_req],67,11,0,0,6,1
68,REST_X4,68,11,0,0,6,2
69,REST_X4,69,11,0,0,6,5
70,[X4_X1_GET_req],70,11,1,0,6,6
71,REST_X1,71,11,2,0,6,6
72,REST_X1,72,11,3,0,6,6
73,[X4_X1_GET_resp_2xx],73,11,0,0,6,3
74,[X3_X4_GET_resp_2xx],74,11,0,0,3,0
75,[X0_X3_GET_resp_2xx],75,0,0,0,0,0
76,REST_X0,76,10,0,0,0,0
77,[X0_X3_GET_req],77,11,0,0,1,0
78,REST_X3,78,11,0,0,2,0
79,REST_X3,79,11,0,0,5,0
80,[X3_X4_GET_req],80,11,0,0,6,1
81,REST_X4,81,11,0,0,6,2
82,REST_X4,82,11,0,0,6,5
83,[X4_X1_GET_req],83,11,1,0,6,6
84,REST_X1,84,11,2,0,6,6
85,REST_X1,85,11,3,0,6,6
86,[X4_X1_GET_resp_2xx],86,11,0,0,6,3
87,[X3_X4_GET_resp_2xx],87,11,0,0,3,0
88,[X0_X3_GET_resp_2xx],88,0,0,0,0,0
89,REST_X0,89,10,0,0,0,0
90,[X0_X3_GET_req],90,11,0,0,1,0
91,REST_X3,91,11,0,0,2,0
92,REST_X3,92,11,0,0,5,0
93,[X3_X4_GET_req],93,11,0,0,6,1
94,REST_X4,94,11,0,0,6,2
95,REST_X4,95,11,0,0,6,5
96,[X4_X1_GET_req],96,11,1,0,6,6
97,REST_X1,97,11,2,0,6,6
98,REST_X1,98,11,4,0,6,6
99,[X4_X1_GET_resp_5xx],99,11,0,0,6,7
100,[X4_X1_GET_req],100,11,1,0,6,8
101,REST_X1,101,11,2,0,6,8
102,REST_X1,102,11,3,0,6,8
103,[X4_X1_GET_resp_2xx],103,11,0,0,6,3
104,[X3_X4_GET_resp_2xx],104,11,0,0,3,0
105,[X0_X3_GET_resp_2xx],105,0,0,0,0,0
106,REST_X0,106,2,0,0,0,0
107,[X0_X2_GET_req],107,3,0,1,0,0
108,REST_X2,108,3,0,2,0,0
109,REST_X2,109,3,0,3,0,0
110,[X0_X2_GET_resp_2xx],110,0,0,0,0,0
111,REST_X0,111,2,0,0,0,0
112,[X0_X2_GET_req],112,3,0,1,0,0
113,REST_X2,113,3,0,2,0,0
114,REST_X2,114,3,0,3,0,0
115,[X0_X2_GET_resp_2xx],115,0,0,0,0,0
116,REST_X0,116,2,0,0,0,0
117,[X0_X2_GET_req],117,3,0,1,0,0
118,REST_X2,118,3,0,2,0,0
119,REST_X2,119,3,0,3,0,0
120,[X0_X2_GET_resp_2xx],120,0,0,0,0,0
121,REST_X0,121,2,0,0,0,0
122,[X0_X2_GET_req],122,3,0,1,0,0
123,REST_X2,123,3,0,2,0,0
124,REST_X2,124,3,0,3,0,0
125,[X0_X2_GET_resp_2xx],125,0,0,0,0,0
126,REST_X0,126,2,0,0,0,0
127,[X0_X2_GET_req],127,3,0,1,0,0
128,REST_X2,128,3,0,2,0,0
129,REST_X2,129,3,0,3,0,0
130,[X0_X2_GET_resp_2xx],130,0,0,0,0,0
131,REST_X0,131,2,0,0,0,0
132,[X0_X2_GET_req],132,3,0,1,0,0
133,REST_X2,133,3,0,2,0,0
134,REST_X2,134,3,0,3,0,0
135,[X0_X2_GET_resp_2xx],135,0,0,0,0,0
136,REST_X0,136,10,0,0,0,0
137,[X0_X3_GET_req],137,11,0,0,1,0
138,REST_X3,138,11,0,0,2,0
139,REST_X3,139,11,0,0,5,0
140,[X3_X4_GET_req],140,11,0,0,6,1
141,REST_X4,141,11,0,0,6,2
142,REST_X4,142,11,0,0,6,5
143,[X4_X1_GET_req],143,11,1,0,6,6
144,REST_X1,144,11,2,0,6,6
145,REST_X1,145,11,3,0,6,6
146,[X4_X1_GET_resp_2xx],146,11,0,0,6,3
147,[X3_X4_GET_resp_2xx],147,11,0,0,3,0
148,[X0_X3_GET_resp_2xx],148,0,0,0,0,0
149,REST_X0,149,10,0,0,0,0
150,[X0_X3_GET_req],150,11,0,0,1,0
151,REST_X3,151,11,0,0,2,0
152,REST_X3,152,11,0,0,5,0
153,[X3_X4_GET_req],153,11,0,0,6,1
154,REST_X4,154,11,0,0,6,2
155,REST_X4,155,11,0,0,6,5
156,[X4_X1_GET_req],156,11,1,0,6,6
157,REST_X1,157,11,2,0,6,6
158,REST_X1,158,11,3,0,6,6
159,[X4_X1_GET_resp_2xx],159,11,0,0,6,3
160,[X3_X4_GET_resp_2xx],160,11,0,0,3,0
161,[X0_X3_GET_resp_2xx],161,0,0,0,0,0
162,REST_X0,162,10,0,0,0,0
163,[X0_X3_GET_req],163,11,0,0,1,0
164,REST_X3,164,11,0,0,2,0
165,REST_X3,165,11,0,0,5,0
166,[X3_X4_GET_req],166,11,0,0,6,1
167,REST_X4,167,11,0,0,6,2
168,REST_X4,168,11,0,0,6,5
169,[X4_X1_GET_req],169,11,1,0,6,6
170,REST_X1,170,11,2,0,6,6
171,REST_X1,171,11,3,0,6,6
172,[X4_X1_GET_resp_2xx],172,11,0,0,6,3
173,[X3_X4_GET_resp_2xx],173,11,0,0,3,0
174,[X0_X3_GET_resp_2xx],174,0,0,0,0,0
175,REST_X0,175,10,0,0,0,0
176,[X0_X3_GET_req],176,11,0,0,1,0
177,REST_X3,177,11,0,0,2,0
178,REST_X3,178,11,0,0,5,0
179,[X3_X4_GET_req],179,11,0,0,6,1
180,REST_X4,180,11,0,0,6,2
181,REST_X4,181,11,0,0,6,5
182,[X4_X1_GET_req],182,11,1,0,6,6
183,REST_X1,183,11,2,0,6,6
184,REST_X1,184,11,4,0,6,6
185,[X4_X1_GET_resp_5xx],185,11,0,0,6,7
186,[X4_X1_GET_req],186,11,1,0,6,8
187,REST_X1,187,11,2,0,6,8
188,REST_X1,188,11,3,0,6,8
189,[X4_X1_GET_resp_2xx],189,11,0,0,6,3
190,[X3_X4_GET_resp_2xx],190,11,0,0,3,0
191,[X0_X3_GET_resp_2xx],191,0,0,0,0,0
192,REST_X0,192,10,0,0,0,0
193,[X0_X3_GET_req],193,11,0,0,1,0
194,REST_X3,194,11,0,0,2,0
195,REST_X3,195,11,0,0,5,0
196,[X3_X4_GET_req],196,11,0,0,6,1
197,REST_X4,197,11,0,0,6,2
198,REST_X4,198,11,0,0,6,5
199,[X4_X1_GET_req],199,11,1,0,6,6
200,REST_X1,200,11,2,0,6,6
201,REST_X1,201,11,3,0,6,6
202,[X4_X1_GET_resp_2xx],202,11,0,0,6,3
203,[X3_X4_GET_resp_2xx],203,11,0,0,3,0
204,[X0_X3_GET_resp_2xx],204,0,0,0,0,0
205,REST_X0,205,2,0,0,0,0
206,[X0_X2_GET_req],206,3,0,1,0,0
207,REST_X2,207,3,0,2,0,0
208,REST_X2,208,3,0,3,0,0
209,[X0_X2_GET_resp_2xx],209,0,0,0,0,0
210,REST_X0,210,10,0,0,0,0
211,[X0_X3_GET_req],211,11,0,0,1,0
212,REST_X3,212,11,0,0,2,0
213,REST_X3,213,11,0,0,5,0
214,[X3_X4_GET_req],214,11,0,0,6,1
215,REST_X4,215,11,0,0,6,2
216,REST_X4,216,11,0,0,6,5
217,[X4_X1_GET_req],217,11,1,0,6,6
218,REST_X1,218,11,2,0,6,6
219,REST_X1,219,11,4,0,6,6
220,[X4_X1_GET_resp_5xx],220,11,0,0,6,7
221,[X4_X1_GET_req],221,11,1,0,6,8
222,REST_X1,222,11,2,0,6,8
223,REST_X1,223,11,3,0,6,8
224,[X4_X1_GET_resp_2xx],224,11,0,0,6,3
225,[X3_X4_GET_resp_2xx],225,11,0,0,3,0
226,[X0_X3_GET_resp_2xx],226,0,0,0,0,0
227,REST_X0,227,10,0,0,0,0
228,[X0_X3_GET_req],228,11,0,0,1,0
229,REST_X3,229,11,0,0,2,0
230,REST_X3,230,11,0,0,5,0
231,[X3_X4_GET_req],231,11,0,0,6,1
232,REST_X4,232,11,0,0,6,2
233,REST_X4,233,11,0,0,6,5
234,[X4_X1_GET_req],234,11,1,0,6,6
235,REST_X1,235,11,2,0,6,6
236,REST_X1,236,11,3,0,6,6
237,[X4_X1_GET_resp_2xx],237,11,0,0,6,3
238,[X3_X4_GET_resp_2xx],238,11,0,0,3,0
239,[X0_X3_GET_resp_2xx],239,0,0,0,0,0
240,REST_X0,240,2,0,0,0,0
241,[X0_X2_GET_req],241,3,0,1,0,0
242,REST_X2,242,3,0,2,0,0
243,REST_X2,243,3,0,3,0,0
244,[X0_X2_GET_resp_2xx],244,0,0,0,0,0
245,REST_X0,245,2,0,0,0,0
246,[X0_X2_GET_req],246,3,0,1,0,0
247,REST_X2,247,3,0,2,0,0
248,REST_X2,248,3,0,3,0,0
249,[X0_X2_GET_resp_2xx],249,0,0,0,0,0
