,action,step,s_X0,s_X1,s_X2,s_X3,s_X4
0,-,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0
2,[X0_X3_GET_req],2,11,0,0,1,0
3,REST_X3,3,11,0,0,2,0
4,REST_X3,4,11,0,0,5,0
5,[X3_X4_GET_req],5,11,0,0,6,1
6,REST_X4,6,11,0,0,6,2
7,REST_X4,7,11,0,0,6,5
8,[X4_X1_GET_req],8,11,1,0,6,6
9,REST_X1,9,11,2,0,6,6
10,REST_X1,10,11,3,0,6,6
11,[X4_X1_GET_resp_2xx],11,11,0,0,6,3
12,[X3_X4_GET_resp_2xx],12,11,0,0,3,0
13,[X0_X3_GET_resp_2xx],13,0,0,0,0,0
14,REST_X0,14,2,0,0,0,0
15,[X0_X2_GET_req],15,3,0,1,0,0
16,REST_X2,16,3,0,2,0,0
17,REST_X2,17,3,0,3,0,0
18,[X0_X2_GET_resp_2xx],18,0,0,0,0,0
19,REST_X0,19,2,0,0,0,0
20,[X0_X2_GET_req],20,3,0,1,0,0
21,REST_X2,21,3,0,2,0,0
22,REST_X2,22,3,0,3,0,0
23,[X0_X2_GET_resp_2xx],23,0,0,0,0,0
24,REST_X0,24,10,0,0,0,0
25,[X0_X3_GET_req],25,11,0,0,1,0
26,REST_X3,26,11,0,0,2,0
27,REST_X3,27,11,0,0,5,0
28,[X3_X4_GET_req],28,11,0,0,6,1
29,REST_X4,29,11,0,0,6,2
30,REST_X4,30,11,0,0,6,5
31,[X4_X1_GET_req],31,11,1,0,6,6
32,REST_X1,32,11,2,0,6,6
33,REST_X1,33,11,3,0,6,6
34,[X4_X1_GET_resp_2xx],34,11,0,0,6,3
35,[X3_X4_GET_resp_2xx],35,11,0,0,3,0
36,[X0_X3_GET_resp_2xx],36,0,0,0,0,0
37,REST_X0,37,2,0,0,0,0
38,[X0_X2_GET_req],38,3,0,1,0,0
39,REST_X2,39,3,0,2,0,0
40,REST_X2,40,3,0,3,0,0
41,[X0_X2_GET_resp_2xx],41,0,0,0,0,0
42,REST_X0,42,2,0,0,0,0
43,[X0_X2_GET_req],43,3,0,1,0,0
44,REST_X2,44,3,0,2,0,0
45,REST_X2,45,3,0,3,0,0
46,[X0_X2_GET_resp_2xx],46,0,0,0,0,0
47,REST_X0,47,10,0,0,0,0
48,[X0_X3_GET_req],48,11,0,0,1,0
49,REST_X3,49,11,0,0,2,0
50,REST_X3,50,11,0,0,5,0
51,[X3_X4_GET_req],51,11,0,0,6,1
52,REST_X4,52,11,0,0,6,2
53,REST_X4,53,11,0,0,6,5
54,[X4_X1_GET_req],54,11,1,0,6,6
55,REST_X1,55,11,2,0,6,6
56,REST_X1,56,11,3,0,6,6
57,[X4_X1_GET_resp_2xx],57,11,0,0,6,3
58,[X3_X4_GET_resp_2xx],58,11,0,0,3,0
59,[X0_X3_GET_resp_2xx],59,0,0,0,0,0
60,REST_X0,60,2,0,0,0,0
61,[X0_X2_GET_req],61,3,0,1,0,0
62,REST_X2,62,3,0,2,0,0
63,REST_X2,63,3,0,3,0,0
64,[X0_X2_GET_resp_2xx],64,0,0,0,0,0
65,REST_X0,65,10,0,0,0,0
66,[X0_X3_GET_req],66,11,0,0,1,0
67,REST_X3,67,11,0,0,2,0
68,REST_X3,68,11,0,0,5,0
69,[X3_X4_GET_req],69,11,0,0,6,1
70,REST_X4,70,11,0,0,6,2
71,REST_X4,71,11,0,0,6,5
72,[X4_X1_GET_req],72,11,1,0,6,6
73,REST_X1,73,11,2,0,6,6
74,REST_X1,74,11,3,0,6,6
75,[X4_X1_GET_resp_2xx],75,11,0,0,6,3
76,[X3_X4_GET_resp_2xx],76,11,0,0,3,0
77,[X0_X3_GET_resp_2xx],77,0,0,0,0,0
78,REST_X0,78,2,0,0,0,0
79,[X0_X2_GET_req],79,3,0,1,0,0
80,REST_X2,80,3,0,2,0,0
81,REST_X2,81,3,0,3,0,0
82,[X0_X2_GET_resp_2xx],82,0,0,0,0,0
83,REST_X0,83,10,0,0,0,0
84,[X0_X3_GET_req],84,11,0,0,1,0
85,REST_X3,85,11,0,0,2,0
86,REST_X3,86,11,0,0,5,0
87,[X3_X4_GET_req],87,11,0,0,6,1
88,REST_X4,88,11,0,0,6,2
89,REST_X4,89,11,0,0,6,5
90,[X4_X1_GET_req],90,11,1,0,6,6
91,REST_X1,91,11,2,0,6,6
92,REST_X1,92,11,3,0,6,6
93,[X4_X1_GET_resp_2xx],93,11,0,0,6,3
94,[X3_X4_GET_resp_2xx],94,11,0,0,3,0
95,[X0_X3_GET_resp_2xx],95,0,0,0,0,0
96,REST_X0,96,2,0,0,0,0
97,[X0_X2_GET_req],97,3,0,1,0,0
98,REST_X2,98,3,0,2,0,0
99,REST_X2,99,3,0,3,0,0
100,[X0_X2_GET_resp_2xx],100,0,0,0,0,0
101,REST_X0,101,2,0,0,0,0
102,[X0_X2_GET_req],102,3,0,1,0,0
103,REST_X2,103,3,0,2,0,0
104,REST_X2,104,3,0,4,0,0
105,[X0_X2_GET_resp_5xx],105,4,0,0,0,0
106,[X0_X2_GET_req],106,5,0,1,0,0
107,REST_X2,107,5,0,2,0,0
108,REST_X2,108,5,0,3,0,0
109,[X0_X2_GET_resp_2xx],109,0,0,0,0,0
110,REST_X0,110,2,0,0,0,0
111,[X0_X2_GET_req],111,3,0,1,0,0
112,REST_X2,112,3,0,2,0,0
113,REST_X2,113,3,0,4,0,0
114,[X0_X2_GET_resp_5xx],114,4,0,0,0,0
115,[X0_X2_GET_req],115,5,0,1,0,0
116,REST_X2,116,5,0,2,0,0
117,REST_X2,117,5,0,3,0,0
118,[X0_X2_GET_resp_2xx],118,0,0,0,0,0
119,REST_X0,119,2,0,0,0,0
120,[X0_X2_GET_req],120,3,0,1,0,0
121,REST_X2,121,3,0,2,0,0
122,REST_X2,122,3,0,3,0,0
123,[X0_X2_GET_resp_2xx],123,0,0,0,0,0
124,REST_X0,124,2,0,0,0,0
125,[X0_X2_GET_req],125,3,0,1,0,0
126,REST_X2,126,3,0,2,0,0
127,REST_X2,127,3,0,3,0,0
128,[X0_X2_GET_resp_2xx],128,0,0,0,0,0
129,REST_X0,129,10,0,0,0,0
130,[X0_X3_GET_req],130,11,0,0,1,0
131,REST_X3,131,11,0,0,2,0
132,REST_X3,132,11,0,0,5,0
133,[X3_X4_GET_req],133,11,0,0,6,1
134,REST_X4,134,11,0,0,6,2
135,REST_X4,135,11,0,0,6,5
136,[X4_X1_GET_req],136,11,1,0,6,6
137,REST_X1,137,11,2,0,6,6
138,REST_X1,138,11,3,0,6,6
139,[X4_X1_GET_resp_2xx],139,11,0,0,6,3
140,[X3_X4_GET_resp_2xx],140,11,0,0,3,0
141,[X0_X3_GET_resp_2xx],141,0,0,0,0,0
142,REST_X0,142,2,0,0,0,0
143,[X0_X2_GET_req],143,3,0,1,0,0
144,REST_X2,144,3,0,2,0,0
145,REST_X2,145,3,0,4,0,0
146,[X0_X2_GET_resp_5xx],146,4,0,0,0,0
147,[X0_X2_GET_req],147,5,0,1,0,0
148,REST_X2,148,5,0,2,0,0
149,REST_X2,149,5,0,3,0,0
150,[X0_X2_GET_resp_2xx],150,0,0,0,0,0
151,REST_X0,151,10,0,0,0,0
152,[X0_X3_GET_req],152,11,0,0,1,0
153,REST_X3,153,11,0,0,2,0
154,REST_X3,154,11,0,0,5,0
155,[X3_X4_GET_req],155,11,0,0,6,1
156,REST_X4,156,11,0,0,6,2
157,REST_X4,157,11,0,0,6,5
158,[X4_X1_GET_req],158,11,1,0,6,6
159,REST_X1,159,11,2,0,6,6
160,REST_X1,160,11,3,0,6,6
161,[X4_X1_GET_resp_2xx],161,11,0,0,6,3
162,[X3_X4_GET_resp_2xx],162,11,0,0,3,0
163,[X0_X3_GET_resp_2xx],163,0,0,0,0,0
164,REST_X0,164,10,0,0,0,0
165,[X0_X3_GET_req],165,11,0,0,1,0
166,REST_X3,166,11,0,0,2,0
167,REST_X3,167,11,0,0,5,0
168,[X3_X4_GET_req],168,11,0,0,6,1
169,REST_X4,169,11,0,0,6,2
170,REST_X4,170,11,0,0,6,5
171,[X4_X1_GET_req],171,11,1,0,6,6
172,REST_X1,172,11,2,0,6,6
173,REST_X1,173,11,4,0,6,6
174,[X4_X1_GET_resp_5xx],174,11,0,0,6,7
175,[X4_X1_GET_req],175,11,1,0,6,8
176,REST_X1,176,11,2,0,6,8
177,REST_X1,177,11,3,0,6,8
178,[X4_X1_GET_resp_2xx],178,11,0,0,6,3
179,[X3_X4_GET_resp_2xx],179,11,0,0,3,0
180,[X0_X3_GET_resp_2xx],180,0,0,0,0,0
181,REST_X0,181,2,0,0,0,0
182,[X0_X2_GET_req],182,3,0,1,0,0
183,REST_X2,183,3,0,2,0,0
184,REST_X2,184,3,0,3,0,0
185,[X0_X2_GET_resp_2xx],185,0,0,0,0,0
186,REST_X0,186,2,0,0,0,0
187,[X0_X2_GET_req],187,3,0,1,0,0
188,REST_X2,188,3,0,2,0,0
189,REST_X2,189,3,0,3,0,0
190,[X0_X2_GET_resp_2xx],190,0,0,0,0,0
191,REST_X0,191,2,0,0,0,0
192,[X0_X2_GET_req],192,3,0,1,0,0
193,REST_X2,193,3,0,2,0,0
194,REST_X2,194,3,0,3,0,0
195,[X0_X2_GET_resp_2xx],195,0,0,0,0,0
196,REST_X0,196,10,0,0,0,0
197,[X0_X3_GET_req],197,11,0,0,1,0
198,REST_X3,198,11,0,0,2,0
199,REST_X3,199,11,0,0,5,0
200,[X3_X4_GET_req],200,11,0,0,6,1
201,REST_X4,201,11,0,0,6,2
202,REST_X4,202,11,0,0,6,5
203,[X4_X1_GET_req],203,11,1,0,6,6
204,REST_X1,204,11,2,0,6,6
205,REST_X1,205,11,3,0,6,6
206,[X4_X1_GET_resp_2xx],206,11,0,0,6,3
207,[X3_X4_GET_resp_2xx],207,11,0,0,3,0
208,[X0_X3_GET_resp_2xx],208,0,0,0,0,0
209,REST_X0,209,2,0,0,0,0
210,[X0_X2_GET_req],210,3,0,1,0,0
211,REST_X2,211,3,0,2,0,0
212,REST_X2,212,3,0,3,0,0
213,[X0_X2_GET_resp_2xx],213,0,0,0,0,0
214,REST_X0,214,2,0,0,0,0
215,[X0_X2_GET_req],215,3,0,1,0,0
216,REST_X2,216,3,0,2,0,0
217,REST_X2,217,3,0,3,0,0
218,[X0_X2_GET_resp_2xx],218,0,0,0,0,0
219,REST_X0,219,10,0,0,0,0
220,[X0_X3_GET_req],220,11,0,0,1,0
221,REST_X3,221,11,0,0,2,0
222,REST_X3,222,11,0,0,5,0
223,[X3_X4_GET_req],223,11,0,0,6,1
224,REST_X4,224,11,0,0,6,2
225,REST_X4,225,11,0,0,6,5
226,[X4_X1_GET_req],226,11,1,0,6,6
227,REST_X1,227,11,2,0,6,6
228,REST_X1,228,11,3,0,6,6
229,[X4_X1_GET_resp_2xx],229,11,0,0,6,3
230,[X3_X4_GET_resp_2xx],230,11,0,0,3,0
231,[X0_X3_GET_resp_2xx],231,0,0,0,0,0
232,REST_X0,232,2,0,0,0,0
233,[X0_X2_GET_req],233,3,0,1,0,0
234,REST_X2,234,3,0,2,0,0
235,REST_X2,235,3,0,3,0,0
236,[X0_X2_GET_resp_2xx],236,0,0,0,0,0
237,REST_X0,237,10,0,0,0,0
238,[X0_X3_GET_req],238,11,0,0,1,0
239,REST_X3,239,11,0,0,2,0
240,REST_X3,240,11,0,0,5,0
241,[X3_X4_GET_req],241,11,0,0,6,1
242,REST_X4,242,11,0,0,6,2
243,REST_X4,243,11,0,0,6,5
244,[X4_X1_GET_req],244,11,1,0,6,6
245,REST_X1,245,11,2,0,6,6
246,REST_X1,246,11,3,0,6,6
247,[X4_X1_GET_resp_2xx],247,11,0,0,6,3
248,[X3_X4_GET_resp_2xx],248,11,0,0,3,0
249,[X0_X3_GET_resp_2xx],249,0,0,0,0,0
250,REST_X0,250,2,0,0,0,0
