,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19,s_X20,s_X21,s_X22,s_X23,s_X24,s_X25,s_X26,s_X27,s_X28,s_X29
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X27_GET_req],2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,REST_X27,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4,REST_X27,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
5,[X27_X4_GET_req],5,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
6,REST_X4,6,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
7,REST_X4,7,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
8,[X27_X4_GET_resp_2xx],8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
9,[X0_X27_GET_resp_2xx],9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,REST_X0,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,[X0_X24_GET_req],11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,REST_X24,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13,REST_X24,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
14,[X24_X18_GET_req],14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0
15,REST_X18,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0
16,REST_X18,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0
17,[X18_X8_GET_req],17,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0
18,REST_X8,18,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0
19,REST_X8,19,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0
20,[X8_X20_GET_req],20,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,10,0,0,0,0,0
21,REST_X20,21,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,10,0,0,0,0,0
22,REST_X20,22,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,10,0,0,0,0,0
23,[X20_X10_GET_req],23,19,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
24,REST_X10,24,19,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
25,REST_X10,25,19,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
26,[X10_X2_GET_req],26,19,0,1,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
27,REST_X2,27,19,0,2,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
28,REST_X2,28,19,0,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
29,[X2_X19_GET_req],29,19,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,1,10,0,0,0,10,0,0,0,0,0
30,REST_X19,30,19,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,2,10,0,0,0,10,0,0,0,0,0
31,REST_X19,31,19,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,5,10,0,0,0,10,0,0,0,0,0
32,[X19_X11_GET_req],32,19,0,6,0,0,0,0,0,6,0,6,1,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
33,REST_X11,33,19,0,6,0,0,0,0,0,6,0,6,2,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
34,REST_X11,34,19,0,6,0,0,0,0,0,6,0,6,5,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
35,[X11_X3_GET_req],35,19,0,6,1,0,0,0,0,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
36,REST_X3,36,19,0,6,2,0,0,0,0,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
37,REST_X3,37,19,0,6,5,0,0,0,0,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
38,[X3_X7_GET_req],38,19,0,6,6,0,0,0,1,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
39,REST_X7,39,19,0,6,6,0,0,0,2,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
40,REST_X7,40,19,0,6,6,0,0,0,5,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
41,[X7_X22_GET_req],41,19,0,6,6,0,0,0,6,6,0,6,6,0,0,0,0,0,0,6,6,10,0,1,0,10,0,0,0,0,0
42,REST_X22,42,19,0,6,6,0,0,0,6,6,0,6,6,0,0,0,0,0,0,6,6,10,0,2,0,10,0,0,0,0,0
43,REST_X22,43,19,0,6,6,0,0,0,6,6,0,6,6,0,0,0,0,0,0,6,6,10,0,5,0,10,0,0,0,0,0
44,[X22_X13_GET_req],44,19,0,6,6,0,0,0,6,6,0,6,6,0,1,0,0,0,0,6,6,10,0,6,0,10,0,0,0,0,0
45,REST_X13,45,19,0,6,6,0,0,0,6,6,0,6,6,0,2,0,0,0,0,6,6,10,0,6,0,10,0,0,0,0,0
46,REST_X13,46,19,0,6,6,0,0,0,6,6,0,6,6,0,5,0,0,0,0,6,6,10,0,6,0,10,0,0,0,0,0
47,[X13_X25_GET_req],47,19,0,6,6,0,0,0,6,6,0,6,6,0,6,0,0,0,0,6,6,10,0,6,0,10,1,0,0,0,0
48,REST_X25,48,19,0,6,6,0,0,0,6,6,0,6,6,0,6,0,0,0,0,6,6,10,0,6,0,10,2,0,0,0,0
49,REST_X25,49,19,0,6,6,0,0,0,6,6,0,6,6,0,6,0,0,0,0,6,6,10,0,6,0,10,3,0,0,0,0
50,[X13_X25_GET_resp_2xx],50,19,0,6,6,0,0,0,6,6,0,6,6,0,3,0,0,0,0,6,6,10,0,6,0,10,0,0,0,0,0
51,[X22_X13_GET_resp_2xx],51,19,0,6,6,0,0,0,6,6,0,6,6,0,0,0,0,0,0,6,6,10,0,3,0,10,0,0,0,0,0
52,[X7_X22_GET_resp_2xx],52,19,0,6,6,0,0,0,3,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
53,[X3_X7_GET_resp_2xx],53,19,0,6,3,0,0,0,0,6,0,6,6,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
54,[X11_X3_GET_resp_2xx],54,19,0,6,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,6,6,10,0,0,0,10,0,0,0,0,0
55,[X19_X11_GET_resp_2xx],55,19,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,3,10,0,0,0,10,0,0,0,0,0
56,[X2_X19_GET_resp_2xx],56,19,0,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
57,[X10_X2_GET_resp_2xx],57,19,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,10,0,0,0,10,0,0,0,0,0
58,[X20_X10_GET_resp_2xx],58,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,10,0,0,0,0,0
59,[X8_X20_GET_resp_2xx],59,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0
60,[X18_X8_GET_resp_2xx],60,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0
61,[X24_X18_GET_resp_2xx],61,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
62,[X0_X24_GET_resp_2xx],62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,REST_X0,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,[X0_X12_GET_req],64,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,REST_X12,65,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,REST_X12,66,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,[X0_X12_GET_resp_2xx],67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,REST_X0,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,[X0_X12_GET_req],69,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,REST_X12,70,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,REST_X12,71,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
