action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,2.844713747656541,1,1,false,false,0,false,0,false
[con_ready2],2,7.0166034519593214,1,1,false,true,0,false,0,true
[consuming2],3,7.379066025419749,1,0,false,false,0,false,1,false
[producing],4,21.145806003932762,2,1,false,false,0,false,1,false
[con_ready2],5,23.190796930726282,2,1,false,true,0,false,1,true
[consuming2],6,25.25930111728779,2,0,false,false,0,false,2,false
[producing],7,27.191749213988697,3,1,false,false,0,false,2,false
[con_ready2],8,30.240198529037983,3,1,false,true,0,false,2,true
[consuming2],9,30.473398886811285,3,0,false,false,0,false,3,false
[producing],10,30.869642767185297,4,1,false,false,0,false,3,false
[con_ready1],11,41.76021402285072,4,2,false,false,0,true,3,false
[producing],12,68.494249935945,5,2,true,false,0,true,3,false
[consuming1],13,70.94982246156545,5,1,false,false,1,false,3,false
[con_ready1],14,71.38634341007828,5,2,false,false,1,true,3,false
[con_ready2],15,92.76730651290973,5,2,false,true,1,true,3,true
[consuming2],16,94.3719210330576,5,1,false,false,1,true,4,false
[producing],17,115.71596998748947,6,1,true,false,1,true,4,false
[consuming1],18,116.63355513902307,6,0,false,false,2,false,4,false
[producing],19,151.82532356902763,7,1,false,false,2,false,4,false
[con_ready1],20,152.8570966177599,7,2,false,false,2,true,4,false
[producing],21,155.32279842403548,8,2,true,false,2,true,4,false
[consuming1],22,158.2660933967245,8,1,false,false,3,false,4,false
[con_ready1],23,164.97342246167142,8,2,false,false,3,true,4,false
[producing],24,171.31860424635408,9,2,true,false,3,true,4,false
[consuming1],25,172.04994729366405,9,1,false,false,4,false,4,false
[con_ready2],26,177.55805845504725,9,1,false,true,4,false,4,true
[consuming2],27,179.51986701874358,9,0,false,false,4,false,5,false
[producing],28,207.67546457484872,10,1,false,false,4,false,5,false
[con_ready2],29,270.0628539380287,10,1,false,true,4,false,5,true
[consuming2],30,270.23734764143524,10,0,false,false,4,false,6,false
