action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,53.941025235467656,1,1,false,false,0,false,0,false
[con_ready2],2,54.25025258729523,1,1,false,true,0,false,0,true
[consuming2],3,55.9425804551214,1,0,false,false,0,false,1,false
[producing],4,124.44710615297855,2,1,false,false,0,false,1,false
[con_ready2],5,131.83150816377463,2,1,false,true,0,false,1,true
[consuming2],6,131.85682775669991,2,0,false,false,0,false,2,false
[producing],7,136.470508457086,3,1,false,false,0,false,2,false
[con_ready1],8,141.3639079514867,3,2,false,false,0,true,2,false
[con_ready2],9,147.53913923981034,3,2,false,true,0,true,2,true
[consuming2],10,147.6504119493309,3,1,false,false,0,true,3,false
[producing],11,151.4949645636116,4,1,true,false,0,true,3,false
[consuming1],12,154.66822794817878,4,0,false,false,1,false,3,false
[producing],13,162.79861975584112,5,1,false,false,1,false,3,false
[con_ready2],14,167.64798481502592,5,1,false,true,1,false,3,true
[consuming2],15,168.0995912265642,5,0,false,false,1,false,4,false
[producing],16,252.37553395063986,6,1,false,false,1,false,4,false
[con_ready2],17,257.62690431961624,6,1,false,true,1,false,4,true
[consuming2],18,260.29703305096604,6,0,false,false,1,false,5,false
[producing],19,318.053025780233,7,1,false,false,1,false,5,false
[con_ready1],20,329.0839092000469,7,2,false,false,1,true,5,false
[con_ready2],21,400.9168932141995,7,2,false,true,1,true,5,true
[consuming2],22,401.504640469939,7,1,false,false,1,true,6,false
[producing],23,402.24626529363854,8,1,true,false,1,true,6,false
[consuming1],24,403.6225077763938,8,0,false,false,2,false,6,false
[producing],25,419.7072526227487,9,1,false,false,2,false,6,false
[producing],26,423.1681216323922,10,1,true,false,2,false,6,false
