,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6
0,-,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0
2,[X0_X3_GET_req],2,3,0,0,1,0,0,0
3,REST_X3,3,3,0,0,2,0,0,0
4,REST_X3,4,3,0,0,5,0,0,0
5,[X3_X6_GET_req],5,3,0,0,6,0,0,1
6,REST_X6,6,3,0,0,6,0,0,2
7,REST_X6,7,3,0,0,6,0,0,17
8,[X6_X5_GET_req],8,3,0,0,6,0,1,18
9,REST_X5,9,3,0,0,6,0,2,18
10,REST_X5,10,3,0,0,6,0,3,18
11,[X6_X5_GET_resp_2xx],11,3,0,0,6,0,0,3
12,[X3_X6_GET_resp_2xx],12,3,0,0,3,0,0,0
13,[X0_X3_GET_resp_2xx],13,0,0,0,0,0,0,0
14,REST_X0,14,2,0,0,0,0,0,0
15,[X0_X3_GET_req],15,3,0,0,1,0,0,0
16,REST_X3,16,3,0,0,2,0,0,0
17,REST_X3,17,3,0,0,5,0,0,0
18,[X3_X6_GET_req],18,3,0,0,6,0,0,1
19,REST_X6,19,3,0,0,6,0,0,2
20,REST_X6,20,3,0,0,6,0,0,17
21,[X6_X5_GET_req],21,3,0,0,6,0,1,18
22,REST_X5,22,3,0,0,6,0,2,18
23,REST_X5,23,3,0,0,6,0,3,18
24,[X6_X5_GET_resp_2xx],24,3,0,0,6,0,0,3
25,[X3_X6_GET_resp_2xx],25,3,0,0,3,0,0,0
26,[X0_X3_GET_resp_2xx],26,0,0,0,0,0,0,0
27,REST_X0,27,2,0,0,0,0,0,0
28,[X0_X3_GET_req],28,3,0,0,1,0,0,0
29,REST_X3,29,3,0,0,2,0,0,0
30,REST_X3,30,3,0,0,5,0,0,0
31,[X3_X6_GET_req],31,3,0,0,6,0,0,1
32,REST_X6,32,3,0,0,6,0,0,2
33,REST_X6,33,3,0,0,6,0,0,11
34,[X6_X4_GET_req],34,3,0,0,6,1,0,12
35,REST_X4,35,3,0,0,6,2,0,12
36,REST_X4,36,3,0,0,6,5,0,12
37,[X4_X2_GET_req],37,3,0,1,6,6,0,12
38,REST_X2,38,3,0,2,6,6,0,12
39,REST_X2,39,3,0,3,6,6,0,12
40,[X4_X2_GET_resp_2xx],40,3,0,0,6,3,0,12
41,[X6_X4_GET_resp_2xx],41,3,0,0,6,0,0,3
42,[X3_X6_GET_resp_2xx],42,3,0,0,3,0,0,0
43,[X0_X3_GET_resp_2xx],43,0,0,0,0,0,0,0
44,REST_X0,44,2,0,0,0,0,0,0
45,[X0_X3_GET_req],45,3,0,0,1,0,0,0
46,REST_X3,46,3,0,0,2,0,0,0
47,REST_X3,47,3,0,0,5,0,0,0
48,[X3_X6_GET_req],48,3,0,0,6,0,0,1
49,REST_X6,49,3,0,0,6,0,0,2
50,REST_X6,50,3,0,0,6,0,0,11
51,[X6_X4_GET_req],51,3,0,0,6,1,0,12
52,REST_X4,52,3,0,0,6,2,0,12
53,REST_X4,53,3,0,0,6,5,0,12
54,[X4_X2_GET_req],54,3,0,1,6,6,0,12
55,REST_X2,55,3,0,2,6,6,0,12
56,REST_X2,56,3,0,3,6,6,0,12
57,[X4_X2_GET_resp_2xx],57,3,0,0,6,3,0,12
58,[X6_X4_GET_resp_2xx],58,3,0,0,6,0,0,3
59,[X3_X6_GET_resp_2xx],59,3,0,0,3,0,0,0
60,[X0_X3_GET_resp_2xx],60,0,0,0,0,0,0,0
61,REST_X0,61,2,0,0,0,0,0,0
62,[X0_X3_GET_req],62,3,0,0,1,0,0,0
63,REST_X3,63,3,0,0,2,0,0,0
64,REST_X3,64,3,0,0,5,0,0,0
65,[X3_X6_GET_req],65,3,0,0,6,0,0,1
66,REST_X6,66,3,0,0,6,0,0,2
67,REST_X6,67,3,0,0,6,0,0,5
68,[X6_X1_GET_req],68,3,1,0,6,0,0,6
69,REST_X1,69,3,2,0,6,0,0,6
70,REST_X1,70,3,3,0,6,0,0,6
71,[X6_X1_GET_resp_2xx],71,3,0,0,6,0,0,3
72,[X3_X6_GET_resp_2xx],72,3,0,0,3,0,0,0
73,[X0_X3_GET_resp_2xx],73,0,0,0,0,0,0,0
74,REST_X0,74,2,0,0,0,0,0,0
75,[X0_X3_GET_req],75,3,0,0,1,0,0,0
76,REST_X3,76,3,0,0,2,0,0,0
77,REST_X3,77,3,0,0,5,0,0,0
78,[X3_X6_GET_req],78,3,0,0,6,0,0,1
79,REST_X6,79,3,0,0,6,0,0,2
80,REST_X6,80,3,0,0,6,0,0,17
81,[X6_X5_GET_req],81,3,0,0,6,0,1,18
82,REST_X5,82,3,0,0,6,0,2,18
83,REST_X5,83,3,0,0,6,0,3,18
84,[X6_X5_GET_resp_2xx],84,3,0,0,6,0,0,3
85,[X3_X6_GET_resp_2xx],85,3,0,0,3,0,0,0
86,[X0_X3_GET_resp_2xx],86,0,0,0,0,0,0,0
87,REST_X0,87,2,0,0,0,0,0,0
88,[X0_X3_GET_req],88,3,0,0,1,0,0,0
89,REST_X3,89,3,0,0,2,0,0,0
90,REST_X3,90,3,0,0,5,0,0,0
91,[X3_X6_GET_req],91,3,0,0,6,0,0,1
92,REST_X6,92,3,0,0,6,0,0,2
93,REST_X6,93,3,0,0,6,0,0,11
94,[X6_X4_GET_req],94,3,0,0,6,1,0,12
95,REST_X4,95,3,0,0,6,2,0,12
96,REST_X4,96,3,0,0,6,5,0,12
97,[X4_X2_GET_req],97,3,0,1,6,6,0,12
98,REST_X2,98,3,0,2,6,6,0,12
99,REST_X2,99,3,0,3,6,6,0,12
100,[X4_X2_GET_resp_2xx],100,3,0,0,6,3,0,12
101,[X6_X4_GET_resp_2xx],101,3,0,0,6,0,0,3
102,[X3_X6_GET_resp_2xx],102,3,0,0,3,0,0,0
103,[X0_X3_GET_resp_2xx],103,0,0,0,0,0,0,0
104,REST_X0,104,2,0,0,0,0,0,0
105,[X0_X3_GET_req],105,3,0,0,1,0,0,0
106,REST_X3,106,3,0,0,2,0,0,0
107,REST_X3,107,3,0,0,5,0,0,0
108,[X3_X6_GET_req],108,3,0,0,6,0,0,1
109,REST_X6,109,3,0,0,6,0,0,2
110,REST_X6,110,3,0,0,6,0,0,5
111,[X6_X1_GET_req],111,3,1,0,6,0,0,6
112,REST_X1,112,3,2,0,6,0,0,6
113,REST_X1,113,3,3,0,6,0,0,6
114,[X6_X1_GET_resp_2xx],114,3,0,0,6,0,0,3
115,[X3_X6_GET_resp_2xx],115,3,0,0,3,0,0,0
116,[X0_X3_GET_resp_2xx],116,0,0,0,0,0,0,0
117,REST_X0,117,2,0,0,0,0,0,0
118,[X0_X3_GET_req],118,3,0,0,1,0,0,0
119,REST_X3,119,3,0,0,2,0,0,0
120,REST_X3,120,3,0,0,5,0,0,0
121,[X3_X6_GET_req],121,3,0,0,6,0,0,1
122,REST_X6,122,3,0,0,6,0,0,2
123,REST_X6,123,3,0,0,6,0,0,11
124,[X6_X4_GET_req],124,3,0,0,6,1,0,12
125,REST_X4,125,3,0,0,6,2,0,12
126,REST_X4,126,3,0,0,6,5,0,12
127,[X4_X2_GET_req],127,3,0,1,6,6,0,12
128,REST_X2,128,3,0,2,6,6,0,12
129,REST_X2,129,3,0,4,6,6,0,12
130,[X4_X2_GET_resp_5xx],130,3,0,0,6,7,0,12
