action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,f2,c3,getting3,f3,b1,serving11,serving12,serving13,b2,serving21,serving22,serving23,c11,getting11,c12,getting12,c13,getting13,c21,getting21,c22,getting22,c23,getting23
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],1,10.897986745058963,1,0,0,1,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],2,16.54486413710213,2,0,0,2,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing2],3,18.302321475194002,2,1,0,3,false,false,false,0,false,0,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready2],4,23.21987067308675,2,1,0,3,false,true,false,0,false,0,true,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming2],5,23.93300970564982,2,1,0,2,false,false,false,0,false,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing],6,30.04580257779959,3,1,0,3,false,false,false,0,false,1,false,0,0,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready3],7,88.49859521770315,3,1,0,3,false,false,true,0,false,1,false,0,0,true,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[consuming3],8,89.21488586366546,3,1,0,2,false,false,false,0,false,1,false,0,1,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[producing2],9,90.7630989940176,3,2,0,3,false,false,false,0,false,1,false,0,1,false,0,0,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[forwarding2],10,107.71429752463217,3,2,0,3,false,false,false,0,false,1,false,1,1,false,0,1,false,false,false,0,false,false,false,0,false,0,false,0,false,0,false,0,false,0,false
[con_ready11],11,113.17954103736659,3,2,0,3,false,false,false,0,false,1,false,1,1,false,0,1,true,false,false,0,false,false,false,0,true,0,false,0,false,0,false,0,false,0,false
[consuming11],12,114.01732977781758,3,2,0,3,false,false,false,0,false,1,false,1,1,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[con_ready1],13,119.60895319338648,3,2,0,3,true,false,false,0,true,1,false,1,1,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[consuming1],14,119.66959054387549,3,2,0,2,false,false,false,1,false,1,false,1,1,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[producing2],15,121.46791268236984,3,3,0,3,false,false,false,1,false,1,false,1,1,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[con_ready3],16,139.70714291204055,3,3,0,3,false,false,true,1,false,1,false,1,1,true,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[consuming3],17,140.34595370773627,3,3,0,2,false,false,false,1,false,1,false,1,2,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[con_ready3],18,146.65272945569166,3,3,0,2,false,false,true,1,false,1,false,1,2,true,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[consuming3],19,147.89562946493848,3,3,0,1,false,false,false,1,false,1,false,1,3,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[producing],20,148.41132688330205,4,3,0,2,false,false,false,1,false,1,false,1,3,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[producing3],21,150.82213126180406,4,3,1,3,false,false,false,1,false,1,false,1,3,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[con_ready2],22,180.39005192876934,4,3,1,3,false,true,false,1,false,1,true,1,3,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[consuming2],23,181.91987453261146,4,3,1,2,false,false,false,1,false,2,false,1,3,false,0,0,false,false,false,0,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[forwarding3],24,183.86894192310422,4,3,1,2,false,false,false,1,false,2,false,1,3,false,1,0,false,false,false,1,false,false,false,1,false,0,false,0,false,0,false,0,false,0,false
[con_ready21],25,183.93873632174393,4,3,1,2,false,false,false,1,false,2,false,1,3,false,1,0,false,false,false,1,true,false,false,1,false,0,false,0,false,0,true,0,false,0,false
[producing2],26,184.37046314734496,4,4,1,3,false,false,false,1,false,2,false,1,3,false,1,0,false,false,false,1,true,false,false,1,false,0,false,0,false,0,true,0,false,0,false
[consuming21],27,184.49253978463636,4,4,1,3,false,false,false,1,false,2,false,1,3,false,1,0,false,false,false,0,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[con_ready3],28,197.16017463267775,4,4,1,3,false,false,true,1,false,2,false,1,3,true,1,0,false,false,false,0,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[consuming3],29,201.03285200081964,4,4,1,2,false,false,false,1,false,2,false,1,4,false,1,0,false,false,false,0,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[forwarding3],30,208.69790528823503,4,4,1,2,false,false,false,1,false,2,false,1,4,false,2,0,false,false,false,1,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[forwarding2],31,209.48715713770335,4,4,1,2,false,false,false,1,false,2,false,2,4,false,2,1,false,false,false,1,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[con_ready2],32,210.2039818524129,4,4,1,2,false,true,false,1,false,2,true,2,4,false,2,1,false,false,false,1,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[consuming2],33,210.4917263785043,4,4,1,1,false,false,false,1,false,3,false,2,4,false,2,1,false,false,false,1,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[con_ready3],34,215.36194029122635,4,4,1,1,false,false,true,1,false,3,false,2,4,true,2,1,false,false,false,1,false,false,false,1,false,0,false,0,false,1,false,0,false,0,false
[con_ready13],35,218.14434961322664,4,4,1,1,false,false,true,1,false,3,false,2,4,true,2,1,false,false,true,1,false,false,false,1,false,0,false,0,true,1,false,0,false,0,false
[consuming3],36,218.7717940317481,4,4,1,0,false,false,false,1,false,3,false,2,5,false,2,1,false,false,true,1,false,false,false,1,false,0,false,0,true,1,false,0,false,0,false
[producing],37,219.87362245616413,5,4,1,1,false,false,false,1,false,3,false,2,5,false,2,1,false,false,true,1,false,false,false,1,false,0,false,0,true,1,false,0,false,0,false
[producing3],38,220.62158426670362,5,4,2,2,false,false,false,1,false,3,false,2,5,false,2,1,false,false,true,1,false,false,false,1,false,0,false,0,true,1,false,0,false,0,false
[consuming13],39,220.70839353048473,5,4,2,2,false,false,false,1,false,3,false,2,5,false,2,0,false,false,false,1,false,false,false,1,false,0,false,1,false,1,false,0,false,0,false
[producing2],40,225.31022406307844,5,5,2,3,false,false,false,1,false,3,false,2,5,false,2,0,false,false,false,1,false,false,false,1,false,0,false,1,false,1,false,0,false,0,false
[forwarding3],41,229.56192079346502,5,5,2,3,false,false,false,1,false,3,false,2,5,false,3,0,false,false,false,2,false,false,false,1,false,0,false,1,false,1,false,0,false,0,false
[con_ready23],42,230.86630873288115,5,5,2,3,false,false,false,1,false,3,false,2,5,false,3,0,false,false,false,2,false,false,true,1,false,0,false,1,false,1,false,0,false,0,true
[consuming23],43,230.9609180425121,5,5,2,3,false,false,false,1,false,3,false,2,5,false,3,0,false,false,false,1,false,false,false,1,false,0,false,1,false,1,false,0,false,1,false
[con_ready23],44,233.41532509466793,5,5,2,3,false,false,false,1,false,3,false,2,5,false,3,0,false,false,false,1,false,false,true,1,false,0,false,1,false,1,false,0,false,1,true
[consuming23],45,234.0610667729843,5,5,2,3,false,false,false,1,false,3,false,2,5,false,3,0,false,false,false,0,false,false,false,1,false,0,false,1,false,1,false,0,false,2,false
[con_ready3],46,242.13678501191856,5,5,2,3,false,false,true,1,false,3,false,2,5,true,3,0,false,false,false,0,false,false,false,1,false,0,false,1,false,1,false,0,false,2,false
[consuming3],47,243.97067631236266,5,5,2,2,false,false,false,1,false,3,false,2,6,false,3,0,false,false,false,0,false,false,false,1,false,0,false,1,false,1,false,0,false,2,false
[producing2],48,244.34332348926108,5,6,2,3,false,false,false,1,false,3,false,2,6,false,3,0,false,false,false,0,false,false,false,1,false,0,false,1,false,1,false,0,false,2,false
[con_ready1],49,246.3109822891006,5,6,2,3,true,false,false,1,true,3,false,2,6,false,3,0,false,false,false,0,false,false,false,1,false,0,false,1,false,1,false,0,false,2,false
