action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,27.338466449101002,1,1,false,0,false
[con_ready],2,50.35453129945659,1,2,false,0,true
[producing],3,71.83242474406637,2,2,true,0,true
[consuming],4,72.22643766411943,2,1,false,1,false
[con_ready],5,78.72414106482124,2,2,false,1,true
[producing],6,108.30451150487417,3,2,true,1,true
[consuming],7,110.69018554667373,3,1,false,2,false
[con_ready],8,121.64054733604443,3,2,false,2,true
[producing],9,192.29849659122243,4,2,true,2,true
[consuming],10,193.75429762250977,4,1,false,3,false
[con_ready],11,196.61423559000795,4,2,false,3,true
[producing],12,241.14540923032325,5,2,true,3,true
[consuming],13,241.33662860913915,5,1,false,4,false
[con_ready],14,241.6752858454078,5,2,false,4,true
[producing],15,284.53166251590363,6,2,true,4,true
[consuming],16,285.3902536971277,6,1,false,5,false
[con_ready],17,304.1632691570737,6,2,false,5,true
[producing],18,351.16056431312285,7,2,true,5,true
[consuming],19,355.0245728390212,7,1,false,6,false
[con_ready],20,356.14383329275023,7,2,false,6,true
[producing],21,362.62199956730933,8,2,true,6,true
[consuming],22,363.14900673511755,8,1,false,7,false
[con_ready],23,371.588903924549,8,2,false,7,true
[producing],24,401.3386773820878,9,2,true,7,true
[consuming],25,403.1592810808839,9,1,false,8,false
[con_ready],26,411.7663623878822,9,2,false,8,true
[producing],27,457.04344604451757,10,2,true,8,true
[consuming],28,457.79155900544424,10,1,false,9,false
[con_ready],29,473.8678433449905,10,2,false,9,true
[producing],30,510.2080544748498,11,2,true,9,true
[consuming],31,511.73978819511666,11,1,false,10,false
[producing],32,523.5945248189336,12,1,true,10,false
