action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,98.59482123242616,1,1,false,0,false
[con_ready],2,104.131307833462,1,2,false,0,true
[producing],3,108.11725181323446,2,2,true,0,true
[consuming],4,108.94552237853283,2,1,false,1,false
[con_ready],5,119.60623176436178,2,2,false,1,true
[producing],6,121.06553377634891,3,2,true,1,true
[consuming],7,123.0785620761476,3,1,false,2,false
[con_ready],8,124.06863692961353,3,2,false,2,true
[producing],9,135.08653482889144,4,2,true,2,true
[consuming],10,135.60569190289704,4,1,false,3,false
[con_ready],11,136.59903681476362,4,2,false,3,true
[producing],12,204.14459965562855,5,2,true,3,true
[consuming],13,206.48058297555247,5,1,false,4,false
[producing],14,206.99070953544282,6,1,true,4,false
