action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,0.9485659858828768,1,1,false,0,false
[con_ready],2,3.2834330784625863,1,2,false,0,true
[producing],3,43.382834149580205,2,2,true,0,true
[consuming],4,44.07498039823597,2,1,false,1,false
[con_ready],5,55.3737988800162,2,2,false,1,true
[producing],6,60.29903597903457,3,2,true,1,true
[consuming],7,61.256048512426105,3,1,false,2,false
[con_ready],8,69.53285320499756,3,2,false,2,true
[producing],9,73.27785559457635,4,2,true,2,true
[consuming],10,74.83098621732049,4,1,false,3,false
[con_ready],11,82.06460699569487,4,2,false,3,true
[producing],12,139.15225076276704,5,2,true,3,true
[consuming],13,140.11962140503726,5,1,false,4,false
[con_ready],14,144.19785979581036,5,2,false,4,true
[producing],15,174.2087136474108,6,2,true,4,true
[consuming],16,176.06950522641375,6,1,false,5,false
[con_ready],17,192.52400558771507,6,2,false,5,true
[producing],18,220.25017064080043,7,2,true,5,true
[consuming],19,220.34077953165334,7,1,false,6,false
[producing],20,221.4832940710672,8,1,true,6,false
