action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,32.18553176449823,1,1,false,0,false
[con_ready],2,34.679344023271724,1,2,false,0,true
[producing],3,39.21092664296896,2,2,true,0,true
[consuming],4,39.49907641762669,2,1,false,1,false
[con_ready],5,42.6139625871093,2,2,false,1,true
[producing],6,99.07374516552363,3,2,true,1,true
[consuming],7,99.09473980793301,3,1,false,2,false
[con_ready],8,112.03330523988195,3,2,false,2,true
[producing],9,122.6838252321993,4,2,true,2,true
[consuming],10,122.93537045920033,4,1,false,3,false
[producing],11,131.81450459118122,5,1,true,3,false
