action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,12.165661216393458,1,1,false,0,false
[con_ready],2,12.70323317497773,1,2,false,0,true
[producing],3,74.67343458003313,2,2,true,0,true
[consuming],4,75.80790246738256,2,1,false,1,false
[con_ready],5,79.56744544085615,2,2,false,1,true
[producing],6,109.05608176363035,3,2,true,1,true
[consuming],7,109.65617146014549,3,1,false,2,false
[con_ready],8,122.53196277934781,3,2,false,2,true
[producing],9,129.91733704768495,4,2,true,2,true
[consuming],10,130.39037155153434,4,1,false,3,false
[con_ready],11,134.12833397950388,4,2,false,3,true
[producing],12,139.44052593959717,5,2,true,3,true
[consuming],13,140.45364217983533,5,1,false,4,false
[con_ready],14,144.95804928770644,5,2,false,4,true
[producing],15,209.6510015717638,6,2,true,4,true
[consuming],16,210.0746454882693,6,1,false,5,false
[con_ready],17,225.63691541823877,6,2,false,5,true
[producing],18,264.1198972518542,7,2,true,5,true
[consuming],19,264.6862172149095,7,1,false,6,false
[con_ready],20,270.06151345594174,7,2,false,6,true
[producing],21,283.7496408898286,8,2,true,6,true
[consuming],22,283.9111098212628,8,1,false,7,false
[producing],23,303.40542059326987,9,1,true,7,false
