action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,6.142888286150486,1,1,false,0,false
[producing],2,13.272911534852353,2,2,false,0,false
[con_ready],3,15.252266507256966,2,2,true,0,true
[consuming],4,16.413968441737136,2,1,false,1,false
[producing],5,36.11358001745248,3,2,false,1,false
[con_ready],6,50.72251201073858,3,2,true,1,true
[consuming],7,50.88018013058972,3,1,false,2,false
[producing],8,51.64406901105988,4,2,false,2,false
[producing],9,60.46314694019905,5,3,false,2,false
[con_ready],10,72.81049640449295,5,3,true,2,true
[consuming],11,74.6109792738898,5,2,false,3,false
[producing],12,84.32376470616921,6,3,false,3,false
[producing],13,85.73581851113752,7,4,false,3,false
[con_ready],14,89.57268746079261,7,4,true,3,true
[consuming],15,90.33081930093662,7,3,false,4,false
[con_ready],16,93.15655711361148,7,3,true,4,true
[consuming],17,94.09721315973343,7,2,false,5,false
[con_ready],18,101.62828434909554,7,2,true,5,true
[consuming],19,101.84841297716123,7,1,false,6,false
[producing],20,105.90388197920315,8,2,false,6,false
[con_ready],21,107.73002106781668,8,2,true,6,true
[consuming],22,108.26422860165985,8,1,false,7,false
[con_ready],23,117.12086507226303,8,1,true,7,true
[consuming],24,117.28940685730574,8,0,false,8,false
[producing],25,118.10503260563277,9,1,false,8,false
[con_ready],26,124.6107490913003,9,1,true,8,true
[consuming],27,124.72267980687182,9,0,false,9,false
[producing],28,131.9029410331365,10,1,false,9,false
[con_ready],29,152.9484287819058,10,1,true,9,true
[consuming],30,153.23079557510195,10,0,false,10,false
[producing],31,175.7887081084971,11,1,false,10,false
[producing],32,180.44826583367427,12,2,false,10,false
[con_ready],33,191.8507236677574,12,2,true,10,true
[consuming],34,193.2566816538519,12,1,false,11,false
[producing],35,193.5319517790675,13,2,false,11,false
[producing],36,202.80179184593354,14,3,false,11,false
[con_ready],37,203.16784622765246,14,3,true,11,true
[consuming],38,203.23466550431522,14,2,false,12,false
[producing],39,208.53530137543748,15,3,false,12,false
[producing],40,212.39543563200627,16,4,false,12,false
[con_ready],41,214.00119752897413,16,4,true,12,true
[consuming],42,214.35487237847045,16,3,false,13,false
[producing],43,251.91168870788005,17,4,false,13,false
[con_ready],44,254.1604842336741,17,4,true,13,true
[consuming],45,254.6095206042588,17,3,false,14,false
[producing],46,256.159173660565,18,4,false,14,false
[producing],47,261.3095373475991,19,5,false,14,false
[producing],48,266.2560603682334,20,6,false,14,false
[con_ready],49,279.80577255752314,20,6,true,14,true
[consuming],50,281.4569715254136,20,5,false,15,false
[con_ready],51,283.71135176259816,20,5,true,15,true
[consuming],52,283.84442853288147,20,4,false,16,false
[con_ready],53,284.7513088942618,20,4,true,16,true
[consuming],54,285.0944748410129,20,3,false,17,false
[producing],55,286.5436886816904,21,4,false,17,false
[producing],56,289.6990391383273,22,5,false,17,false
[con_ready],57,293.3872762849412,22,5,true,17,true
[consuming],58,294.16898206172294,22,4,false,18,false
[producing],59,295.22017976742313,23,5,false,18,false
[con_ready],60,307.3084725594723,23,5,true,18,true
[consuming],61,308.43413512444096,23,4,false,19,false
[con_ready],62,326.87072581987263,23,4,true,19,true
[consuming],63,328.08121688878094,23,3,false,20,false
[con_ready],64,332.99087114591725,23,3,true,20,true
[consuming],65,333.73100427801654,23,2,false,21,false
[con_ready],66,337.51076912995785,23,2,true,21,true
[consuming],67,338.0887076216548,23,1,false,22,false
[con_ready],68,344.56862025005427,23,1,true,22,true
[consuming],69,345.477542116551,23,0,false,23,false
[producing],70,353.8597716365494,24,1,false,23,false
[producing],71,354.0434617483695,25,2,false,23,false
[producing],72,357.7744659659265,26,3,false,23,false
[con_ready],73,366.59582706796857,26,3,true,23,true
[consuming],74,366.7017267180069,26,2,false,24,false
[con_ready],75,367.09056513840966,26,2,true,24,true
[consuming],76,368.1789408032282,26,1,false,25,false
[con_ready],77,406.64798281121705,26,1,true,25,true
[consuming],78,408.59123728691037,26,0,false,26,false
[producing],79,414.29937492534646,27,1,false,26,false
[producing],80,415.3267239829226,28,2,false,26,false
[producing],81,417.94822205376283,29,3,false,26,false
[con_ready],82,418.8750508194939,29,3,true,26,true
[consuming],83,419.5899722526919,29,2,false,27,false
[con_ready],84,420.3521883522086,29,2,true,27,true
[consuming],85,421.6446342719216,29,1,false,28,false
[con_ready],86,437.0126761429906,29,1,true,28,true
[consuming],87,437.7383350850994,29,0,false,29,false
[producing],88,449.7343586151641,30,1,false,29,false
[producing],89,453.0673112699143,31,2,false,29,false
[con_ready],90,465.3832702435407,31,2,true,29,true
[consuming],91,465.45452425609557,31,1,false,30,false
[con_ready],92,467.23998256135553,31,1,true,30,true
[consuming],93,468.38743587151964,31,0,false,31,false
[producing],94,479.30808772307927,32,1,false,31,false
[con_ready],95,482.836372679309,32,1,true,31,true
[consuming],96,485.5418975103322,32,0,false,32,false
[producing],97,496.12038253828115,33,1,false,32,false
[con_ready],98,499.73305406287665,33,1,true,32,true
[consuming],99,500.0690871501255,33,0,false,33,false
[producing],100,507.8359450966224,34,1,false,33,false
[con_ready],101,514.8687745357532,34,1,true,33,true
[consuming],102,518.7480343791443,34,0,false,34,false
[producing],103,532.7008215314969,35,1,false,34,false
[producing],104,532.7765377643565,36,2,false,34,false
[con_ready],105,558.7675467083369,36,2,true,34,true
[consuming],106,558.95271307006,36,1,false,35,false
[con_ready],107,559.5840196278607,36,1,true,35,true
[consuming],108,560.2990042546386,36,0,false,36,false
[producing],109,567.4408802357065,37,1,false,36,false
[con_ready],110,582.6708284622224,37,1,true,36,true
[consuming],111,584.5677379552816,37,0,false,37,false
[producing],112,585.745773375758,38,1,false,37,false
[con_ready],113,593.5610832684287,38,1,true,37,true
[consuming],114,595.2433122872825,38,0,false,38,false
[producing],115,598.9540567382454,39,1,false,38,false
[con_ready],116,602.6474070810044,39,1,true,38,true
[consuming],117,603.5827676600104,39,0,false,39,false
[producing],118,608.5915251737085,40,1,false,39,false
[con_ready],119,621.2263255640048,40,1,true,39,true
[consuming],120,624.1622915516715,40,0,false,40,false
[producing],121,624.5190697213206,41,1,false,40,false
[con_ready],122,625.3495387546695,41,1,true,40,true
[consuming],123,625.6321345024506,41,0,false,41,false
[producing],124,651.1170439086483,42,1,false,41,false
[con_ready],125,651.7649963397862,42,1,true,41,true
[consuming],126,653.0487811110064,42,0,false,42,false
[producing],127,684.0034729269663,43,1,false,42,false
[con_ready],128,687.735469049408,43,1,true,42,true
[consuming],129,688.779458860988,43,0,false,43,false
[producing],130,714.8963437992309,44,1,false,43,false
[con_ready],131,726.8160859447416,44,1,true,43,true
[consuming],132,728.6343108836804,44,0,false,44,false
[producing],133,754.075110611167,45,1,false,44,false
[producing],134,758.4833717722105,46,2,false,44,false
[con_ready],135,758.8773409882175,46,2,true,44,true
[consuming],136,759.0412211350377,46,1,false,45,false
[con_ready],137,770.4570769892807,46,1,true,45,true
[consuming],138,771.8761498712224,46,0,false,46,false
[producing],139,784.3291107268035,47,1,false,46,false
[producing],140,784.4266808761189,48,2,false,46,false
[producing],141,784.6188407650898,49,3,false,46,false
[con_ready],142,786.2141751104725,49,3,true,46,true
[consuming],143,787.0571863930703,49,2,false,47,false
[con_ready],144,787.1699427691899,49,2,true,47,true
[consuming],145,788.8512846934882,49,1,false,48,false
[con_ready],146,802.4788096620196,49,1,true,48,true
[consuming],147,803.1745843953744,49,0,false,49,false
[producing],148,827.680305822257,50,1,false,49,false
[producing],149,832.8665640201674,51,2,false,49,false
[producing],150,837.1933416519174,52,3,false,49,false
[con_ready],151,841.889717758679,52,3,true,49,true
[consuming],152,841.9492876845084,52,2,false,50,false
[con_ready],153,851.7076667460287,52,2,true,50,true
[consuming],154,852.3257931488483,52,1,false,51,false
[con_ready],155,858.4646130203956,52,1,true,51,true
[consuming],156,858.5030027019852,52,0,false,52,false
[producing],157,868.7267193284493,53,1,false,52,false
[con_ready],158,871.0110674611506,53,1,true,52,true
[consuming],159,873.3756105562703,53,0,false,53,false
[producing],160,883.2261203185757,54,1,false,53,false
[con_ready],161,884.3173030360723,54,1,true,53,true
[consuming],162,885.6217291778268,54,0,false,54,false
[producing],163,888.8622861788758,55,1,false,54,false
[con_ready],164,890.5349372853789,55,1,true,54,true
[consuming],165,892.3959246670449,55,0,false,55,false
[producing],166,896.448488975817,56,1,false,55,false
[producing],167,927.3725839325031,57,2,false,55,false
[producing],168,929.0483003452509,58,3,false,55,false
[con_ready],169,931.9623890163651,58,3,true,55,true
[consuming],170,932.2188163678113,58,2,false,56,false
[producing],171,937.1287039130561,59,3,false,56,false
[producing],172,941.6070145971239,60,4,false,56,false
[con_ready],173,944.4061032937675,60,4,true,56,true
[consuming],174,945.3508671581344,60,3,false,57,false
[con_ready],175,945.518972842679,60,3,true,57,true
[consuming],176,946.539593055111,60,2,false,58,false
[con_ready],177,947.2500329753948,60,2,true,58,true
[consuming],178,947.9641906033328,60,1,false,59,false
[producing],179,951.1454342059275,61,2,false,59,false
[producing],180,980.5707769248038,62,3,false,59,false
[producing],181,986.2139307595272,63,4,false,59,false
[con_ready],182,992.7502355684481,63,4,true,59,true
[consuming],183,993.2494105874214,63,3,false,60,false
[producing],184,996.9945440111745,64,4,false,60,false
[producing],185,1001.5014065896506,65,5,false,60,false
[producing],186,1001.985862247729,66,6,false,60,false
[con_ready],187,1004.6969366796249,66,6,true,60,true
[consuming],188,1005.2270044720261,66,5,false,61,false
[producing],189,1011.3183424174769,67,6,false,61,false
[con_ready],190,1016.5555713241217,67,6,true,61,true
[consuming],191,1017.5396387130527,67,5,false,62,false
[producing],192,1019.7770177608127,68,6,false,62,false
[producing],193,1020.8874878813081,69,7,false,62,false
[producing],194,1021.596094883625,70,8,false,62,false
[producing],195,1026.1967077942113,71,9,false,62,false
[producing],196,1026.234757742997,72,10,false,62,false
[producing],197,1045.7258440807716,73,11,false,62,false
[producing],198,1069.286322692651,74,12,false,62,false
[producing],199,1070.520559778447,75,13,false,62,false
[producing],200,1073.6467324105622,76,14,false,62,false
[con_ready],201,1078.4311091561888,76,14,true,62,true
[consuming],202,1078.4441579175148,76,13,false,63,false
[con_ready],203,1080.4832684937737,76,13,true,63,true
[consuming],204,1081.2622006556076,76,12,false,64,false
[con_ready],205,1082.4045172837305,76,12,true,64,true
[consuming],206,1083.0916203671052,76,11,false,65,false
[producing],207,1084.7942969950557,77,12,false,65,false
[con_ready],208,1085.459693386517,77,12,true,65,true
[consuming],209,1087.2405954909161,77,11,false,66,false
[con_ready],210,1088.9700683605022,77,11,true,66,true
[consuming],211,1089.1954871849182,77,10,false,67,false
[con_ready],212,1092.142696024944,77,10,true,67,true
[consuming],213,1092.8916491621094,77,9,false,68,false
[producing],214,1098.73547219294,78,10,false,68,false
[producing],215,1106.5617761453063,79,11,false,68,false
[con_ready],216,1107.6918701091474,79,11,true,68,true
[consuming],217,1108.2532417346656,79,10,false,69,false
[producing],218,1111.0053597609585,80,11,false,69,false
[con_ready],219,1125.7816274803458,80,11,true,69,true
[consuming],220,1125.8744844165342,80,10,false,70,false
[con_ready],221,1144.414539726429,80,10,true,70,true
[consuming],222,1145.1870263514145,80,9,false,71,false
[con_ready],223,1158.7065866211985,80,9,true,71,true
[consuming],224,1159.3210127507105,80,8,false,72,false
[con_ready],225,1182.6196751179727,80,8,true,72,true
[consuming],226,1183.4926938814046,80,7,false,73,false
[con_ready],227,1183.7223146097688,80,7,true,73,true
[consuming],228,1184.103656341231,80,6,false,74,false
[con_ready],229,1189.4126370900353,80,6,true,74,true
[consuming],230,1190.1466061817234,80,5,false,75,false
[con_ready],231,1198.3828673068997,80,5,true,75,true
[consuming],232,1199.0050865332068,80,4,false,76,false
[con_ready],233,1199.1023527809803,80,4,true,76,true
[consuming],234,1199.5782372523634,80,3,false,77,false
[con_ready],235,1200.591357524886,80,3,true,77,true
[consuming],236,1200.6097092629996,80,2,false,78,false
[con_ready],237,1210.3610263613193,80,2,true,78,true
[consuming],238,1211.2246413714772,80,1,false,79,false
[con_ready],239,1214.039679576203,80,1,true,79,true
[consuming],240,1214.7038616198322,80,0,false,80,false
