action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,4.315479050454273,1,1,false,0,false
[con_ready],2,6.864120072079388,1,1,true,0,true
[consuming],3,7.079940399726926,1,0,false,1,false
[producing],4,28.262806142021653,2,1,false,1,false
[producing],5,42.332447059331784,3,2,false,1,false
[producing],6,45.157084458458485,4,3,false,1,false
[producing],7,45.263736672300695,5,4,false,1,false
[producing],8,45.660793202938365,6,5,false,1,false
[con_ready],9,49.603670213920424,6,5,true,1,true
[consuming],10,50.43580166801618,6,4,false,2,false
[producing],11,51.18304045339466,7,5,false,2,false
[producing],12,51.638287530120486,8,6,false,2,false
[producing],13,59.60136642646953,9,7,false,2,false
[con_ready],14,62.169442384678035,9,7,true,2,true
[consuming],15,62.193751705428504,9,6,false,3,false
[con_ready],16,64.66954293120719,9,6,true,3,true
[consuming],17,64.82697397486386,9,5,false,4,false
[producing],18,74.62082705695592,10,6,false,4,false
[producing],19,76.32122461522668,11,7,false,4,false
[producing],20,78.26539288690736,12,8,false,4,false
[con_ready],21,78.49399473023473,12,8,true,4,true
[consuming],22,80.55359114843226,12,7,false,5,false
[producing],23,87.12171430197725,13,8,false,5,false
[con_ready],24,89.4761293043293,13,8,true,5,true
[consuming],25,90.22402319192936,13,7,false,6,false
[con_ready],26,109.96339120902758,13,7,true,6,true
[consuming],27,110.95868979817124,13,6,false,7,false
[producing],28,122.77608632733872,14,7,false,7,false
[producing],29,132.82758675748667,15,8,false,7,false
[producing],30,134.53701380461965,16,9,false,7,false
[con_ready],31,136.72679830229137,16,9,true,7,true
[consuming],32,137.66576618484427,16,8,false,8,false
[con_ready],33,137.76177596352113,16,8,true,8,true
[consuming],34,137.8282749884864,16,7,false,9,false
[con_ready],35,140.45401167033285,16,7,true,9,true
[consuming],36,141.79184227389516,16,6,false,10,false
[con_ready],37,142.2876843305398,16,6,true,10,true
[consuming],38,143.49044542605637,16,5,false,11,false
[con_ready],39,144.94576077917762,16,5,true,11,true
[consuming],40,145.83626427115942,16,4,false,12,false
[con_ready],41,147.56393703683062,16,4,true,12,true
[consuming],42,147.8812651467606,16,3,false,13,false
[con_ready],43,154.04726210140612,16,3,true,13,true
[consuming],44,155.73049998788593,16,2,false,14,false
[con_ready],45,162.19190748562795,16,2,true,14,true
[consuming],46,163.54104468552953,16,1,false,15,false
[con_ready],47,166.25772446356692,16,1,true,15,true
[consuming],48,167.33314437631483,16,0,false,16,false
[producing],49,178.1336427212692,17,1,false,16,false
[producing],50,186.34112256861513,18,2,false,16,false
[producing],51,195.1411927424115,19,3,false,16,false
[con_ready],52,199.15596649050437,19,3,true,16,true
[consuming],53,199.18112058098856,19,2,false,17,false
[producing],54,226.21135848315157,20,3,false,17,false
[con_ready],55,237.47892485996988,20,3,true,17,true
[consuming],56,238.84109698460054,20,2,false,18,false
[producing],57,245.35526172006163,21,3,false,18,false
[con_ready],58,246.34899022918785,21,3,true,18,true
[consuming],59,246.44215333730233,21,2,false,19,false
[producing],60,246.99355434128495,22,3,false,19,false
[con_ready],61,247.59046291912477,22,3,true,19,true
[consuming],62,247.99819997243745,22,2,false,20,false
[con_ready],63,254.27087612162094,22,2,true,20,true
[consuming],64,254.74186185404386,22,1,false,21,false
[producing],65,258.5833968304573,23,2,false,21,false
[con_ready],66,271.37533171884945,23,2,true,21,true
[consuming],67,272.3903548440569,23,1,false,22,false
[producing],68,285.5806407436802,24,2,false,22,false
[con_ready],69,289.17014993251564,24,2,true,22,true
[consuming],70,290.26793953176553,24,1,false,23,false
[con_ready],71,302.0375204444125,24,1,true,23,true
[consuming],72,304.4745031647488,24,0,false,24,false
[producing],73,314.74460042764184,25,1,false,24,false
[con_ready],74,318.99551475838825,25,1,true,24,true
[consuming],75,321.4552865030134,25,0,false,25,false
[producing],76,325.6212003766879,26,1,false,25,false
[con_ready],77,335.1688550010264,26,1,true,25,true
[consuming],78,335.2400634678621,26,0,false,26,false
[producing],79,351.09194160019064,27,1,false,26,false
[producing],80,360.71771601867425,28,2,false,26,false
[producing],81,374.7945405788349,29,3,false,26,false
[con_ready],82,379.055100326746,29,3,true,26,true
[consuming],83,379.9851091787876,29,2,false,27,false
[con_ready],84,383.80443951204717,29,2,true,27,true
[consuming],85,386.1518566980044,29,1,false,28,false
[producing],86,399.0015516675016,30,2,false,28,false
[producing],87,402.4647561320665,31,3,false,28,false
[producing],88,413.02604023839405,32,4,false,28,false
[producing],89,415.1516061886259,33,5,false,28,false
[con_ready],90,422.1840348152643,33,5,true,28,true
[consuming],91,422.25196325805297,33,4,false,29,false
[con_ready],92,426.7580394168527,33,4,true,29,true
[consuming],93,428.61474926474796,33,3,false,30,false
[producing],94,429.7178503301515,34,4,false,30,false
[con_ready],95,438.7457534029724,34,4,true,30,true
[consuming],96,439.4369845114719,34,3,false,31,false
[producing],97,442.31002651847155,35,4,false,31,false
[producing],98,447.097271493836,36,5,false,31,false
[producing],99,454.2319339653136,37,6,false,31,false
[producing],100,456.16573320650707,38,7,false,31,false
[producing],101,457.51795216735076,39,8,false,31,false
[con_ready],102,480.4297218368198,39,8,true,31,true
[consuming],103,481.557948718579,39,7,false,32,false
[con_ready],104,484.50645360726503,39,7,true,32,true
[consuming],105,485.8430344829675,39,6,false,33,false
[con_ready],106,486.90373170755817,39,6,true,33,true
[consuming],107,487.4050579146405,39,5,false,34,false
[con_ready],108,492.6090080220369,39,5,true,34,true
[consuming],109,493.21935925823595,39,4,false,35,false
[producing],110,501.3636924977146,40,5,false,35,false
[producing],111,506.537565857049,41,6,false,35,false
[con_ready],112,510.57473419044624,41,6,true,35,true
[consuming],113,511.56155619336465,41,5,false,36,false
[con_ready],114,526.2943344848745,41,5,true,36,true
[consuming],115,526.6502430907773,41,4,false,37,false
[con_ready],116,539.4838258986338,41,4,true,37,true
[consuming],117,540.7808462919879,41,3,false,38,false
[con_ready],118,545.7173369177507,41,3,true,38,true
[consuming],119,546.8846601322061,41,2,false,39,false
[con_ready],120,547.9614940385726,41,2,true,39,true
[consuming],121,548.9434793900598,41,1,false,40,false
[con_ready],122,553.0836585697414,41,1,true,40,true
[consuming],123,554.4980124431762,41,0,false,41,false
[producing],124,564.3938199549345,42,1,false,41,false
[producing],125,565.4100702998476,43,2,false,41,false
[producing],126,567.392468165067,44,3,false,41,false
[con_ready],127,568.7572378794742,44,3,true,41,true
[consuming],128,568.7737233550944,44,2,false,42,false
[con_ready],129,570.9646453723437,44,2,true,42,true
[consuming],130,572.002806388471,44,1,false,43,false
[con_ready],131,588.6599233722479,44,1,true,43,true
[consuming],132,588.8901898509542,44,0,false,44,false
[producing],133,592.8771967845745,45,1,false,44,false
[con_ready],134,600.0419712323147,45,1,true,44,true
[consuming],135,602.2567007950267,45,0,false,45,false
[producing],136,603.0690901607769,46,1,false,45,false
[producing],137,609.8356118656591,47,2,false,45,false
[producing],138,611.1108944764347,48,3,false,45,false
[con_ready],139,612.0011326645027,48,3,true,45,true
[consuming],140,613.5283282476123,48,2,false,46,false
[con_ready],141,613.8709750162975,48,2,true,46,true
[consuming],142,614.0011959633126,48,1,false,47,false
[producing],143,619.5156915447633,49,2,false,47,false
[producing],144,622.6570930198806,50,3,false,47,false
[producing],145,623.0859526998099,51,4,false,47,false
[con_ready],146,623.838965356556,51,4,true,47,true
[consuming],147,623.9773811808022,51,3,false,48,false
[con_ready],148,625.4958498959265,51,3,true,48,true
[consuming],149,625.9429492766444,51,2,false,49,false
[con_ready],150,630.3930219645221,51,2,true,49,true
[consuming],151,633.8794432259724,51,1,false,50,false
[con_ready],152,635.1496136519501,51,1,true,50,true
[consuming],153,635.5784341890974,51,0,false,51,false
[producing],154,636.3691699379209,52,1,false,51,false
[con_ready],155,638.0800298257407,52,1,true,51,true
[consuming],156,638.4082420400939,52,0,false,52,false
[producing],157,653.0873634508227,53,1,false,52,false
[con_ready],158,653.2277961148708,53,1,true,52,true
[consuming],159,653.4824516909882,53,0,false,53,false
[producing],160,694.6168685357667,54,1,false,53,false
[con_ready],161,704.9466552133231,54,1,true,53,true
[consuming],162,705.9773402417056,54,0,false,54,false
[producing],163,709.2319921434163,55,1,false,54,false
[producing],164,727.4285550547663,56,2,false,54,false
[producing],165,732.0830285241527,57,3,false,54,false
[con_ready],166,736.7991198747112,57,3,true,54,true
[consuming],167,736.9086523991625,57,2,false,55,false
[producing],168,738.2736829669167,58,3,false,55,false
[producing],169,740.868707344424,59,4,false,55,false
[producing],170,741.4713083098858,60,5,false,55,false
[con_ready],171,741.782119522443,60,5,true,55,true
[consuming],172,742.2199150143856,60,4,false,56,false
[con_ready],173,743.4766220366214,60,4,true,56,true
[consuming],174,744.3028279098302,60,3,false,57,false
[con_ready],175,749.4620218976252,60,3,true,57,true
[consuming],176,749.5525876018852,60,2,false,58,false
[con_ready],177,749.7803912950999,60,2,true,58,true
[consuming],178,750.3850171061622,60,1,false,59,false
[producing],179,761.4285822748194,61,2,false,59,false
[con_ready],180,766.6215438223096,61,2,true,59,true
[consuming],181,768.6320815535065,61,1,false,60,false
[producing],182,771.6145681669414,62,2,false,60,false
[producing],183,777.9920357390866,63,3,false,60,false
[con_ready],184,797.0204221609487,63,3,true,60,true
[consuming],185,797.0567886296876,63,2,false,61,false
[producing],186,804.7834851163166,64,3,false,61,false
[producing],187,810.9710562194059,65,4,false,61,false
[con_ready],188,814.6728507516056,65,4,true,61,true
[consuming],189,814.9503173364774,65,3,false,62,false
[producing],190,815.1468348583992,66,4,false,62,false
[producing],191,832.3676811165094,67,5,false,62,false
[con_ready],192,843.6287264385907,67,5,true,62,true
[consuming],193,843.745274689781,67,4,false,63,false
[producing],194,845.0403994997856,68,5,false,63,false
[producing],195,846.2077312963623,69,6,false,63,false
[con_ready],196,849.8423246253237,69,6,true,63,true
[consuming],197,849.8750758928417,69,5,false,64,false
[producing],198,852.2924122626325,70,6,false,64,false
[con_ready],199,856.2828393284119,70,6,true,64,true
[consuming],200,857.206309615134,70,5,false,65,false
[producing],201,861.5589444874279,71,6,false,65,false
[producing],202,865.1720507618396,72,7,false,65,false
[con_ready],203,875.8486985224297,72,7,true,65,true
[consuming],204,876.0173376509861,72,6,false,66,false
[con_ready],205,879.6096452153712,72,6,true,66,true
[consuming],206,879.8935784154853,72,5,false,67,false
[con_ready],207,883.038687429587,72,5,true,67,true
[consuming],208,883.0973292622081,72,4,false,68,false
[con_ready],209,885.1273484884564,72,4,true,68,true
[consuming],210,885.6105913533291,72,3,false,69,false
[con_ready],211,886.0953307565136,72,3,true,69,true
[consuming],212,886.5769140257057,72,2,false,70,false
[producing],213,888.778318897203,73,3,false,70,false
[con_ready],214,892.895572617537,73,3,true,70,true
[consuming],215,893.4848490205783,73,2,false,71,false
[producing],216,908.4275158289892,74,3,false,71,false
[con_ready],217,909.5735810057154,74,3,true,71,true
[consuming],218,913.5930289709042,74,2,false,72,false
[con_ready],219,934.0345104599473,74,2,true,72,true
[consuming],220,935.4061672313825,74,1,false,73,false
[producing],221,935.8502631944472,75,2,false,73,false
[producing],222,939.5089997833104,76,3,false,73,false
[con_ready],223,946.1674419296003,76,3,true,73,true
[consuming],224,947.4334184598952,76,2,false,74,false
[producing],225,957.4057165573989,77,3,false,74,false
[producing],226,966.8770947506217,78,4,false,74,false
[producing],227,976.5131123523923,79,5,false,74,false
[con_ready],228,979.8441381896499,79,5,true,74,true
[consuming],229,980.2423295953059,79,4,false,75,false
[con_ready],230,984.3273839252269,79,4,true,75,true
[consuming],231,985.4334520917905,79,3,false,76,false
[con_ready],232,996.3780653952116,79,3,true,76,true
[consuming],233,997.0582946530833,79,2,false,77,false
[producing],234,1000.6299769810089,80,3,false,77,false
[con_ready],235,1028.2517708677988,80,3,true,77,true
[consuming],236,1029.0205941057704,80,2,false,78,false
[con_ready],237,1033.3026911792708,80,2,true,78,true
[consuming],238,1036.04245597676,80,1,false,79,false
[con_ready],239,1041.2940552444368,80,1,true,79,true
[consuming],240,1042.1125260250717,80,0,false,80,false
