action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,39.88197336901786,1,1,false,false,false,0,false,0,false,0,false
[con_ready2],2,50.56337452452736,1,1,false,true,false,0,false,0,true,0,false
[consuming2],3,50.925958050314414,1,0,false,false,false,0,false,1,false,0,false
[producing],4,82.80049317080619,2,1,false,false,false,0,false,1,false,0,false
[con_ready3],5,84.96490431629866,2,1,false,false,true,0,false,1,false,0,true
[consuming3],6,85.6219988776432,2,0,false,false,false,0,false,1,false,1,false
[producing],7,248.23453364966474,3,1,false,false,false,0,false,1,false,1,false
[con_ready1],8,252.22796539090746,3,2,false,false,false,0,true,1,false,1,false
[con_ready3],9,253.54855335136418,3,2,false,false,true,0,true,1,false,1,true
[consuming3],10,255.33523807506091,3,1,false,false,false,0,true,1,false,2,false
[con_ready2],11,257.20591268947663,3,1,false,true,false,0,true,1,true,2,false
[consuming2],12,258.1467759997484,3,0,false,false,false,0,true,2,false,2,false
[producing],13,281.46669457919853,4,1,false,false,false,0,true,2,false,2,false
[producing],14,295.468430032533,5,1,true,false,false,0,true,2,false,2,false
[consuming1],15,295.685360320773,5,0,false,false,false,1,false,2,false,2,false
[producing],16,317.2263010439146,6,1,false,false,false,1,false,2,false,2,false
[con_ready1],17,346.8314469464559,6,2,false,false,false,1,true,2,false,2,false
[con_ready2],18,355.52321540957223,6,2,false,true,false,1,true,2,true,2,false
[consuming2],19,355.65978681415953,6,1,false,false,false,1,true,3,false,2,false
[producing],20,370.52165797775007,7,1,true,false,false,1,true,3,false,2,false
[consuming1],21,370.72041625719345,7,0,false,false,false,2,false,3,false,2,false
[producing],22,390.2368597499399,8,1,false,false,false,2,false,3,false,2,false
[producing],23,391.5409499717363,9,1,true,false,false,2,false,3,false,2,false
