action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,45.57517021805819,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,53.4958430200826,1,1,false,false,true,0,false,0,false,0,true
[consuming3],3,53.67460136016795,1,0,false,false,false,0,false,0,false,1,false
[producing],4,67.49112459241503,2,1,false,false,false,0,false,0,false,1,false
[con_ready3],5,68.47147774914714,2,1,false,false,true,0,false,0,false,1,true
[consuming3],6,68.96199352494715,2,0,false,false,false,0,false,0,false,2,false
[producing],7,93.5825392373812,3,1,false,false,false,0,false,0,false,2,false
[con_ready1],8,94.02107346210612,3,2,false,false,false,0,true,0,false,2,false
[con_ready3],9,113.41419166427258,3,2,false,false,true,0,true,0,false,2,true
[consuming3],10,114.58512442151537,3,1,false,false,false,0,true,0,false,3,false
[producing],11,121.63026380013167,4,1,true,false,false,0,true,0,false,3,false
[consuming1],12,122.84010072501226,4,0,false,false,false,1,false,0,false,3,false
[producing],13,204.88367525555222,5,1,false,false,false,1,false,0,false,3,false
[con_ready2],14,224.5350226969322,5,1,false,true,false,1,false,0,true,3,false
[consuming2],15,225.71127905355968,5,0,false,false,false,1,false,1,false,3,false
[producing],16,236.09612219986641,6,1,false,false,false,1,false,1,false,3,false
[con_ready1],17,239.5810744805821,6,2,false,false,false,1,true,1,false,3,false
[producing],18,239.5844695326313,7,2,true,false,false,1,true,1,false,3,false
[consuming1],19,240.25852805198397,7,1,false,false,false,2,false,1,false,3,false
[con_ready3],20,255.43383561456136,7,1,false,false,true,2,false,1,false,3,true
[consuming3],21,257.06741820912777,7,0,false,false,false,2,false,1,false,4,false
[producing],22,259.3298053492267,8,1,false,false,false,2,false,1,false,4,false
[con_ready2],23,279.2554202520493,8,1,false,true,false,2,false,1,true,4,false
[consuming2],24,280.1171970706498,8,0,false,false,false,2,false,2,false,4,false
[producing],25,280.4290737180817,9,1,false,false,false,2,false,2,false,4,false
[con_ready1],26,304.05188909463715,9,2,false,false,false,2,true,2,false,4,false
[con_ready3],27,304.13972609658674,9,2,false,false,true,2,true,2,false,4,true
[consuming3],28,304.3361730152632,9,1,false,false,false,2,true,2,false,5,false
[con_ready3],29,305.7344974386301,9,1,false,false,true,2,true,2,false,5,true
[consuming3],30,307.9226858450682,9,0,false,false,false,2,true,2,false,6,false
[producing],31,315.1230509167444,10,1,false,false,false,2,true,2,false,6,false
[con_ready2],32,315.60599656767613,10,1,false,true,false,2,true,2,true,6,false
[consuming2],33,315.6140997539813,10,0,false,false,false,2,true,3,false,6,false
[producing],34,363.4421754915237,11,1,false,false,false,2,true,3,false,6,false
[con_ready3],35,374.8977293529555,11,1,false,false,true,2,true,3,false,6,true
[consuming3],36,376.8723514372882,11,0,false,false,false,2,true,3,false,7,false
[producing],37,457.91964042402265,12,1,false,false,false,2,true,3,false,7,false
[con_ready3],38,481.38525046314453,12,1,false,false,true,2,true,3,false,7,true
[consuming3],39,482.4179416758152,12,0,false,false,false,2,true,3,false,8,false
[producing],40,567.308202429241,13,1,false,false,false,2,true,3,false,8,false
[con_ready3],41,570.6343221715892,13,1,false,false,true,2,true,3,false,8,true
[consuming3],42,570.8772028957433,13,0,false,false,false,2,true,3,false,9,false
[producing],43,615.7678567007523,14,1,false,false,false,2,true,3,false,9,false
[producing],44,670.7488512271116,15,1,true,false,false,2,true,3,false,9,false
[consuming1],45,671.5053549835125,15,0,false,false,false,3,false,3,false,9,false
[producing],46,762.5308091509228,16,1,false,false,false,3,false,3,false,9,false
[con_ready1],47,764.7244987874778,16,2,false,false,false,3,true,3,false,9,false
[con_ready3],48,774.0016259740316,16,2,false,false,true,3,true,3,false,9,true
[consuming3],49,776.1427913002748,16,1,false,false,false,3,true,3,false,10,false
[producing],50,797.3016497920676,17,1,true,false,false,3,true,3,false,10,false
[consuming1],51,800.7933237806436,17,0,false,false,false,4,false,3,false,10,false
[producing],52,822.7145012531628,18,1,false,false,false,4,false,3,false,10,false
[con_ready3],53,839.3993352522492,18,1,false,false,true,4,false,3,false,10,true
[consuming3],54,840.9936596253374,18,0,false,false,false,4,false,3,false,11,false
[producing],55,880.421824152775,19,1,false,false,false,4,false,3,false,11,false
[producing],56,887.1896484673745,20,1,true,false,false,4,false,3,false,11,false
