action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,8.410103743972304,1,1,false,false,0,false,0,false
[con_ready1],2,12.506700532707935,1,1,true,false,0,true,0,false
[consuming1],3,12.82455787665175,1,0,false,false,1,false,0,false
[producing],4,22.50740223533616,2,1,false,false,1,false,0,false
[con_ready2],5,34.35358016543625,2,1,false,true,1,false,0,true
[consuming2],6,35.564556854841484,2,0,false,false,1,false,1,false
[producing],7,36.09144688304532,3,1,false,false,1,false,1,false
[con_ready2],8,47.28339172091667,3,1,false,true,1,false,1,true
[consuming2],9,49.811559145868564,3,0,false,false,1,false,2,false
[producing],10,64.6535367052012,4,1,false,false,1,false,2,false
[producing],11,71.37797953507724,5,2,false,false,1,false,2,false
[producing],12,73.18481881041096,6,3,false,false,1,false,2,false
[con_ready2],13,79.11495737862697,6,3,false,true,1,false,2,true
[consuming2],14,80.12872417097918,6,2,false,false,1,false,3,false
[con_ready2],15,84.99838841165413,6,2,false,true,1,false,3,true
[consuming2],16,87.46330828250206,6,1,false,false,1,false,4,false
[producing],17,98.1380170168823,7,2,false,false,1,false,4,false
[con_ready1],18,104.59846165045651,7,2,true,false,1,true,4,false
[consuming1],19,104.62658813758317,7,1,false,false,2,false,4,false
[con_ready1],20,105.41653376313688,7,1,true,false,2,true,4,false
[consuming1],21,105.55340596409616,7,0,false,false,3,false,4,false
[producing],22,224.06352169154184,8,1,false,false,3,false,4,false
[con_ready1],23,237.74967709340953,8,1,true,false,3,true,4,false
[consuming1],24,238.20728970604736,8,0,false,false,4,false,4,false
[producing],25,265.5274317802088,9,1,false,false,4,false,4,false
[con_ready1],26,291.83815724568433,9,1,true,false,4,true,4,false
[consuming1],27,292.97877742976965,9,0,false,false,5,false,4,false
[producing],28,302.82157625672477,10,1,false,false,5,false,4,false
[con_ready2],29,317.0533366203895,10,1,false,true,5,false,4,true
[consuming2],30,317.3256423285348,10,0,false,false,5,false,5,false
