action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,2.063438033047827,1,1,false,false,0,false,0,false
[con_ready2],2,6.260348163332594,1,1,false,true,0,false,0,true
[consuming2],3,7.605922030468404,1,0,false,false,0,false,1,false
[producing],4,17.850982194509747,2,1,false,false,0,false,1,false
[con_ready1],5,32.84383913551427,2,1,true,false,0,true,1,false
[consuming1],6,33.786775059260805,2,0,false,false,1,false,1,false
[producing],7,48.668727191482574,3,1,false,false,1,false,1,false
[con_ready1],8,52.77094719795741,3,1,true,false,1,true,1,false
[consuming1],9,53.301754000590826,3,0,false,false,2,false,1,false
[producing],10,64.81247665817637,4,1,false,false,2,false,1,false
[producing],11,73.48134341753516,5,2,false,false,2,false,1,false
[producing],12,92.36555122574775,6,3,false,false,2,false,1,false
[con_ready1],13,132.0146957154709,6,3,true,false,2,true,1,false
[consuming1],14,132.22387806596504,6,2,false,false,3,false,1,false
[producing],15,139.88448114333715,7,3,false,false,3,false,1,false
[con_ready2],16,157.35411862952293,7,3,false,true,3,false,1,true
[consuming2],17,157.5149820616727,7,2,false,false,3,false,2,false
[con_ready1],18,160.748038112685,7,2,true,false,3,true,2,false
[consuming1],19,163.8574249593928,7,1,false,false,4,false,2,false
[con_ready1],20,168.809800277221,7,1,true,false,4,true,2,false
[consuming1],21,169.1888001449201,7,0,false,false,5,false,2,false
[producing],22,184.32237780629208,8,1,false,false,5,false,2,false
[con_ready2],23,191.3368093765071,8,1,false,true,5,false,2,true
[consuming2],24,191.73578716462225,8,0,false,false,5,false,3,false
[producing],25,260.15560661038865,9,1,false,false,5,false,3,false
[con_ready1],26,262.4935866818085,9,1,true,false,5,true,3,false
[consuming1],27,264.41554279451697,9,0,false,false,6,false,3,false
[producing],28,344.2985204453292,10,1,false,false,6,false,3,false
[con_ready1],29,374.12504839455494,10,1,true,false,6,true,3,false
[consuming1],30,375.4247460376886,10,0,false,false,7,false,3,false
