action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,56.92678798900805,1,1,false,false,0,false,0,false
[producing],2,67.9328139682488,2,2,false,false,0,false,0,false
[producing],3,71.73373487676378,3,3,false,false,0,false,0,false
[con_ready1],4,86.17602105737913,3,3,true,false,0,true,0,false
[consuming1],5,87.66893996270869,3,2,false,false,1,false,0,false
[con_ready2],6,88.16015972894849,3,2,false,true,1,false,0,true
[consuming2],7,89.58514838982471,3,1,false,false,1,false,1,false
[producing],8,125.90856970625434,4,2,false,false,1,false,1,false
[con_ready2],9,129.95462464730468,4,2,false,true,1,false,1,true
[consuming2],10,131.0433742046763,4,1,false,false,1,false,2,false
[con_ready2],11,134.29187523660275,4,1,false,true,1,false,2,true
[consuming2],12,134.404729457424,4,0,false,false,1,false,3,false
[producing],13,190.3994617640744,5,1,false,false,1,false,3,false
[con_ready2],14,194.15165403863443,5,1,false,true,1,false,3,true
[consuming2],15,194.78009523577506,5,0,false,false,1,false,4,false
[producing],16,214.45642382738305,6,1,false,false,1,false,4,false
[con_ready2],17,221.9648514125789,6,1,false,true,1,false,4,true
[consuming2],18,221.9700981215824,6,0,false,false,1,false,5,false
[producing],19,244.68161785972552,7,1,false,false,1,false,5,false
[con_ready1],20,259.3076296697206,7,1,true,false,1,true,5,false
[consuming1],21,259.6154915279907,7,0,false,false,2,false,5,false
[producing],22,262.9659409029695,8,1,false,false,2,false,5,false
[producing],23,289.3166167780952,9,2,false,false,2,false,5,false
[con_ready1],24,290.025775385634,9,2,true,false,2,true,5,false
[consuming1],25,290.36689537590553,9,1,false,false,3,false,5,false
[con_ready1],26,305.2325758499026,9,1,true,false,3,true,5,false
[consuming1],27,305.68265723708606,9,0,false,false,4,false,5,false
[producing],28,329.5339167122727,10,1,false,false,4,false,5,false
[con_ready2],29,334.8498055469634,10,1,false,true,4,false,5,true
[consuming2],30,334.89426788141367,10,0,false,false,4,false,6,false
