action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,24.737105779578208,1,1,false,false,0,false,0,false
[producing],2,37.11035153032605,2,2,false,false,0,false,0,false
[con_ready2],3,38.430571673996276,2,2,false,true,0,false,0,true
[consuming2],4,39.58767435793246,2,1,false,false,0,false,1,false
[con_ready2],5,45.120792345663666,2,1,false,true,0,false,1,true
[consuming2],6,48.6786683479163,2,0,false,false,0,false,2,false
[producing],7,74.63103808741353,3,1,false,false,0,false,2,false
[producing],8,82.13559655142922,4,2,false,false,0,false,2,false
[con_ready1],9,91.82773080865056,4,2,true,false,0,true,2,false
[consuming1],10,92.12345201340358,4,1,false,false,1,false,2,false
[con_ready1],11,96.64816957514793,4,1,true,false,1,true,2,false
[consuming1],12,96.8374174742279,4,0,false,false,2,false,2,false
[producing],13,240.49382153978252,5,1,false,false,2,false,2,false
[producing],14,247.00162447073458,6,2,false,false,2,false,2,false
[con_ready1],15,255.1593496246905,6,2,true,false,2,true,2,false
[consuming1],16,255.7532815386413,6,1,false,false,3,false,2,false
[con_ready1],17,258.6623346012106,6,1,true,false,3,true,2,false
[consuming1],18,258.66867551891636,6,0,false,false,4,false,2,false
[producing],19,282.2939565570493,7,1,false,false,4,false,2,false
[con_ready1],20,283.9508575260657,7,1,true,false,4,true,2,false
[consuming1],21,284.67939808512835,7,0,false,false,5,false,2,false
[producing],22,398.52984335115354,8,1,false,false,5,false,2,false
[producing],23,412.934891245757,9,2,false,false,5,false,2,false
[con_ready2],24,414.08302694588946,9,2,false,true,5,false,2,true
[consuming2],25,414.51588581540256,9,1,false,false,5,false,3,false
[producing],26,435.4469945909426,10,2,false,false,5,false,3,false
[con_ready2],27,442.4516980053416,10,2,false,true,5,false,3,true
[consuming2],28,442.9153884284574,10,1,false,false,5,false,4,false
[con_ready2],29,460.79342000398634,10,1,false,true,5,false,4,true
[consuming2],30,462.01508741164594,10,0,false,false,5,false,5,false
