action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,2.050936444666059,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing2],2,8.597203733415823,1,1,0,2,false,false,false,0,false,0,false,0,false
[producing3],3,9.775223038953861,1,1,1,3,false,false,false,0,false,0,false,0,false
[con_ready3],4,13.079541253053295,1,1,1,3,false,false,true,0,false,0,false,0,true
[consuming3],5,14.774653066982564,1,1,1,2,false,false,false,0,false,0,false,1,false
[producing2],6,18.036556545942,1,2,1,3,false,false,false,0,false,0,false,1,false
[producing3],7,25.61449065068153,1,2,2,4,false,false,false,0,false,0,false,1,false
[producing2],8,27.90180020654413,1,3,2,5,false,false,false,0,false,0,false,1,false
[con_ready2],9,41.82165032156033,1,3,2,5,false,true,false,0,false,0,true,1,false
[consuming2],10,42.19392842284903,1,3,2,4,false,false,false,0,false,1,false,1,false
[con_ready1],11,42.78807375713231,1,3,2,4,true,false,false,0,true,1,false,1,false
[consuming1],12,43.322134992630076,1,3,2,3,false,false,false,1,false,1,false,1,false
[producing3],13,49.50559224186921,1,3,3,4,false,false,false,1,false,1,false,1,false
[producing2],14,49.8317752590236,1,4,3,5,false,false,false,1,false,1,false,1,false
[con_ready1],15,51.59542386788477,1,4,3,5,true,false,false,1,true,1,false,1,false
[consuming1],16,53.705144474473435,1,4,3,4,false,false,false,2,false,1,false,1,false
[producing2],17,55.61001087880227,1,5,3,5,false,false,false,2,false,1,false,1,false
[con_ready3],18,63.90244996529411,1,5,3,5,false,false,true,2,false,1,false,1,true
[consuming3],19,64.93105080670162,1,5,3,4,false,false,false,2,false,1,false,2,false
[con_ready1],20,71.46022170039626,1,5,3,4,true,false,false,2,true,1,false,2,false
[consuming1],21,73.22148594402739,1,5,3,3,false,false,false,3,false,1,false,2,false
[producing3],22,75.76540019062634,1,5,4,4,false,false,false,3,false,1,false,2,false
[producing3],23,80.43050330960496,1,5,5,5,false,false,false,3,false,1,false,2,false
[con_ready3],24,95.78908172147156,1,5,5,5,false,false,true,3,false,1,false,2,true
[consuming3],25,96.19345764062378,1,5,5,4,false,false,false,3,false,1,false,3,false
[con_ready2],26,102.5352740894269,1,5,5,4,false,true,false,3,false,1,true,3,false
[consuming2],27,104.33009526020278,1,5,5,3,false,false,false,3,false,2,false,3,false
[producing3],28,104.67570346686067,1,5,6,4,false,false,false,3,false,2,false,3,false
[producing2],29,105.64208955240629,1,6,6,5,false,false,false,3,false,2,false,3,false
[con_ready1],30,106.29620550096048,1,6,6,5,true,false,false,3,true,2,false,3,false
[consuming1],31,107.89018087876407,1,6,6,4,false,false,false,4,false,2,false,3,false
[producing],32,111.89787620213909,2,6,6,5,false,false,false,4,false,2,false,3,false
[con_ready3],33,174.99868012090226,2,6,6,5,false,false,true,4,false,2,false,3,true
[consuming3],34,175.50494424211203,2,6,6,4,false,false,false,4,false,2,false,4,false
[producing3],35,176.74689535865556,2,6,7,5,false,false,false,4,false,2,false,4,false
[con_ready3],36,176.7621825241927,2,6,7,5,false,false,true,4,false,2,false,4,true
[consuming3],37,177.919022238293,2,6,7,4,false,false,false,4,false,2,false,5,false
[producing3],38,183.50730433946603,2,6,8,5,false,false,false,4,false,2,false,5,false
[con_ready1],39,186.19696142508042,2,6,8,5,true,false,false,4,true,2,false,5,false
[consuming1],40,189.92435128950643,2,6,8,4,false,false,false,5,false,2,false,5,false
[producing2],41,193.2490948005894,2,7,8,5,false,false,false,5,false,2,false,5,false
[con_ready2],42,206.1301205947003,2,7,8,5,false,true,false,5,false,2,true,5,false
[consuming2],43,206.87048922881334,2,7,8,4,false,false,false,5,false,3,false,5,false
[producing],44,208.87477923527248,3,7,8,5,false,false,false,5,false,3,false,5,false
[con_ready1],45,210.68703617677937,3,7,8,5,true,false,false,5,true,3,false,5,false
[consuming1],46,211.316816312255,3,7,8,4,false,false,false,6,false,3,false,5,false
[producing],47,220.0941754990156,4,7,8,5,false,false,false,6,false,3,false,5,false
[con_ready3],48,227.3230515800312,4,7,8,5,false,false,true,6,false,3,false,5,true
[consuming3],49,227.71498424349423,4,7,8,4,false,false,false,6,false,3,false,6,false
[producing2],50,231.9607903400467,4,8,8,5,false,false,false,6,false,3,false,6,false
[con_ready2],51,240.31483590595715,4,8,8,5,false,true,false,6,false,3,true,6,false
[consuming2],52,240.68369674315963,4,8,8,4,false,false,false,6,false,4,false,6,false
[producing2],53,241.15153819546134,4,9,8,5,false,false,false,6,false,4,false,6,false
[con_ready3],54,243.6547917964892,4,9,8,5,false,false,true,6,false,4,false,6,true
[consuming3],55,244.0813415463638,4,9,8,4,false,false,false,6,false,4,false,7,false
[con_ready3],56,249.7826840754131,4,9,8,4,false,false,true,6,false,4,false,7,true
[consuming3],57,250.67334344738728,4,9,8,3,false,false,false,6,false,4,false,8,false
[con_ready2],58,253.5291452627905,4,9,8,3,false,true,false,6,false,4,true,8,false
[consuming2],59,253.6027437274647,4,9,8,2,false,false,false,6,false,5,false,8,false
[producing3],60,255.0172454497008,4,9,9,3,false,false,false,6,false,5,false,8,false
[con_ready1],61,256.9289814616952,4,9,9,3,true,false,false,6,true,5,false,8,false
[consuming1],62,257.4554217154993,4,9,9,2,false,false,false,7,false,5,false,8,false
[producing2],63,257.5866619251991,4,10,9,3,false,false,false,7,false,5,false,8,false
[producing],64,260.9912404863171,5,10,9,4,false,false,false,7,false,5,false,8,false
[producing],65,263.84125132965147,6,10,9,5,false,false,false,7,false,5,false,8,false
[con_ready1],66,273.4413268674212,6,10,9,5,true,false,false,7,true,5,false,8,false
[consuming1],67,274.62889460012644,6,10,9,4,false,false,false,8,false,5,false,8,false
[producing3],68,283.9690975503156,6,10,10,5,false,false,false,8,false,5,false,8,false
[con_ready2],69,284.8499778568913,6,10,10,5,false,true,false,8,false,5,true,8,false
[consuming2],70,285.0842440377522,6,10,10,4,false,false,false,8,false,6,false,8,false
[con_ready1],71,288.9070534114827,6,10,10,4,true,false,false,8,true,6,false,8,false
[consuming1],72,289.2780279207693,6,10,10,3,false,false,false,9,false,6,false,8,false
[producing],73,289.62870131269125,7,10,10,4,false,false,false,9,false,6,false,8,false
[con_ready3],74,290.3464924110978,7,10,10,4,false,false,true,9,false,6,false,8,true
[consuming3],75,291.25349257356385,7,10,10,3,false,false,false,9,false,6,false,9,false
[con_ready3],76,307.8732197954196,7,10,10,3,false,false,true,9,false,6,false,9,true
[consuming3],77,309.47465645725174,7,10,10,2,false,false,false,9,false,6,false,10,false
[con_ready1],78,328.6979729828663,7,10,10,2,true,false,false,9,true,6,false,10,false
[consuming1],79,328.7163214768698,7,10,10,1,false,false,false,10,false,6,false,10,false
[producing],80,365.4734995283257,8,10,10,2,false,false,false,10,false,6,false,10,false
[con_ready2],81,369.48083933508224,8,10,10,2,false,true,false,10,false,6,true,10,false
[consuming2],82,370.69576988676977,8,10,10,1,false,false,false,10,false,7,false,10,false
[producing],83,390.2512188008989,9,10,10,2,false,false,false,10,false,7,false,10,false
[producing],84,400.924808352525,10,10,10,3,false,false,false,10,false,7,false,10,false
[con_ready2],85,421.0118848702916,10,10,10,3,false,true,false,10,false,7,true,10,false
[consuming2],86,422.12782278046956,10,10,10,2,false,false,false,10,false,8,false,10,false
[con_ready2],87,422.73797725218566,10,10,10,2,false,true,false,10,false,8,true,10,false
[consuming2],88,423.4871847552097,10,10,10,1,false,false,false,10,false,9,false,10,false
[con_ready2],89,427.44380469487305,10,10,10,1,false,true,false,10,false,9,true,10,false
[consuming2],90,428.1497266409768,10,10,10,0,false,false,false,10,false,10,false,10,false
