action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,53.47936796546463,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,56.90109258329626,1,0,1,2,false,false,false,0,false,0,false,0,false
[producing3],3,62.44224301998699,1,0,2,3,false,false,false,0,false,0,false,0,false
[producing],4,69.8427803118476,2,0,2,4,false,false,false,0,false,0,false,0,false
[producing3],5,79.14794952087439,2,0,3,5,false,false,false,0,false,0,false,0,false
[con_ready2],6,89.66339213549547,2,0,3,5,false,true,false,0,false,0,true,0,false
[consuming2],7,92.35831877469408,2,0,3,4,false,false,false,0,false,1,false,0,false
[con_ready2],8,98.10224227205771,2,0,3,4,false,true,false,0,false,1,true,0,false
[consuming2],9,98.50586298597787,2,0,3,3,false,false,false,0,false,2,false,0,false
[producing2],10,102.22149116469828,2,1,3,4,false,false,false,0,false,2,false,0,false
[producing],11,102.46242515239075,3,1,3,5,false,false,false,0,false,2,false,0,false
[con_ready3],12,107.71647822096999,3,1,3,5,false,false,true,0,false,2,false,0,true
[consuming3],13,108.20810199674884,3,1,3,4,false,false,false,0,false,2,false,1,false
[producing3],14,109.36738342007268,3,1,4,5,false,false,false,0,false,2,false,1,false
[con_ready1],15,122.53869540689854,3,1,4,5,true,false,false,0,true,2,false,1,false
[consuming1],16,124.30639032624143,3,1,4,4,false,false,false,1,false,2,false,1,false
[producing2],17,129.4697938706616,3,2,4,5,false,false,false,1,false,2,false,1,false
[con_ready2],18,151.7123447834822,3,2,4,5,false,true,false,1,false,2,true,1,false
[consuming2],19,151.82196051757862,3,2,4,4,false,false,false,1,false,3,false,1,false
[producing2],20,153.77379405695672,3,3,4,5,false,false,false,1,false,3,false,1,false
[con_ready3],21,160.3320033959861,3,3,4,5,false,false,true,1,false,3,false,1,true
[consuming3],22,160.88842867006204,3,3,4,4,false,false,false,1,false,3,false,2,false
[producing3],23,170.23522764371415,3,3,5,5,false,false,false,1,false,3,false,2,false
[con_ready1],24,192.18838541312383,3,3,5,5,true,false,false,1,true,3,false,2,false
[consuming1],25,192.37021886732074,3,3,5,4,false,false,false,2,false,3,false,2,false
[con_ready2],26,200.67913407426582,3,3,5,4,false,true,false,2,false,3,true,2,false
[consuming2],27,201.12769310163597,3,3,5,3,false,false,false,2,false,4,false,2,false
[con_ready3],28,206.62518378236672,3,3,5,3,false,false,true,2,false,4,false,2,true
