action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,26.641596320663904,1,0,0,1,false,false,false,0,false,0,false,0,false
[producing3],2,27.628774118306954,1,0,1,2,false,false,false,0,false,0,false,0,false
[con_ready1],3,28.77380029690151,1,0,1,3,false,false,false,0,true,0,false,0,false
[con_ready3],4,63.08431946229871,1,0,1,3,false,false,true,0,true,0,false,0,true
[consuming3],5,64.6710128041497,1,0,1,2,false,false,false,0,true,0,false,1,false
[con_ready3],6,64.98204761760935,1,0,1,2,false,false,true,0,true,0,false,1,true
[consuming3],7,67.03068213221293,1,0,1,1,false,false,false,0,true,0,false,2,false
[producing3],8,67.05344540865771,1,0,2,1,true,false,false,0,true,0,false,2,false
[consuming1],9,67.70187733287092,1,0,2,0,false,false,false,1,false,0,false,2,false
[producing],10,75.20021319220291,2,0,2,1,false,false,false,1,false,0,false,2,false
[con_ready2],11,76.7649585286157,2,0,2,1,false,true,false,1,false,0,true,2,false
[consuming2],12,76.88064643228479,2,0,2,0,false,false,false,1,false,1,false,2,false
[producing],13,79.88358949032929,3,0,2,1,false,false,false,1,false,1,false,2,false
[producing2],14,88.17214772409841,3,1,2,2,false,false,false,1,false,1,false,2,false
[producing2],15,88.29871258139673,3,2,2,3,false,false,false,1,false,1,false,2,false
[con_ready1],16,103.15771988591302,3,2,2,3,true,false,false,1,true,1,false,2,false
[consuming1],17,105.61890182618963,3,2,2,2,false,false,false,2,false,1,false,2,false
[producing],18,109.62626709711651,4,2,2,3,false,false,false,2,false,1,false,2,false
[con_ready3],19,122.80437048257637,4,2,2,3,false,false,true,2,false,1,false,2,true
[consuming3],20,123.58500557611686,4,2,2,2,false,false,false,2,false,1,false,3,false
[producing2],21,124.04427173863982,4,3,2,3,false,false,false,2,false,1,false,3,false
[con_ready2],22,126.99928896728039,4,3,2,3,false,true,false,2,false,1,true,3,false
[consuming2],23,127.1065607960077,4,3,2,2,false,false,false,2,false,2,false,3,false
[producing],24,130.33946803449385,5,3,2,3,false,false,false,2,false,2,false,3,false
[con_ready2],25,136.7435184381026,5,3,2,3,false,true,false,2,false,2,true,3,false
[consuming2],26,138.01396958451954,5,3,2,2,false,false,false,2,false,3,false,3,false
[producing3],27,152.86738114208234,5,3,3,3,false,false,false,2,false,3,false,3,false
[con_ready1],28,174.91818791613977,5,3,3,3,true,false,false,2,true,3,false,3,false
[consuming1],29,175.49226680412846,5,3,3,2,false,false,false,3,false,3,false,3,false
[con_ready2],30,177.39809462413632,5,3,3,2,false,true,false,3,false,3,true,3,false
[consuming2],31,177.78243530407318,5,3,3,1,false,false,false,3,false,4,false,3,false
[con_ready2],32,178.66111101831305,5,3,3,1,false,true,false,3,false,4,true,3,false
[consuming2],33,179.03140067286216,5,3,3,0,false,false,false,3,false,5,false,3,false
