,action,step,s_X0,s_X1,s_X2,s_X3,s_X4,s_X5,s_X6,s_X7,s_X8,s_X9,s_X10,s_X11,s_X12,s_X13,s_X14,s_X15,s_X16,s_X17,s_X18,s_X19
0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,REST_X0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,[X0_X15_GET_req],2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,REST_X15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4,REST_X15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
5,[X15_X12_GET_req],5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0
6,REST_X12,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0
7,REST_X12,7,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0
8,[X12_X13_GET_req],8,3,0,0,0,0,0,0,0,0,0,0,0,6,1,0,6,0,0,0,0
9,REST_X13,9,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,0,0,0,0
10,REST_X13,10,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0
11,[X12_X13_GET_resp_2xx],11,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0
12,[X15_X12_GET_resp_2xx],12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
13,[X0_X15_GET_resp_2xx],13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,REST_X0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,[X0_X10_GET_req],15,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,REST_X10,16,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
17,REST_X10,17,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
18,[X10_X3_GET_req],18,19,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
19,REST_X3,19,19,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
20,REST_X3,20,19,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
21,[X10_X3_GET_resp_2xx],21,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
22,[X0_X10_GET_resp_2xx],22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,REST_X0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,[X0_X10_GET_req],24,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,REST_X10,25,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26,REST_X10,26,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
27,[X10_X9_GET_req],27,19,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0
28,REST_X9,28,19,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0
29,REST_X9,29,19,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0
30,[X9_X7_GET_req],30,19,0,0,0,0,0,0,1,0,6,10,0,0,0,0,0,0,0,0,0
31,REST_X7,31,19,0,0,0,0,0,0,2,0,6,10,0,0,0,0,0,0,0,0,0
32,REST_X7,32,19,0,0,0,0,0,0,5,0,6,10,0,0,0,0,0,0,0,0,0
