action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,95.01303125100304,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,108.65692196991998,1,1,true,false,false,0,true,0,false,0,false
[consuming1],3,109.13637003961772,1,0,false,false,false,1,false,0,false,0,false
[producing],4,111.52336865343639,2,1,false,false,false,1,false,0,false,0,false
[con_ready3],5,115.8772178153523,2,1,false,false,true,1,false,0,false,0,true
[consuming3],6,116.13481120973974,2,0,false,false,false,1,false,0,false,1,false
[producing],7,195.65837080102835,3,1,false,false,false,1,false,0,false,1,false
[con_ready2],8,200.45043945538367,3,1,false,true,false,1,false,0,true,1,false
[consuming2],9,200.68132115942618,3,0,false,false,false,1,false,1,false,1,false
[producing],10,229.07458856664016,4,1,false,false,false,1,false,1,false,1,false
[producing],11,243.99581366301842,5,2,false,false,false,1,false,1,false,1,false
[con_ready1],12,267.4339825870115,5,2,true,false,false,1,true,1,false,1,false
[consuming1],13,267.4486387483756,5,1,false,false,false,2,false,1,false,1,false
[con_ready2],14,268.7162978631194,5,1,false,true,false,2,false,1,true,1,false
[consuming2],15,271.1441305071529,5,0,false,false,false,2,false,2,false,1,false
[producing],16,294.1064835562195,6,1,false,false,false,2,false,2,false,1,false
[con_ready3],17,308.91413406684654,6,1,false,false,true,2,false,2,false,1,true
[consuming3],18,309.3270661783618,6,0,false,false,false,2,false,2,false,2,false
[producing],19,315.10831069254715,7,1,false,false,false,2,false,2,false,2,false
[con_ready2],20,322.6770711434263,7,1,false,true,false,2,false,2,true,2,false
[consuming2],21,323.7137642564469,7,0,false,false,false,2,false,3,false,2,false
[producing],22,380.62257804355175,8,1,false,false,false,2,false,3,false,2,false
[producing],23,381.0607072013823,9,2,false,false,false,2,false,3,false,2,false
[producing],24,381.75753915350066,10,3,false,false,false,2,false,3,false,2,false
[con_ready2],25,383.32271423735006,10,3,false,true,false,2,false,3,true,2,false
[consuming2],26,384.88829581438915,10,2,false,false,false,2,false,4,false,2,false
[con_ready3],27,391.4142154463042,10,2,false,false,true,2,false,4,false,2,true
[consuming3],28,393.2441942735466,10,1,false,false,false,2,false,4,false,3,false
[producing],29,394.17025451912184,11,2,false,false,false,2,false,4,false,3,false
[con_ready1],30,404.0393530052782,11,2,true,false,false,2,true,4,false,3,false
[consuming1],31,405.4068408777898,11,1,false,false,false,3,false,4,false,3,false
[producing],32,408.44571921218846,12,2,false,false,false,3,false,4,false,3,false
