action,step,time,p,p2,p3,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3,f,b2,serving11,serving12,serving13,c11,getting11,c12,getting12,c13,getting13
-,0,0.0,0,0,0,0,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],1,2.3748382710112876,1,0,0,1,false,false,false,0,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],2,7.040562701681993,1,0,0,1,true,false,false,0,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],3,7.181799238010089,1,0,0,0,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing],4,81.76374383975424,2,0,0,1,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],5,82.55795266406513,2,1,0,2,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],6,87.40991242598807,2,2,0,3,false,false,false,1,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],7,91.80654196351583,2,2,0,3,true,false,false,1,true,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],8,92.09928665881532,2,2,0,2,false,false,false,2,false,0,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],9,92.93884043077009,2,2,0,2,false,true,false,2,false,0,true,0,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],10,93.02637325226141,2,2,0,1,false,false,false,2,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],11,106.45936178778798,2,2,1,2,false,false,false,2,false,1,false,0,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],12,110.63255404642774,2,2,1,2,false,false,true,2,false,1,false,0,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],13,110.99578186338528,2,2,1,1,false,false,false,2,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],14,112.86443251935215,2,3,1,2,false,false,false,2,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],15,114.7061763248057,2,3,2,3,false,false,false,2,false,1,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],16,123.40975734922272,2,3,2,3,false,true,false,2,false,1,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],17,124.33499328720875,2,3,2,2,false,false,false,2,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing2],18,125.44336559704686,2,4,2,3,false,false,false,2,false,2,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready2],19,127.12134872275244,2,4,2,3,false,true,false,2,false,2,true,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming2],20,127.6296040794689,2,4,2,2,false,false,false,2,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[producing],21,129.33593724341506,3,4,2,3,false,false,false,2,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready1],22,135.92095606492393,3,4,2,3,true,false,false,2,true,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[consuming1],23,136.66103915678679,3,4,2,2,false,false,false,3,false,3,false,1,false,0,0,false,false,false,0,false,0,false,0,false
[con_ready3],24,139.16383174176693,3,4,2,2,false,false,true,3,false,3,false,1,true,0,0,false,false,false,0,false,0,false,0,false
[consuming3],25,139.29838151948817,3,4,2,1,false,false,false,3,false,3,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[producing3],26,145.27959549827327,3,4,3,2,false,false,false,3,false,3,false,2,false,0,0,false,false,false,0,false,0,false,0,false
[forwarding],27,149.41240176428656,3,4,3,2,false,false,false,3,false,3,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[producing2],28,152.03490463632008,3,5,3,3,false,false,false,3,false,3,false,2,false,1,1,false,false,false,0,false,0,false,0,false
[con_ready12],29,160.0920545330863,3,5,3,3,false,false,false,3,false,3,false,2,false,1,1,false,true,false,0,false,0,true,0,false
[consuming12],30,162.185029056516,3,5,3,3,false,false,false,3,false,3,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[con_ready2],31,169.07287646811392,3,5,3,3,false,true,false,3,false,3,true,2,false,1,0,false,false,false,0,false,1,false,0,false
[consuming2],32,170.83073409335427,3,5,3,2,false,false,false,3,false,4,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[con_ready2],33,173.53920623929744,3,5,3,2,false,true,false,3,false,4,true,2,false,1,0,false,false,false,0,false,1,false,0,false
[consuming2],34,175.12069087277138,3,5,3,1,false,false,false,3,false,5,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[producing2],35,175.74393047651094,3,6,3,2,false,false,false,3,false,5,false,2,false,1,0,false,false,false,0,false,1,false,0,false
[con_ready2],36,188.05452965927077,3,6,3,2,false,true,false,3,false,5,true,2,false,1,0,false,false,false,0,false,1,false,0,false
[consuming2],37,189.13822039270943,3,6,3,1,false,false,false,3,false,6,false,2,false,1,0,false,false,false,0,false,1,false,0,false
