action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,10.753357269090708,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,14.263979277962429,1,1,false,false,true,0,false,0,false,0,true
[consuming3],3,14.514912028936944,1,0,false,false,false,0,false,0,false,1,false
[producing],4,82.45944949746999,2,1,false,false,false,0,false,0,false,1,false
[con_ready3],5,82.71905856415127,2,1,false,false,true,0,false,0,false,1,true
[consuming3],6,83.25838958085038,2,0,false,false,false,0,false,0,false,2,false
[producing],7,155.82168359279757,3,1,false,false,false,0,false,0,false,2,false
[con_ready1],8,162.49402867698063,3,1,true,false,false,0,true,0,false,2,false
[consuming1],9,163.16598530791526,3,0,false,false,false,1,false,0,false,2,false
[producing],10,177.14116349652912,4,1,false,false,false,1,false,0,false,2,false
[con_ready1],11,180.67731325327094,4,1,true,false,false,1,true,0,false,2,false
[consuming1],12,181.29115726650255,4,0,false,false,false,2,false,0,false,2,false
[producing],13,240.99805270651433,5,1,false,false,false,2,false,0,false,2,false
[con_ready3],14,247.73490414131464,5,1,false,false,true,2,false,0,false,2,true
[consuming3],15,249.29227031668287,5,0,false,false,false,2,false,0,false,3,false
[producing],16,265.42635797615253,6,1,false,false,false,2,false,0,false,3,false
[producing],17,270.07582743747946,7,2,false,false,false,2,false,0,false,3,false
[con_ready1],18,270.4250223909834,7,2,true,false,false,2,true,0,false,3,false
[consuming1],19,273.2964521343609,7,1,false,false,false,3,false,0,false,3,false
[producing],20,278.8046325453715,8,2,false,false,false,3,false,0,false,3,false
[con_ready2],21,299.8737819888707,8,2,false,true,false,3,false,0,true,3,false
[consuming2],22,299.9495484217559,8,1,false,false,false,3,false,1,false,3,false
[con_ready3],23,320.9984479646023,8,1,false,false,true,3,false,1,false,3,true
[consuming3],24,321.57875908149754,8,0,false,false,false,3,false,1,false,4,false
[producing],25,346.27283334684665,9,1,false,false,false,3,false,1,false,4,false
[con_ready1],26,349.3782142941497,9,1,true,false,false,3,true,1,false,4,false
[consuming1],27,350.1831270692555,9,0,false,false,false,4,false,1,false,4,false
[producing],28,387.2878284729481,10,1,false,false,false,4,false,1,false,4,false
[con_ready3],29,409.4450106114997,10,1,false,false,true,4,false,1,false,4,true
[consuming3],30,410.1807527707986,10,0,false,false,false,4,false,1,false,5,false
