action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,83.87837403411206,1,1,false,false,false,0,false,0,false,0,false
[con_ready1],2,87.21047994134312,1,1,true,false,false,0,true,0,false,0,false
[consuming1],3,87.86961884038018,1,0,false,false,false,1,false,0,false,0,false
[producing],4,145.27102774149287,2,1,false,false,false,1,false,0,false,0,false
[con_ready2],5,151.47747724354863,2,1,false,true,false,1,false,0,true,0,false
[consuming2],6,153.73669162213923,2,0,false,false,false,1,false,1,false,0,false
[producing],7,173.31610653903525,3,1,false,false,false,1,false,1,false,0,false
[con_ready1],8,181.15652684269224,3,1,true,false,false,1,true,1,false,0,false
[consuming1],9,182.05331730346043,3,0,false,false,false,2,false,1,false,0,false
[producing],10,201.85280849904834,4,1,false,false,false,2,false,1,false,0,false
[con_ready2],11,209.98813552122155,4,1,false,true,false,2,false,1,true,0,false
[consuming2],12,210.90559679454984,4,0,false,false,false,2,false,2,false,0,false
[producing],13,232.9584785989084,5,1,false,false,false,2,false,2,false,0,false
[con_ready1],14,252.0347900750915,5,1,true,false,false,2,true,2,false,0,false
[consuming1],15,254.14349026130387,5,0,false,false,false,3,false,2,false,0,false
[producing],16,267.8008866607196,6,1,false,false,false,3,false,2,false,0,false
[con_ready1],17,283.1681207202273,6,1,true,false,false,3,true,2,false,0,false
[consuming1],18,284.0329354946017,6,0,false,false,false,4,false,2,false,0,false
[producing],19,368.63937521528703,7,1,false,false,false,4,false,2,false,0,false
[producing],20,369.1393437322173,8,2,false,false,false,4,false,2,false,0,false
[con_ready1],21,370.25713267562327,8,2,true,false,false,4,true,2,false,0,false
[consuming1],22,370.46892890359965,8,1,false,false,false,5,false,2,false,0,false
[con_ready1],23,373.74804315608947,8,1,true,false,false,5,true,2,false,0,false
[consuming1],24,374.3469168915239,8,0,false,false,false,6,false,2,false,0,false
[producing],25,374.40236359406504,9,1,false,false,false,6,false,2,false,0,false
[producing],26,388.8929916734664,10,2,false,false,false,6,false,2,false,0,false
[con_ready2],27,399.9447753459228,10,2,false,true,false,6,false,2,true,0,false
[consuming2],28,400.62256852971217,10,1,false,false,false,6,false,3,false,0,false
[con_ready2],29,414.1750238647653,10,1,false,true,false,6,false,3,true,0,false
[consuming2],30,415.14633458679157,10,0,false,false,false,6,false,4,false,0,false
