action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,48.987191286495126,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,59.82305435864164,1,1,false,false,true,0,false,0,false,0,true
[consuming3],3,61.72727407005807,1,0,false,false,false,0,false,0,false,1,false
[producing],4,91.86255817282763,2,1,false,false,false,0,false,0,false,1,false
[con_ready1],5,97.30526483604805,2,1,true,false,false,0,true,0,false,1,false
[consuming1],6,97.54657034079943,2,0,false,false,false,1,false,0,false,1,false
[producing],7,101.17179820566811,3,1,false,false,false,1,false,0,false,1,false
[producing],8,102.97413535053498,4,2,false,false,false,1,false,0,false,1,false
[con_ready1],9,106.50525863064924,4,2,true,false,false,1,true,0,false,1,false
[consuming1],10,106.8158993214442,4,1,false,false,false,2,false,0,false,1,false
[con_ready1],11,125.67291690229092,4,1,true,false,false,2,true,0,false,1,false
[consuming1],12,125.95826537675092,4,0,false,false,false,3,false,0,false,1,false
[producing],13,203.39435168340464,5,1,false,false,false,3,false,0,false,1,false
[con_ready3],14,206.35132821164513,5,1,false,false,true,3,false,0,false,1,true
[consuming3],15,206.38255710775536,5,0,false,false,false,3,false,0,false,2,false
[producing],16,276.1521198049206,6,1,false,false,false,3,false,0,false,2,false
[producing],17,277.0412551968225,7,2,false,false,false,3,false,0,false,2,false
[con_ready3],18,291.6045767118342,7,2,false,false,true,3,false,0,false,2,true
[consuming3],19,292.6358755461953,7,1,false,false,false,3,false,0,false,3,false
[producing],20,309.5271537918159,8,2,false,false,false,3,false,0,false,3,false
[producing],21,312.87994366135956,9,3,false,false,false,3,false,0,false,3,false
[con_ready2],22,344.3842197169055,9,3,false,true,false,3,false,0,true,3,false
[consuming2],23,344.50303667614816,9,2,false,false,false,3,false,1,false,3,false
[con_ready2],24,365.1355378877524,9,2,false,true,false,3,false,1,true,3,false
[consuming2],25,365.48962454006204,9,1,false,false,false,3,false,2,false,3,false
[con_ready3],26,366.55513953467226,9,1,false,false,true,3,false,2,false,3,true
[consuming3],27,366.7997295372978,9,0,false,false,false,3,false,2,false,4,false
[producing],28,370.63117618423877,10,1,false,false,false,3,false,2,false,4,false
[con_ready2],29,396.8590471065789,10,1,false,true,false,3,false,2,true,4,false
[consuming2],30,396.9820735392134,10,0,false,false,false,3,false,3,false,4,false
