action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,9.549642424258206,1,1,false,0,false
[con_ready],2,13.829731257081328,1,1,true,0,true
[consuming],3,15.1758944198844,1,0,false,1,false
[producing],4,18.256411971124937,2,1,false,1,false
[con_ready],5,20.463863126288935,2,1,true,1,true
[consuming],6,21.49434283446735,2,0,false,2,false
[producing],7,30.917087242942408,3,1,false,2,false
[con_ready],8,41.73635399489737,3,1,true,2,true
[consuming],9,42.40800978877815,3,0,false,3,false
[producing],10,67.82200672935242,4,1,false,3,false
[producing],11,81.97034891170676,5,2,false,3,false
[con_ready],12,136.29083917877492,5,2,true,3,true
[consuming],13,139.80295970023394,5,1,false,4,false
[con_ready],14,140.98512178781095,5,1,true,4,true
[consuming],15,141.74586038749143,5,0,false,5,false
[producing],16,146.84862350672506,6,1,false,5,false
[con_ready],17,147.98841152145755,6,1,true,5,true
[consuming],18,148.10320849601638,6,0,false,6,false
[producing],19,155.9067483528338,7,1,false,6,false
[con_ready],20,160.94968616878128,7,1,true,6,true
[consuming],21,161.23053960855427,7,0,false,7,false
[producing],22,199.56773120963305,8,1,false,7,false
[con_ready],23,204.2753806081543,8,1,true,7,true
[consuming],24,204.537599838636,8,0,false,8,false
[producing],25,206.1363194649742,9,1,false,8,false
[producing],26,215.8332455075312,10,2,false,8,false
[con_ready],27,230.77082709717425,10,2,true,8,true
[consuming],28,233.069841877271,10,1,false,9,false
[con_ready],29,235.10069030300525,10,1,true,9,true
[consuming],30,236.34386650560924,10,0,false,10,false
[producing],31,317.03529031458334,11,1,false,10,false
[con_ready],32,320.56808262116016,11,1,true,10,true
[consuming],33,321.2778538683862,11,0,false,11,false
[producing],34,363.2557804576521,12,1,false,11,false
[producing],35,363.9086880975634,13,2,false,11,false
[con_ready],36,385.61751040912003,13,2,true,11,true
[consuming],37,386.36436844975105,13,1,false,12,false
[producing],38,395.6328955523174,14,2,false,12,false
[con_ready],39,403.27356807667877,14,2,true,12,true
[consuming],40,403.87350076554,14,1,false,13,false
[producing],41,412.48537859343395,15,2,false,13,false
[con_ready],42,425.47890471218943,15,2,true,13,true
[consuming],43,425.70340037018906,15,1,false,14,false
[con_ready],44,427.19520311380484,15,1,true,14,true
[consuming],45,427.2710020094951,15,0,false,15,false
[producing],46,465.37791759741003,16,1,false,15,false
[producing],47,465.9503538240702,17,2,false,15,false
[producing],48,466.1115418650214,18,3,false,15,false
[con_ready],49,467.59812916601567,18,3,true,15,true
[consuming],50,468.6151252641816,18,2,false,16,false
[producing],51,468.98312946307675,19,3,false,16,false
[con_ready],52,472.2507351996076,19,3,true,16,true
[consuming],53,472.92333057727905,19,2,false,17,false
[con_ready],54,477.8738698998106,19,2,true,17,true
[consuming],55,481.1268128975601,19,1,false,18,false
[producing],56,501.1799741865894,20,2,false,18,false
[con_ready],57,508.3511140032933,20,2,true,18,true
[consuming],58,511.33397840954814,20,1,false,19,false
[con_ready],59,512.90769070834,20,1,true,19,true
[consuming],60,513.2544583954533,20,0,false,20,false
