action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,12.948172074337021,1,1,false,0,false
[con_ready],2,13.504177999814337,1,1,true,0,true
[consuming],3,15.887451876537776,1,0,false,1,false
[producing],4,29.233654645244243,2,1,false,1,false
[con_ready],5,33.948069113994244,2,1,true,1,true
[consuming],6,36.72285449153022,2,0,false,2,false
[producing],7,38.17294319886077,3,1,false,2,false
[con_ready],8,42.36359894673935,3,1,true,2,true
[consuming],9,43.34381618838264,3,0,false,3,false
[producing],10,59.11251575881922,4,1,false,3,false
[con_ready],11,70.47765325257085,4,1,true,3,true
[consuming],12,71.63374607240623,4,0,false,4,false
[producing],13,75.39079238343217,5,1,false,4,false
[con_ready],14,86.34861109979028,5,1,true,4,true
[consuming],15,86.68443626786171,5,0,false,5,false
[producing],16,97.44215826798029,6,1,false,5,false
[con_ready],17,98.85443505446001,6,1,true,5,true
[consuming],18,100.1076800582684,6,0,false,6,false
[producing],19,102.30691529577312,7,1,false,6,false
[con_ready],20,114.98938042670127,7,1,true,6,true
[consuming],21,115.4868940862534,7,0,false,7,false
[producing],22,129.322583591483,8,1,false,7,false
[con_ready],23,141.93084627944842,8,1,true,7,true
[consuming],24,143.58473905858807,8,0,false,8,false
[producing],25,149.54153769368628,9,1,false,8,false
[con_ready],26,151.27085869429337,9,1,true,8,true
[consuming],27,154.4554328830941,9,0,false,9,false
[producing],28,174.66497560704198,10,1,false,9,false
[con_ready],29,175.93794326991213,10,1,true,9,true
[consuming],30,177.67937412950016,10,0,false,10,false
[producing],31,212.05747612866764,11,1,false,10,false
[con_ready],32,213.91837326398036,11,1,true,10,true
[consuming],33,214.78494317974426,11,0,false,11,false
[producing],34,236.50409789976973,12,1,false,11,false
[con_ready],35,237.29862347852378,12,1,true,11,true
[consuming],36,237.66888849501453,12,0,false,12,false
[producing],37,277.0243829860454,13,1,false,12,false
[con_ready],38,278.6846234762712,13,1,true,12,true
[consuming],39,279.75260611426154,13,0,false,13,false
[producing],40,292.8996018793485,14,1,false,13,false
[producing],41,312.92934826075873,15,2,false,13,false
[producing],42,326.436504656395,16,3,false,13,false
[producing],43,338.8479877946425,17,4,false,13,false
[producing],44,357.8419801755546,18,5,false,13,false
[con_ready],45,359.243078969701,18,5,true,13,true
[consuming],46,360.6955360209033,18,4,false,14,false
[con_ready],47,367.0620210199653,18,4,true,14,true
[consuming],48,367.88185623588197,18,3,false,15,false
[producing],49,367.9316997632751,19,4,false,15,false
[producing],50,371.4250299948318,20,5,false,15,false
[con_ready],51,384.9471370229978,20,5,true,15,true
[consuming],52,385.9815142935771,20,4,false,16,false
[con_ready],53,398.06178229087664,20,4,true,16,true
[consuming],54,402.0161086092616,20,3,false,17,false
[con_ready],55,402.16081534471124,20,3,true,17,true
[consuming],56,403.1485061265524,20,2,false,18,false
[con_ready],57,418.3563109969294,20,2,true,18,true
[consuming],58,419.29792818764184,20,1,false,19,false
[con_ready],59,441.68291342499725,20,1,true,19,true
[consuming],60,442.79436485205775,20,0,false,20,false
