231 316
0 2 0.0416666666667
1 5 0.0416666666667
2 3 0.0833333333333
2 7 0.0416666666667
3 1 1
4 10 0.0416666666667
5 6 0.0833333333333
5 12 0.0416666666667
6 4 1
7 8 0.0833333333333
7 14 0.0416666666667
8 5 1
9 17 0.0416666666667
10 11 0.0833333333333
10 19 0.0416666666667
11 9 1
12 13 0.0833333333333
12 21 0.0416666666667
13 10 1
14 15 0.0833333333333
14 23 0.0416666666667
15 12 1
16 26 0.0416666666667
17 18 0.0833333333333
17 28 0.0416666666667
18 16 1
19 20 0.0833333333333
19 30 0.0416666666667
20 17 1
21 22 0.0833333333333
21 32 0.0416666666667
22 19 1
23 24 0.0833333333333
23 34 0.0416666666667
24 21 1
25 37 0.0416666666667
26 27 0.0833333333333
26 39 0.0416666666667
27 25 1
28 29 0.0833333333333
28 41 0.0416666666667
29 26 1
30 31 0.0833333333333
30 43 0.0416666666667
31 28 1
32 33 0.0833333333333
32 45 0.0416666666667
33 30 1
34 35 0.0833333333333
34 47 0.0416666666667
35 32 1
36 50 0.0416666666667
37 38 0.0833333333333
37 52 0.0416666666667
38 36 1
39 40 0.0833333333333
39 54 0.0416666666667
40 37 1
41 42 0.0833333333333
41 56 0.0416666666667
42 39 1
43 44 0.0833333333333
43 58 0.0416666666667
44 41 1
45 46 0.0833333333333
45 60 0.0416666666667
46 43 1
47 48 0.0833333333333
48 45 1
49 63 0.0416666666667
50 51 0.0833333333333
50 65 0.0416666666667
51 49 1
52 53 0.0833333333333
52 67 0.0416666666667
53 50 1
54 55 0.0833333333333
54 69 0.0416666666667
55 52 1
56 57 0.0833333333333
56 71 0.0416666666667
57 54 1
58 59 0.0833333333333
58 73 0.0416666666667
59 56 1
60 61 0.0833333333333
61 58 1
62 76 0.0416666666667
63 64 0.0833333333333
63 78 0.0416666666667
64 62 1
65 66 0.0833333333333
65 80 0.0416666666667
66 63 1
67 68 0.0833333333333
67 82 0.0416666666667
68 65 1
69 70 0.0833333333333
69 84 0.0416666666667
70 67 1
71 72 0.0833333333333
71 86 0.0416666666667
72 69 1
73 74 0.0833333333333
74 71 1
75 89 0.0416666666667
76 77 0.0833333333333
76 91 0.0416666666667
77 75 1
78 79 0.0833333333333
78 93 0.0416666666667
79 76 1
80 81 0.0833333333333
80 95 0.0416666666667
81 78 1
82 83 0.0833333333333
82 97 0.0416666666667
83 80 1
84 85 0.0833333333333
84 99 0.0416666666667
85 82 1
86 87 0.0833333333333
87 84 1
88 102 0.0416666666667
89 90 0.0833333333333
89 104 0.0416666666667
90 88 1
91 92 0.0833333333333
91 106 0.0416666666667
92 89 1
93 94 0.0833333333333
93 108 0.0416666666667
94 91 1
95 96 0.0833333333333
95 110 0.0416666666667
96 93 1
97 98 0.0833333333333
97 112 0.0416666666667
98 95 1
99 100 0.0833333333333
100 97 1
101 115 0.0416666666667
102 103 0.0833333333333
102 117 0.0416666666667
103 101 1
104 105 0.0833333333333
104 119 0.0416666666667
105 102 1
106 107 0.0833333333333
106 121 0.0416666666667
107 104 1
108 109 0.0833333333333
108 123 0.0416666666667
109 106 1
110 111 0.0833333333333
110 125 0.0416666666667
111 108 1
112 113 0.0833333333333
113 110 1
114 128 0.0416666666667
115 116 0.0833333333333
115 130 0.0416666666667
116 114 1
117 118 0.0833333333333
117 132 0.0416666666667
118 115 1
119 120 0.0833333333333
119 134 0.0416666666667
120 117 1
121 122 0.0833333333333
121 136 0.0416666666667
122 119 1
123 124 0.0833333333333
123 138 0.0416666666667
124 121 1
125 126 0.0833333333333
126 123 1
127 141 0.0416666666667
128 129 0.0833333333333
128 143 0.0416666666667
129 127 1
130 131 0.0833333333333
130 145 0.0416666666667
131 128 1
132 133 0.0833333333333
132 147 0.0416666666667
133 130 1
134 135 0.0833333333333
134 149 0.0416666666667
135 132 1
136 137 0.0833333333333
136 151 0.0416666666667
137 134 1
138 139 0.0833333333333
139 136 1
140 154 0.0416666666667
141 142 0.0833333333333
141 156 0.0416666666667
142 140 1
143 144 0.0833333333333
143 158 0.0416666666667
144 141 1
145 146 0.0833333333333
145 160 0.0416666666667
146 143 1
147 148 0.0833333333333
147 162 0.0416666666667
148 145 1
149 150 0.0833333333333
149 164 0.0416666666667
150 147 1
151 152 0.0833333333333
152 149 1
153 167 0.0416666666667
154 155 0.0833333333333
154 169 0.0416666666667
155 153 1
156 157 0.0833333333333
156 171 0.0416666666667
157 154 1
158 159 0.0833333333333
158 173 0.0416666666667
159 156 1
160 161 0.0833333333333
160 175 0.0416666666667
161 158 1
162 163 0.0833333333333
162 177 0.0416666666667
163 160 1
164 165 0.0833333333333
165 162 1
166 180 0.0416666666667
167 168 0.0833333333333
167 182 0.0416666666667
168 166 1
169 170 0.0833333333333
169 184 0.0416666666667
170 167 1
171 172 0.0833333333333
171 186 0.0416666666667
172 169 1
173 174 0.0833333333333
173 188 0.0416666666667
174 171 1
175 176 0.0833333333333
175 190 0.0416666666667
176 173 1
177 178 0.0833333333333
178 175 1
179 193 0.0416666666667
180 181 0.0833333333333
180 195 0.0416666666667
181 179 1
182 183 0.0833333333333
182 197 0.0416666666667
183 180 1
184 185 0.0833333333333
184 199 0.0416666666667
185 182 1
186 187 0.0833333333333
186 201 0.0416666666667
187 184 1
188 189 0.0833333333333
188 203 0.0416666666667
189 186 1
190 191 0.0833333333333
191 188 1
192 206 0.0416666666667
193 194 0.0833333333333
193 208 0.0416666666667
194 192 1
195 196 0.0833333333333
195 210 0.0416666666667
196 193 1
197 198 0.0833333333333
197 212 0.0416666666667
198 195 1
199 200 0.0833333333333
199 214 0.0416666666667
200 197 1
201 202 0.0833333333333
201 216 0.0416666666667
202 199 1
203 204 0.0833333333333
204 201 1
205 219 0.0416666666667
206 207 0.0833333333333
206 221 0.0416666666667
207 205 1
208 209 0.0833333333333
208 223 0.0416666666667
209 206 1
210 211 0.0833333333333
210 225 0.0416666666667
211 208 1
212 213 0.0833333333333
212 227 0.0416666666667
213 210 1
214 215 0.0833333333333
214 229 0.0416666666667
215 212 1
216 217 0.0833333333333
217 214 1
218 218 1
219 220 0.0833333333333
220 218 1
221 222 0.0833333333333
222 219 1
223 224 0.0833333333333
224 221 1
225 226 0.0833333333333
226 223 1
227 228 0.0833333333333
228 225 1
229 230 0.0833333333333
230 227 1
