action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,12.111375564664739,1,1,false,0,false
[con_ready],2,40.00253128307993,1,1,true,0,true
[consuming],3,40.59966623640016,1,0,false,1,false
[producing],4,70.96646493196835,2,1,false,1,false
[con_ready],5,75.30241083134997,2,1,true,1,true
[consuming],6,76.60260980987145,2,0,false,2,false
[producing],7,80.17687279485875,3,1,false,2,false
[con_ready],8,94.18763907885076,3,1,true,2,true
[consuming],9,95.4899684569656,3,0,false,3,false
[producing],10,267.07962275137174,4,1,false,3,false
[producing],11,275.13034133770446,5,2,false,3,false
[con_ready],12,296.6734131742738,5,2,true,3,true
[consuming],13,296.7368981722213,5,1,false,4,false
[producing],14,299.32813576651967,6,2,false,4,false
[producing],15,300.47123239230405,7,3,false,4,false
[con_ready],16,301.22272477005896,7,3,true,4,true
[consuming],17,302.90686609975114,7,2,false,5,false
[con_ready],18,306.2562217735061,7,2,true,5,true
[consuming],19,307.0634745590711,7,1,false,6,false
[con_ready],20,312.98188520057124,7,1,true,6,true
[consuming],21,316.99669387115216,7,0,false,7,false
[producing],22,317.63062318999306,8,1,false,7,false
[producing],23,320.41804376283557,9,2,false,7,false
[producing],24,325.72621476497574,10,3,false,7,false
[con_ready],25,331.5667455862981,10,3,true,7,true
[consuming],26,331.73923065532824,10,2,false,8,false
[producing],27,340.7711500458264,11,3,false,8,false
[con_ready],28,340.8217941135296,11,3,true,8,true
[consuming],29,342.4987197199611,11,2,false,9,false
[con_ready],30,346.69971111250936,11,2,true,9,true
[consuming],31,346.75141642363064,11,1,false,10,false
[con_ready],32,353.28467507145626,11,1,true,10,true
[consuming],33,354.12477602748817,11,0,false,11,false
[producing],34,408.62001339879237,12,1,false,11,false
[con_ready],35,414.49523462072045,12,1,true,11,true
[consuming],36,414.9545539185695,12,0,false,12,false
[producing],37,485.3338849426983,13,1,false,12,false
[con_ready],38,488.17230297398373,13,1,true,12,true
[consuming],39,488.99308480645163,13,0,false,13,false
[producing],40,536.6803605192808,14,1,false,13,false
[con_ready],41,540.6626512244659,14,1,true,13,true
[consuming],42,540.7661048095609,14,0,false,14,false
[producing],43,547.5213104706514,15,1,false,14,false
[producing],44,547.5989503441581,16,2,false,14,false
[producing],45,551.8441206404103,17,3,false,14,false
[con_ready],46,560.7249320726112,17,3,true,14,true
[consuming],47,561.449436032101,17,2,false,15,false
[con_ready],48,577.1901748382262,17,2,true,15,true
[consuming],49,577.710619156299,17,1,false,16,false
[con_ready],50,578.491075724851,17,1,true,16,true
[consuming],51,580.0314888858928,17,0,false,17,false
[producing],52,581.2545774431536,18,1,false,17,false
[con_ready],53,619.830236191172,18,1,true,17,true
[consuming],54,621.3077220554491,18,0,false,18,false
[producing],55,621.8124485036634,19,1,false,18,false
[producing],56,640.8194329842004,20,2,false,18,false
[con_ready],57,648.69159612251,20,2,true,18,true
[consuming],58,649.0352199653213,20,1,false,19,false
[con_ready],59,649.529597312175,20,1,true,19,true
[consuming],60,649.7875517744227,20,0,false,20,false
