action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,18.509209102738843,1,1,false,0,false
[con_ready],2,24.839778059732307,1,1,true,0,true
[consuming],3,24.98725688235701,1,0,false,1,false
[producing],4,49.74684182170897,2,1,false,1,false
[con_ready],5,58.819251311377116,2,1,true,1,true
[consuming],6,59.24556659286143,2,0,false,2,false
[producing],7,71.76955364245983,3,1,false,2,false
[producing],8,72.17593293777361,4,2,false,2,false
[con_ready],9,78.07121817092887,4,2,true,2,true
[consuming],10,78.09065429146241,4,1,false,3,false
[producing],11,78.9061544656726,5,2,false,3,false
[con_ready],12,95.10519803485724,5,2,true,3,true
[consuming],13,95.16626346706731,5,1,false,4,false
[con_ready],14,102.2004747179852,5,1,true,4,true
[consuming],15,102.82068526958817,5,0,false,5,false
[producing],16,133.0850895504744,6,1,false,5,false
[con_ready],17,134.64649634973506,6,1,true,5,true
[consuming],18,135.2523140518511,6,0,false,6,false
[producing],19,140.13851601507844,7,1,false,6,false
[producing],20,141.9403109252201,8,2,false,6,false
[con_ready],21,159.41642069885887,8,2,true,6,true
[consuming],22,160.65529514960235,8,1,false,7,false
[con_ready],23,166.13665691193606,8,1,true,7,true
[consuming],24,166.99186962154073,8,0,false,8,false
[producing],25,209.3704368535403,9,1,false,8,false
[con_ready],26,215.33247986329317,9,1,true,8,true
[consuming],27,215.63212106995493,9,0,false,9,false
[producing],28,295.0859197532309,10,1,false,9,false
[producing],29,298.49927252851586,11,2,false,9,false
[con_ready],30,299.514572023051,11,2,true,9,true
[consuming],31,299.80916050064013,11,1,false,10,false
[con_ready],32,310.5486502503617,11,1,true,10,true
[consuming],33,310.8353563996629,11,0,false,11,false
[producing],34,329.54295665637403,12,1,false,11,false
[producing],35,342.60094831610803,13,2,false,11,false
[con_ready],36,343.9017749469369,13,2,true,11,true
[consuming],37,345.6811380524615,13,1,false,12,false
[con_ready],38,346.8087528393886,13,1,true,12,true
[consuming],39,347.078593681047,13,0,false,13,false
[producing],40,375.5366327245741,14,1,false,13,false
[con_ready],41,378.183973708538,14,1,true,13,true
[consuming],42,378.9613366109099,14,0,false,14,false
[producing],43,391.13383612134453,15,1,false,14,false
[con_ready],44,392.33555824558016,15,1,true,14,true
[consuming],45,392.5171403634652,15,0,false,15,false
[producing],46,407.3863018813429,16,1,false,15,false
[producing],47,419.36353544430995,17,2,false,15,false
[con_ready],48,434.0727870276268,17,2,true,15,true
[consuming],49,434.8542032692031,17,1,false,16,false
[con_ready],50,445.4460998321952,17,1,true,16,true
[consuming],51,445.4493478103786,17,0,false,17,false
[producing],52,460.1669012763879,18,1,false,17,false
[producing],53,479.9506140533091,19,2,false,17,false
[con_ready],54,502.46047694725917,19,2,true,17,true
[consuming],55,505.93969966772033,19,1,false,18,false
[con_ready],56,520.3617194009945,19,1,true,18,true
[consuming],57,520.726938275911,19,0,false,19,false
[producing],58,560.6206675936502,20,1,false,19,false
[con_ready],59,573.3649589436523,20,1,true,19,true
[consuming],60,573.8143319052871,20,0,false,20,false
