action,step,time,p,b,serving,c,getting
-,0,0.0,0,0,false,0,false
[producing],1,5.7311667809440925,1,1,false,0,false
[con_ready],2,6.468278120146371,1,1,true,0,true
[consuming],3,6.87123157270691,1,0,false,1,false
[producing],4,20.12366019079173,2,1,false,1,false
[con_ready],5,22.047059194876496,2,1,true,1,true
[consuming],6,24.280859951005333,2,0,false,2,false
[producing],7,34.50476298734512,3,1,false,2,false
[con_ready],8,37.813950329011796,3,1,true,2,true
[consuming],9,38.213312697775244,3,0,false,3,false
[producing],10,51.5077287989138,4,1,false,3,false
[con_ready],11,56.2917445023882,4,1,true,3,true
[consuming],12,57.39991407696696,4,0,false,4,false
[producing],13,91.3511051255231,5,1,false,4,false
[producing],14,104.74519217601055,6,2,false,4,false
[producing],15,117.92533011404403,7,3,false,4,false
[con_ready],16,140.21507926922072,7,3,true,4,true
[consuming],17,140.43545375550713,7,2,false,5,false
[con_ready],18,140.89747871128728,7,2,true,5,true
[consuming],19,143.09139871278586,7,1,false,6,false
[con_ready],20,144.7441647762836,7,1,true,6,true
[consuming],21,144.8704295906299,7,0,false,7,false
[producing],22,169.61827065278698,8,1,false,7,false
[con_ready],23,182.45988467381582,8,1,true,7,true
[consuming],24,183.01645539267477,8,0,false,8,false
[producing],25,203.07111051121717,9,1,false,8,false
[con_ready],26,207.9127524103539,9,1,true,8,true
[consuming],27,208.51469153772558,9,0,false,9,false
[producing],28,271.01962425273484,10,1,false,9,false
[con_ready],29,271.5775399809742,10,1,true,9,true
[consuming],30,272.63776509380415,10,0,false,10,false
[producing],31,277.85266743105814,11,1,false,10,false
[producing],32,280.3137097113889,12,2,false,10,false
[producing],33,293.28007095575936,13,3,false,10,false
[con_ready],34,293.2911635474498,13,3,true,10,true
[consuming],35,293.44458180387767,13,2,false,11,false
[con_ready],36,295.40467471762463,13,2,true,11,true
[consuming],37,296.4081129971516,13,1,false,12,false
[con_ready],38,298.0657145323825,13,1,true,12,true
[consuming],39,300.5420513592217,13,0,false,13,false
[producing],40,314.3425818402359,14,1,false,13,false
[con_ready],41,386.98625459191203,14,1,true,13,true
[consuming],42,387.5932186366896,14,0,false,14,false
[producing],43,390.0629001434522,15,1,false,14,false
[con_ready],44,391.4789412498604,15,1,true,14,true
[consuming],45,395.2500292291655,15,0,false,15,false
[producing],46,402.0791725589601,16,1,false,15,false
[con_ready],47,411.8982671217473,16,1,true,15,true
[consuming],48,415.4681533150573,16,0,false,16,false
[producing],49,467.02542907385214,17,1,false,16,false
[producing],50,469.8969464002813,18,2,false,16,false
[producing],51,477.7022770334251,19,3,false,16,false
[con_ready],52,482.5828621542411,19,3,true,16,true
[consuming],53,483.7548475943151,19,2,false,17,false
[producing],54,484.72004325498295,20,3,false,17,false
[con_ready],55,486.01769297461504,20,3,true,17,true
[consuming],56,486.4680999311621,20,2,false,18,false
[con_ready],57,491.43764068046073,20,2,true,18,true
[consuming],58,492.8573645789147,20,1,false,19,false
[con_ready],59,493.3742933211435,20,1,true,19,true
[consuming],60,493.5898410108183,20,0,false,20,false
