action,step,time,p,p2,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,0,false,false,0,false,0,false
[producing2],1,12.664445993318386,0,1,1,false,false,0,false,0,false
[producing2],2,14.48811299191507,0,2,2,false,false,0,false,0,false
[producing],3,24.018190328636855,1,2,3,false,false,0,false,0,false
[producing2],4,30.179194213305102,1,3,4,false,false,0,false,0,false
[producing2],5,32.12138162120871,1,4,5,false,false,0,false,0,false
[con_ready2],6,33.060657019202424,1,4,5,false,true,0,false,0,true
[consuming2],7,34.752099366587885,1,4,4,false,false,0,false,1,false
[producing],8,39.30555951537371,2,4,5,false,false,0,false,1,false
[producing],9,41.07495851212708,3,4,6,false,false,0,false,1,false
[con_ready1],10,64.92854011126713,3,4,6,true,false,0,true,1,false
[consuming1],11,65.23527006920996,3,4,5,false,false,1,false,1,false
[con_ready1],12,69.82902313652819,3,4,5,true,false,1,true,1,false
[consuming1],13,71.38357172239421,3,4,4,false,false,2,false,1,false
[producing2],14,72.15837039711782,3,5,5,false,false,2,false,1,false
[producing2],15,92.24636794397173,3,6,6,false,false,2,false,1,false
[producing2],16,102.23565307448416,3,7,7,false,false,2,false,1,false
[con_ready1],17,125.32004080719238,3,7,7,true,false,2,true,1,false
[consuming1],18,125.88392166900918,3,7,6,false,false,3,false,1,false
[producing],19,130.32076814874796,4,7,7,false,false,3,false,1,false
[con_ready1],20,134.07534011766248,4,7,7,true,false,3,true,1,false
[consuming1],21,134.76053078088353,4,7,6,false,false,4,false,1,false
[producing],22,141.77225797429233,5,7,7,false,false,4,false,1,false
[con_ready1],23,147.80456597250162,5,7,7,true,false,4,true,1,false
[consuming1],24,148.21033096848342,5,7,6,false,false,5,false,1,false
[con_ready2],25,151.0798868397241,5,7,6,false,true,5,false,1,true
[consuming2],26,151.1477038151262,5,7,5,false,false,5,false,2,false
[producing],27,165.814611917932,6,7,6,false,false,5,false,2,false
[producing2],28,170.02551184492106,6,8,7,false,false,5,false,2,false
[con_ready1],29,170.51469260468738,6,8,7,true,false,5,true,2,false
[consuming1],30,171.85797547652263,6,8,6,false,false,6,false,2,false
[con_ready1],31,171.94849119330627,6,8,6,true,false,6,true,2,false
[consuming1],32,175.59191619748123,6,8,5,false,false,7,false,2,false
[con_ready2],33,186.56716662063508,6,8,5,false,true,7,false,2,true
[consuming2],34,187.18340050693376,6,8,4,false,false,7,false,3,false
[con_ready2],35,198.88977313889797,6,8,4,false,true,7,false,3,true
[consuming2],36,199.56115028189697,6,8,3,false,false,7,false,4,false
[con_ready1],37,206.06689695150098,6,8,3,true,false,7,true,4,false
[consuming1],38,206.09105807833834,6,8,2,false,false,8,false,4,false
[con_ready1],39,209.47139225689833,6,8,2,true,false,8,true,4,false
[consuming1],40,209.99907155500148,6,8,1,false,false,9,false,4,false
[producing2],41,210.1172500256118,6,9,2,false,false,9,false,4,false
[con_ready2],42,212.1015613378575,6,9,2,false,true,9,false,4,true
[consuming2],43,214.0939002270118,6,9,1,false,false,9,false,5,false
[producing],44,216.1211676579877,7,9,2,false,false,9,false,5,false
[con_ready1],45,218.49685763223744,7,9,2,true,false,9,true,5,false
[consuming1],46,219.5103489277068,7,9,1,false,false,10,false,5,false
[producing2],47,221.67409323314584,7,10,2,false,false,10,false,5,false
[producing],48,231.61976195758837,8,10,3,false,false,10,false,5,false
[producing],49,232.73045276211352,9,10,4,false,false,10,false,5,false
[con_ready2],50,242.89548767610995,9,10,4,false,true,10,false,5,true
[consuming2],51,243.74772228164147,9,10,3,false,false,10,false,6,false
[con_ready1],52,250.17973811905247,9,10,3,true,false,10,true,6,false
[consuming1],53,252.21083121769286,9,10,2,false,false,11,false,6,false
[producing2],54,267.8700708225968,9,11,3,false,false,11,false,6,false
[con_ready1],55,268.5407036485476,9,11,3,true,false,11,true,6,false
[consuming1],56,269.022234626431,9,11,2,false,false,12,false,6,false
[producing2],57,275.93281122942227,9,12,3,false,false,12,false,6,false
[con_ready2],58,279.0069209493938,9,12,3,false,true,12,false,6,true
[consuming2],59,279.64160563041503,9,12,2,false,false,12,false,7,false
[con_ready2],60,320.0375511248045,9,12,2,false,true,12,false,7,true
[consuming2],61,322.0315243463157,9,12,1,false,false,12,false,8,false
[con_ready2],62,332.6895345401,9,12,1,false,true,12,false,8,true
[consuming2],63,334.0311756571857,9,12,0,false,false,12,false,9,false
[producing],64,347.9314891965947,10,12,1,false,false,12,false,9,false
[producing2],65,353.60176519878553,10,13,2,false,false,12,false,9,false
[producing2],66,354.01809599707224,10,14,3,false,false,12,false,9,false
[producing2],67,391.60420504958626,10,15,4,false,false,12,false,9,false
[con_ready1],68,407.97065027511485,10,15,4,true,false,12,true,9,false
[consuming1],69,408.1983953459525,10,15,3,false,false,13,false,9,false
[con_ready2],70,412.0117572384046,10,15,3,false,true,13,false,9,true
[consuming2],71,412.1917997773193,10,15,2,false,false,13,false,10,false
[producing],72,422.0270459876586,11,15,3,false,false,13,false,10,false
[con_ready1],73,435.0873882989809,11,15,3,true,false,13,true,10,false
[consuming1],74,435.6113514246227,11,15,2,false,false,14,false,10,false
[con_ready1],75,445.46932076528674,11,15,2,true,false,14,true,10,false
[consuming1],76,447.3659470993999,11,15,1,false,false,15,false,10,false
[con_ready2],77,457.2913225943217,11,15,1,false,true,15,false,10,true
[consuming2],78,459.10272039901696,11,15,0,false,false,15,false,11,false
[producing],79,466.1221669173763,12,15,1,false,false,15,false,11,false
[producing2],80,477.80948250973483,12,16,2,false,false,15,false,11,false
[producing],81,480.30233748709617,13,16,3,false,false,15,false,11,false
[producing2],82,507.2038298275357,13,17,4,false,false,15,false,11,false
[producing],83,510.31979141178647,14,17,5,false,false,15,false,11,false
[con_ready1],84,518.7584344692609,14,17,5,true,false,15,true,11,false
[consuming1],85,520.5479388477672,14,17,4,false,false,16,false,11,false
[con_ready2],86,529.4120808690976,14,17,4,false,true,16,false,11,true
[consuming2],87,529.4682120446329,14,17,3,false,false,16,false,12,false
[producing2],88,535.429413203753,14,18,4,false,false,16,false,12,false
[producing2],89,561.8586636781854,14,19,5,false,false,16,false,12,false
[producing2],90,593.0476404669586,14,20,6,false,false,16,false,12,false
[con_ready1],91,604.1184971160875,14,20,6,true,false,16,true,12,false
[consuming1],92,605.004407084535,14,20,5,false,false,17,false,12,false
[con_ready1],93,609.3682484974496,14,20,5,true,false,17,true,12,false
[consuming1],94,611.4172029952102,14,20,4,false,false,18,false,12,false
[con_ready1],95,615.0124814602075,14,20,4,true,false,18,true,12,false
[consuming1],96,615.3691958315334,14,20,3,false,false,19,false,12,false
[con_ready1],97,633.693507813992,14,20,3,true,false,19,true,12,false
[consuming1],98,635.5397292588972,14,20,2,false,false,20,false,12,false
[con_ready2],99,653.1953518195257,14,20,2,false,true,20,false,12,true
[consuming2],100,653.4885678603371,14,20,1,false,false,20,false,13,false
[con_ready2],101,654.795923437669,14,20,1,false,true,20,false,13,true
[consuming2],102,655.4616420158364,14,20,0,false,false,20,false,14,false
[producing],103,682.5977480367719,15,20,1,false,false,20,false,14,false
[producing],104,683.379812385652,16,20,2,false,false,20,false,14,false
[producing],105,694.5017827094312,17,20,3,false,false,20,false,14,false
[con_ready2],106,696.182815981794,17,20,3,false,true,20,false,14,true
[consuming2],107,697.3731184971247,17,20,2,false,false,20,false,15,false
[producing],108,775.470572624259,18,20,3,false,false,20,false,15,false
[producing],109,779.9705882750935,19,20,4,false,false,20,false,15,false
[producing],110,809.6438584875089,20,20,5,false,false,20,false,15,false
[con_ready2],111,885.6214841595132,20,20,5,false,true,20,false,15,true
[consuming2],112,885.9331682702995,20,20,4,false,false,20,false,16,false
[con_ready2],113,889.5018414446545,20,20,4,false,true,20,false,16,true
[consuming2],114,889.5069817202664,20,20,3,false,false,20,false,17,false
[con_ready2],115,916.0766180062938,20,20,3,false,true,20,false,17,true
[consuming2],116,917.8393386303974,20,20,2,false,false,20,false,18,false
[con_ready2],117,957.652588037084,20,20,2,false,true,20,false,18,true
[consuming2],118,958.157188336145,20,20,1,false,false,20,false,19,false
[con_ready2],119,968.0553661368866,20,20,1,false,true,20,false,19,true
[consuming2],120,968.3361445974457,20,20,0,false,false,20,false,20,false
