action,step,time,p,b,serving1,serving2,serving3,c1,getting1,c2,getting2,c3,getting3
-,0,0.0,0,0,false,false,false,0,false,0,false,0,false
[producing],1,17.674998133504243,1,1,false,false,false,0,false,0,false,0,false
[con_ready3],2,22.0121220807978,1,1,false,false,true,0,false,0,false,0,true
[consuming3],3,22.353977344223328,1,0,false,false,false,0,false,0,false,1,false
[producing],4,27.55668245406589,2,1,false,false,false,0,false,0,false,1,false
[con_ready1],5,34.5264523318963,2,1,true,false,false,0,true,0,false,1,false
[consuming1],6,35.09466087236739,2,0,false,false,false,1,false,0,false,1,false
[producing],7,63.607302889421675,3,1,false,false,false,1,false,0,false,1,false
[con_ready1],8,67.72591506949361,3,1,true,false,false,1,true,0,false,1,false
[consuming1],9,68.37719491238946,3,0,false,false,false,2,false,0,false,1,false
[producing],10,82.55549516451418,4,1,false,false,false,2,false,0,false,1,false
[con_ready1],11,85.54290106345798,4,1,true,false,false,2,true,0,false,1,false
[consuming1],12,85.58322625100331,4,0,false,false,false,3,false,0,false,1,false
[producing],13,174.3164306733952,5,1,false,false,false,3,false,0,false,1,false
[producing],14,179.3550819853869,6,2,false,false,false,3,false,0,false,1,false
[producing],15,181.48637027685476,7,3,false,false,false,3,false,0,false,1,false
[con_ready1],16,190.31323560102467,7,3,true,false,false,3,true,0,false,1,false
[consuming1],17,190.46197674052777,7,2,false,false,false,4,false,0,false,1,false
[con_ready3],18,196.2635363339646,7,2,false,false,true,4,false,0,false,1,true
[consuming3],19,197.89260887055678,7,1,false,false,false,4,false,0,false,2,false
[con_ready2],20,198.9935249675392,7,1,false,true,false,4,false,0,true,2,false
[consuming2],21,199.56449234024836,7,0,false,false,false,4,false,1,false,2,false
[producing],22,208.43921586608602,8,1,false,false,false,4,false,1,false,2,false
[con_ready2],23,216.80965210658317,8,1,false,true,false,4,false,1,true,2,false
[consuming2],24,216.95245340622495,8,0,false,false,false,4,false,2,false,2,false
[producing],25,222.4485654297893,9,1,false,false,false,4,false,2,false,2,false
[con_ready1],26,224.8094318116767,9,1,true,false,false,4,true,2,false,2,false
[consuming1],27,225.37135418604993,9,0,false,false,false,5,false,2,false,2,false
[producing],28,238.072983628536,10,1,false,false,false,5,false,2,false,2,false
[con_ready2],29,243.14789567331502,10,1,false,true,false,5,false,2,true,2,false
[consuming2],30,244.139793406475,10,0,false,false,false,5,false,3,false,2,false
