action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,15.46063364839635,1,1,false,false,0,false,0,false
[con_ready2],2,16.952361162717132,1,1,false,true,0,false,0,true
[consuming2],3,21.017780891989396,1,0,false,false,0,false,1,false
[producing],4,34.24764561321604,2,1,false,false,0,false,1,false
[producing],5,35.0078692595608,3,2,false,false,0,false,1,false
[con_ready1],6,40.18471869572772,3,2,true,false,0,true,1,false
[consuming1],7,41.22622736917614,3,1,false,false,1,false,1,false
[con_ready2],8,42.121252046391646,3,1,false,true,1,false,1,true
[consuming2],9,42.746207064874135,3,0,false,false,1,false,2,false
[producing],10,46.13850029556561,4,1,false,false,1,false,2,false
[con_ready2],11,48.73633656884118,4,1,false,true,1,false,2,true
[consuming2],12,51.02027350021904,4,0,false,false,1,false,3,false
[producing],13,78.13674264335195,5,1,false,false,1,false,3,false
[producing],14,82.71995409707168,6,2,false,false,1,false,3,false
[producing],15,84.35101039417854,7,3,false,false,1,false,3,false
[producing],16,87.60899867619615,8,4,false,false,1,false,3,false
[producing],17,87.70208076942862,9,5,false,false,1,false,3,false
[producing],18,90.64622138417059,10,6,false,false,1,false,3,false
[con_ready1],19,94.31375895711116,10,6,true,false,1,true,3,false
[consuming1],20,94.65798304133654,10,5,false,false,2,false,3,false
[con_ready1],21,105.36448566998934,10,5,true,false,2,true,3,false
[consuming1],22,105.74706122353572,10,4,false,false,3,false,3,false
[con_ready1],23,121.75160001433339,10,4,true,false,3,true,3,false
[consuming1],24,122.80727295000072,10,3,false,false,4,false,3,false
[con_ready1],25,128.64981761526025,10,3,true,false,4,true,3,false
[consuming1],26,128.79646101364602,10,2,false,false,5,false,3,false
[producing],27,144.1802363516773,11,3,false,false,5,false,3,false
[producing],28,150.6363999251251,12,4,false,false,5,false,3,false
[producing],29,167.09553887951398,13,5,false,false,5,false,3,false
[con_ready1],30,168.4147534493489,13,5,true,false,5,true,3,false
[consuming1],31,169.0331237484404,13,4,false,false,6,false,3,false
[con_ready2],32,171.8500239864543,13,4,false,true,6,false,3,true
[consuming2],33,173.03118658932684,13,3,false,false,6,false,4,false
[producing],34,173.89507224571645,14,4,false,false,6,false,4,false
[con_ready1],35,193.61846668528824,14,4,true,false,6,true,4,false
[consuming1],36,193.8989699739514,14,3,false,false,7,false,4,false
[producing],37,199.4680277993632,15,4,false,false,7,false,4,false
[con_ready1],38,210.9052383357843,15,4,true,false,7,true,4,false
[consuming1],39,211.97950097259874,15,3,false,false,8,false,4,false
[con_ready2],40,216.29530966926663,15,3,false,true,8,false,4,true
[consuming2],41,216.83997364349457,15,2,false,false,8,false,5,false
[producing],42,241.21777920535428,16,3,false,false,8,false,5,false
[con_ready1],43,242.500755644064,16,3,true,false,8,true,5,false
[consuming1],44,243.53876751858328,16,2,false,false,9,false,5,false
[producing],45,274.6182992946043,17,3,false,false,9,false,5,false
[con_ready2],46,276.60965578210704,17,3,false,true,9,false,5,true
[consuming2],47,277.8600123905174,17,2,false,false,9,false,6,false
[producing],48,290.84424722660685,18,3,false,false,9,false,6,false
[con_ready1],49,294.076260153314,18,3,true,false,9,true,6,false
[consuming1],50,294.73316466558504,18,2,false,false,10,false,6,false
[con_ready2],51,298.3256662282602,18,2,false,true,10,false,6,true
[consuming2],52,298.34245004982955,18,1,false,false,10,false,7,false
[con_ready1],53,306.5138820764941,18,1,true,false,10,true,7,false
[consuming1],54,306.67655758469556,18,0,false,false,11,false,7,false
[producing],55,377.6356094927388,19,1,false,false,11,false,7,false
[con_ready2],56,382.3655533103128,19,1,false,true,11,false,7,true
[consuming2],57,383.08761534082515,19,0,false,false,11,false,8,false
[producing],58,386.2494530352157,20,1,false,false,11,false,8,false
[con_ready2],59,389.3048946536605,20,1,false,true,11,false,8,true
[consuming2],60,390.9080702469713,20,0,false,false,11,false,9,false
[producing],61,411.6520493300367,21,1,false,false,11,false,9,false
[con_ready2],62,420.3482767824752,21,1,false,true,11,false,9,true
[consuming2],63,420.35500448064795,21,0,false,false,11,false,10,false
[producing],64,424.3469668021576,22,1,false,false,11,false,10,false
[con_ready2],65,428.78041665304323,22,1,false,true,11,false,10,true
[consuming2],66,429.59558516617756,22,0,false,false,11,false,11,false
[producing],67,440.31139098907414,23,1,false,false,11,false,11,false
[con_ready2],68,452.29997202042125,23,1,false,true,11,false,11,true
[consuming2],69,453.1956381426173,23,0,false,false,11,false,12,false
[producing],70,470.83065354013604,24,1,false,false,11,false,12,false
[producing],71,485.8794733662339,25,2,false,false,11,false,12,false
[con_ready2],72,488.24222647563846,25,2,false,true,11,false,12,true
[consuming2],73,489.72494128210667,25,1,false,false,11,false,13,false
[con_ready2],74,494.0751561436642,25,1,false,true,11,false,13,true
[consuming2],75,494.6566550653057,25,0,false,false,11,false,14,false
[producing],76,513.8999384580296,26,1,false,false,11,false,14,false
[con_ready1],77,522.6221550057505,26,1,true,false,11,true,14,false
