action,step,time,p,b,serving1,serving2,c1,getting1,c2,getting2
-,0,0.0,0,0,false,false,0,false,0,false
[producing],1,64.83546398450511,1,1,false,false,0,false,0,false
[con_ready2],2,74.47425978007932,1,1,false,true,0,false,0,true
[consuming2],3,75.43533589720899,1,0,false,false,0,false,1,false
[producing],4,92.20322847354795,2,1,false,false,0,false,1,false
[con_ready2],5,120.02313082456631,2,1,false,true,0,false,1,true
[consuming2],6,125.45890916938916,2,0,false,false,0,false,2,false
[producing],7,131.2423735997156,3,1,false,false,0,false,2,false
[producing],8,136.68777681916214,4,2,false,false,0,false,2,false
[con_ready2],9,137.31167506593658,4,2,false,true,0,false,2,true
[consuming2],10,138.50727162908075,4,1,false,false,0,false,3,false
[con_ready2],11,142.69941007394561,4,1,false,true,0,false,3,true
[consuming2],12,144.91648747466473,4,0,false,false,0,false,4,false
[producing],13,153.75735401970556,5,1,false,false,0,false,4,false
[producing],14,163.50056263769235,6,2,false,false,0,false,4,false
[con_ready1],15,173.45897598325513,6,2,true,false,0,true,4,false
[consuming1],16,173.6283701841257,6,1,false,false,1,false,4,false
[con_ready1],17,180.34408562334946,6,1,true,false,1,true,4,false
[consuming1],18,180.46736460624092,6,0,false,false,2,false,4,false
[producing],19,193.0006301196328,7,1,false,false,2,false,4,false
[con_ready2],20,196.46391536255834,7,1,false,true,2,false,4,true
[consuming2],21,198.87586518071046,7,0,false,false,2,false,5,false
[producing],22,255.32325833506818,8,1,false,false,2,false,5,false
[con_ready2],23,258.2939177499182,8,1,false,true,2,false,5,true
[consuming2],24,258.5227808792112,8,0,false,false,2,false,6,false
[producing],25,261.2764197747591,9,1,false,false,2,false,6,false
[con_ready1],26,268.39108971722425,9,1,true,false,2,true,6,false
[consuming1],27,271.73325009939515,9,0,false,false,3,false,6,false
[producing],28,301.6881969848388,10,1,false,false,3,false,6,false
[con_ready1],29,314.72936795970463,10,1,true,false,3,true,6,false
[consuming1],30,315.42405450335974,10,0,false,false,4,false,6,false
[producing],31,329.6844278243933,11,1,false,false,4,false,6,false
[con_ready2],32,337.40839548745424,11,1,false,true,4,false,6,true
[consuming2],33,340.4328935873207,11,0,false,false,4,false,7,false
[producing],34,347.27954217077195,12,1,false,false,4,false,7,false
[producing],35,365.106237951861,13,2,false,false,4,false,7,false
[con_ready2],36,368.7237796286302,13,2,false,true,4,false,7,true
[consuming2],37,369.71245300964887,13,1,false,false,4,false,8,false
[con_ready2],38,370.6539636384875,13,1,false,true,4,false,8,true
[consuming2],39,373.71532719573514,13,0,false,false,4,false,9,false
[producing],40,479.1299718717449,14,1,false,false,4,false,9,false
[producing],41,491.0190026798168,15,2,false,false,4,false,9,false
[con_ready1],42,491.2928367152018,15,2,true,false,4,true,9,false
[consuming1],43,491.56391550728813,15,1,false,false,5,false,9,false
[con_ready1],44,516.4016445402456,15,1,true,false,5,true,9,false
[consuming1],45,516.495630507559,15,0,false,false,6,false,9,false
[producing],46,534.9247385924543,16,1,false,false,6,false,9,false
[con_ready1],47,547.0619996548758,16,1,true,false,6,true,9,false
[consuming1],48,547.9665662609489,16,0,false,false,7,false,9,false
[producing],49,573.6541312325544,17,1,false,false,7,false,9,false
[con_ready1],50,575.9893799199837,17,1,true,false,7,true,9,false
[consuming1],51,576.3305107198204,17,0,false,false,8,false,9,false
[producing],52,697.4090105271596,18,1,false,false,8,false,9,false
[producing],53,699.8893900412087,19,2,false,false,8,false,9,false
[producing],54,718.1209565711475,20,3,false,false,8,false,9,false
[con_ready2],55,728.588715264197,20,3,false,true,8,false,9,true
[consuming2],56,731.4884020074998,20,2,false,false,8,false,10,false
[producing],57,735.9767868644116,21,3,false,false,8,false,10,false
[con_ready1],58,756.8108808315511,21,3,true,false,8,true,10,false
[consuming1],59,758.7548362569365,21,2,false,false,9,false,10,false
[con_ready2],60,764.1474946933807,21,2,false,true,9,false,10,true
[consuming2],61,764.27984217034,21,1,false,false,9,false,11,false
[con_ready2],62,766.1078467812564,21,1,false,true,9,false,11,true
[consuming2],63,767.1271517522139,21,0,false,false,9,false,12,false
[producing],64,865.1778832400652,22,1,false,false,9,false,12,false
[con_ready1],65,866.0140662225482,22,1,true,false,9,true,12,false
[consuming1],66,866.0316356947768,22,0,false,false,10,false,12,false
[producing],67,894.2401089941534,23,1,false,false,10,false,12,false
[producing],68,895.8759059373981,24,2,false,false,10,false,12,false
[con_ready2],69,914.6931941902585,24,2,false,true,10,false,12,true
[consuming2],70,914.8681583238834,24,1,false,false,10,false,13,false
[con_ready1],71,940.1980122890136,24,1,true,false,10,true,13,false
[consuming1],72,941.2550355034036,24,0,false,false,11,false,13,false
[producing],73,944.9469702913242,25,1,false,false,11,false,13,false
[producing],74,948.5792371847499,26,2,false,false,11,false,13,false
[con_ready2],75,952.4463252593426,26,2,false,true,11,false,13,true
[consuming2],76,953.9146691848961,26,1,false,false,11,false,14,false
[con_ready1],77,960.8797008568981,26,1,true,false,11,true,14,false
[consuming1],78,964.4702834724224,26,0,false,false,12,false,14,false
[producing],79,1046.8185367993706,27,1,false,false,12,false,14,false
[con_ready2],80,1063.4141656982865,27,1,false,true,12,false,14,true
[consuming2],81,1063.8629828083224,27,0,false,false,12,false,15,false
[producing],82,1095.1315364008976,28,1,false,false,12,false,15,false
[producing],83,1114.478121127363,29,2,false,false,12,false,15,false
[con_ready2],84,1121.1641883223879,29,2,false,true,12,false,15,true
[consuming2],85,1122.447148664093,29,1,false,false,12,false,16,false
[con_ready2],86,1130.8321448512434,29,1,false,true,12,false,16,true
[consuming2],87,1132.0222732984153,29,0,false,false,12,false,17,false
[producing],88,1132.051687693208,30,1,false,false,12,false,17,false
[producing],89,1152.4529706652932,31,2,false,false,12,false,17,false
[con_ready2],90,1157.7371229998696,31,2,false,true,12,false,17,true
[consuming2],91,1158.47656541638,31,1,false,false,12,false,18,false
[con_ready1],92,1159.8668080194848,31,1,true,false,12,true,18,false
[consuming1],93,1159.9208950540112,31,0,false,false,13,false,18,false
[producing],94,1196.8755109376389,32,1,false,false,13,false,18,false
[con_ready1],95,1198.749127716664,32,1,true,false,13,true,18,false
[consuming1],96,1199.067262434427,32,0,false,false,14,false,18,false
[producing],97,1210.3948117795048,33,1,false,false,14,false,18,false
